시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 강남구 개포동,655-2,655,2,개포2차현대아파트(220),77.75,201603,28,"75,000",5,1988,언주로 103
서울특별시 강남구 개포동,655-2,655,2,개포2차현대아파트(220),77.75,201604,2,"71,000",2,1988,언주로 103
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,201602,24,"82,500",3,1987,언주로 3
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,201604,17,"82,700",5,1987,언주로 3
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,67.28,201604,18,"76,000",3,1987,언주로 3
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,201604,30,"85,000",1,1987,언주로 3
서울특별시 강남구 개포동,652,652,0,개포우성3차,161,201603,7,"145,000",8,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,161,201604,2,"147,000",4,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,201604,4,"129,750",13,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,201604,4,"129,600",9,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,201604,8,"128,000",10,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,201604,9,"94,000",15,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,201604,11,"90,700",1,1984,개포로 307
서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,201604,23,"136,000",4,1984,개포로 307
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),170.32,201602,17,"138,000",17,2004,개포로109길 69
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),170.32,201602,25,"140,000",11,2004,개포로109길 69
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,201603,11,"118,000",11,2004,개포로109길 69
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),168.42,201603,14,"130,000",2,2004,개포로109길 69
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,201604,15,"117,000",16,2004,개포로109길 69
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,201604,26,"121,000",5,2004,개포로109길 69
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201602,3,"89,600",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201602,3,"90,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,53.63,201602,4,"99,000",1,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201602,5,"66,300",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.87,201602,12,"67,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.87,201602,16,"66,500",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201602,17,"67,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201602,20,"67,300",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201602,20,"107,500",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201602,22,"76,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201602,22,"75,500",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201602,23,"90,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201602,24,"90,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201602,24,"110,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201602,25,"90,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,49.56,201602,26,"96,500",2,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201602,26,"90,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,53.63,201602,27,"100,000",1,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201602,27,"76,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,49.56,201602,27,"96,900",4,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,61.57,201602,29,"136,000",5,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201603,1,"90,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,1,"77,500",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,2,"79,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201603,2,"71,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201603,3,"111,000",3,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201603,3,"67,500",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201603,4,"90,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201603,5,"95,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201603,7,"81,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,8,"79,900",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201603,8,"111,000",1,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201603,9,"110,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201603,9,"108,500",1,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201603,14,"94,800",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,45.26,201603,15,"75,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201603,15,"80,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201603,15,"94,500",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,17,"79,800",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,21,"80,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201603,21,"110,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201603,22,"94,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,22,"80,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201603,23,"95,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201603,23,"94,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,23,"81,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201603,24,"95,500",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,25,"80,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201603,26,"110,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201603,26,"81,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201603,28,"81,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201603,28,"112,500",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201603,28,"82,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201603,28,"80,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201603,29,"82,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201603,29,"95,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201603,31,"95,500",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201604,1,"115,500",4,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,1,"83,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,1,"82,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201604,1,"112,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201604,2,"117,000",5,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,2,"96,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,2,"83,100",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,2,"95,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.87,201604,2,"76,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,4,"85,300",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,4,"83,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201604,4,"96,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.44,201604,4,"75,800",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.87,201604,4,"75,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,5,"98,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201604,6,"117,000",1,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,6,"84,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,6,"97,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,7,"97,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.44,201604,8,"76,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201604,9,"116,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201604,9,"95,600",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.87,201604,11,"76,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201604,11,"97,500",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,12,"97,000",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,13,"85,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201604,15,"119,000",3,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201604,16,"76,500",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,16,"95,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201604,18,"116,500",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,19,"84,500",5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,19,"97,300",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,45.26,201604,20,"84,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,20,"85,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201604,22,"115,000",4,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,22,"98,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201604,23,"76,800",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,45.26,201604,23,"84,000",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,23,"84,400",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,45.26,201604,25,"83,770",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,25,"97,500",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,26,"98,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,26,"84,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,49.56,201604,27,"105,000",5,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,45.26,201604,27,"85,000",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201604,28,"79,500",1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,28,"86,500",4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,56.57,201604,28,"125,000",1,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201604,28,"98,000",3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,42.55,201604,29,"89,000",2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,49.56,201604,29,"106,500",3,1982,선릉로 7
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201604,30,"99,000",1,1982,개포로 310
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201602,19,"71,000",2,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201603,1,"73,000",2,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201603,3,"71,900",1,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,42.55,201603,4,"81,500",4,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201603,8,"73,000",1,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201603,9,"73,000",3,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201603,9,"80,000",4,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201603,11,"69,500",5,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,42.55,201603,14,"90,500",1,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201603,14,"75,300",4,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,41.99,201603,15,"89,000",3,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,42.55,201603,19,"89,500",4,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,50.39,201603,21,"100,000",2,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,41.99,201603,28,"92,300",5,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201604,1,"75,000",1,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201604,6,"76,500",5,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,50.67,201604,8,"115,000",5,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.87,201604,8,"82,000",4,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201604,9,"80,000",4,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,41.99,201604,12,"95,000",3,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201604,15,"84,000",2,1982,삼성로 11
서울특별시 강남구 개포동,138,138,0,개포주공 3단지,35.64,201604,26,"85,000",1,1982,삼성로 11
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201602,1,"66,500",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201602,3,"74,200",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201602,4,"64,800",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201602,4,"75,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201602,15,"74,800",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201602,16,"74,500",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201602,16,"73,500",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.64,201602,17,"67,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201602,19,"67,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201602,20,"67,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201602,24,"90,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201602,24,"74,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201602,24,"75,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201602,24,"85,000",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201602,25,"66,500",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.64,201602,27,"67,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201602,27,"75,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201602,27,"75,500",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201602,29,"74,500",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,1,"75,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,1,"68,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201603,1,"88,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,3,"75,500",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,3,"76,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,4,"76,500",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201603,4,"90,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,4,"75,500",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,4,"68,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,4,"76,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,5,"76,500",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,7,"76,000",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,7,"77,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,7,"76,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,8,"77,400",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,8,"78,450",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,8,"77,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,9,"77,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,9,"77,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,10,"77,800",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,11,"77,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,12,"68,500",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,12,"70,750",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.67,201603,12,"90,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,13,"67,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,14,"77,800",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,14,"76,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,16,"76,900",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,16,"66,900",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,17,"66,800",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.67,201603,19,"90,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,19,"77,500",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201603,20,"89,500",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,20,"76,600",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,24,"77,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,24,"77,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,25,"75,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,25,"78,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201603,25,"73,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,25,"77,700",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.67,201603,25,"89,500",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,25,"78,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,26,"79,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,26,"80,500",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,26,"83,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201603,26,"80,000",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,28,"80,350",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201603,29,"90,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,30,"80,000",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,30,"81,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,31,"82,500",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201603,31,"82,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.64,201604,1,"75,500",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.67,201604,4,"60,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201604,4,"83,500",2,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.67,201604,5,"96,500",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201604,6,"85,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201604,7,"85,000",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.67,201604,9,"100,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,35.87,201604,11,"78,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201604,12,"85,000",1,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,50.39,201604,13,"99,000",3,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201604,22,"84,800",4,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201604,26,"83,700",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,41.99,201604,28,"83,700",5,1982,삼성로 14
서울특별시 강남구 개포동,189,189,0,개포주공 4단지,42.55,201604,29,"86,500",3,1982,삼성로 14
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,61.19,201603,5,"79,000",6,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,61.19,201603,7,"79,000",2,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,201603,12,"105,000",6,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,74.25,201603,13,"95,000",11,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,53.98,201603,17,"69,000",2,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,201603,18,"108,400",12,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,201603,19,"104,000",14,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,53.98,201603,21,"71,900",10,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,53.98,201603,22,"71,000",8,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,61.19,201603,23,"80,000",5,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,61.19,201603,26,"81,750",8,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,53.98,201603,26,"72,000",5,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,74.25,201603,26,"96,000",14,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,74.25,201604,1,"97,000",9,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,61.19,201604,6,"78,000",13,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,53.98,201604,10,"75,500",11,1983,삼성로4길 17
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,201604,15,"114,000",13,1983,삼성로4길 17
