"Apart","pps"
"관악푸르지오",604
"관악푸르지오",633
"그린",403
"그린",358
"그린",414
"금강아미움(102동)",589
"금강아미움(103동)",598
"금강아미움(103동)",591
"금강아미움(104동)",554
"길성",461
"낙성대늘푸른",441
"낙성대현대(296)",677
"낙성대현대(296)",693
"낙성대현대아파트",411
"낙성대현대아파트",400
"낙성대현대아파트",567
"낙성대현대홈타운",676
"낙성대현대홈타운",520
"낙성대현대홈타운",671
"노블레스",469
"늘푸른3차",548
"늘푸른3차",427
"늘푸른5차",465
"늘푸른5차",493
"대경",427
"대우디오슈페리움2단지",550
"대우디오슈페리움2단지",555
"대우디오슈페리움2단지",567
"동아타운",681
"두산",445
"두산",706
"두산",583
"두산",593
"두산",713
"두산",589
"두산",684
"두산",664
"두산",477
"두산",474
"두산",572
"두산",598
"두산",470
"두산",586
"두산",685
"두산",564
"두산",601
"두산",691
"두산",487
"두산",454
"두산",507
"두산",674
"두산",457
"두산",711
"두산",554
"두산",522
"두산",676
"두산",504
"두산",731
"두산",658
"두산",670
"두산",422
"두산",714
"두산",567
"두산",570
"롯데스카이",423
"롯데스카이",382
"마에스트로캠퍼스타운",989
"마에스트로캠퍼스타운",918
"마에스트로캠퍼스타운",921
"무학",455
"무학",411
"반석블레스빌",469
"반석푸른숲",618
"반석푸른숲",630
"반석푸른숲",606
"벽산블루밍",577
"벽산블루밍",413
"벽산블루밍",430
"벽산블루밍",583
"벽산블루밍",587
"벽산블루밍",494
"벽산블루밍",567
"벽산블루밍",595
"벽산블루밍",593
"벽산블루밍",506
"벽산블루밍",456
"벽산블루밍",495
"벽산블루밍",471
"벽산블루밍",507
"벽산블루밍",518
"벽산블루밍",525
"벽산블루밍",582
"벽산블루밍",563
"벽산블루밍",565
"벽산블루밍",417
"벽산블루밍",500
"벽산블루밍",592
"벽산블루밍",517
"벽산블루밍",488
"벽산블루밍",514
"벽산블루밍",468
"벽산블루밍",543
"벽산블루밍",470
"벽산블루밍",588
"벽산블루밍",586
"벽산블루밍",477
"벽산블루밍",490
"벽산블루밍3차",644
"벽산블루밍3차",465
"벽산블루밍3차",497
"벽산블루밍3차",667
"벽산블루밍3차",532
"벽산블루밍3차",486
"벽산블루밍3차",640
"벽산블루밍3차",513
"벽산타운II",418
"보라매삼성",447
"보라매삼성",466
"보라매삼성",519
"보라매삼성",467
"보라매삼성",489
"보라매삼성",507
"보라매삼성",497
"보라매삼성",504
"보라매우성",544
"보라매우성",510
"봉천동",315
"봉천동아",507
"봉천동아",528
"봉천동아",575
"봉천동아",516
"봉천동아",527
"봉천동아",535
"봉천동아",514
"봉천동아",583
"봉천동아",520
"봉천동아",427
"봉천동아",524
"봉천동아",569
"봉천동아",574
"봉천동아",453
"봉천동아",577
"봉천동아",445
"봉천동아",508
"봉천두솔",376
"봉천우성",466
"봉천우성",409
"봉천우성",530
"봉천우성",569
"봉천우성",514
"봉천우성",489
"봉천우성",594
"봉천우성",506
"봉천우성",500
"봉천우성",449
"봉천우성",617
"봉천우성",518
"봉천우성",487
"봉천우성",407
"봉천우성",483
"봉천우성",488
"봉천우성",424
"봉천우성",427
"봉천우성",468
"봉천우성",471
"봉천우성",494
"봉천우성",434
"브라운스톤관악",562
"브라운스톤관악",632
"브라운스톤관악",654
"브라운스톤관악",575
"쁘띠그린힐",592
"쁘띠그린힐",588
"쁘띠그린힐",586
"쁘띠그린힐",597
"쁘띠그린힐",590
"삼성",265
"새진6차",511
"서울대역마에스트로",951
"서울대입구삼성",522
"서울대입구삼성",470
"서울대입구아이원 (1560-61)",627
"서울대입구아이원 (1560-61)",493
"서울대입구아이원 (1560-61)",630
"서울대입구아이원 (1560-61)",700
"서울대입구아이원 (1560-61)",554
"서울대입구아이원 (1560-61)",670
"서울대입구아이원 (1560-61)",636
"서울대입구아이원 (1560-61)",720
"서울대입구아이원(1560-62)",709
"서울대입구아이원(1560-62)",542
"서울대입구아이원(1560-62)",552
"서울대입구아이원(1560-62)",601
"서희스타힐스",494
"서희스타힐스",531
"서희스타힐스",650
"선경",523
"선경",490
"선경",477
"신봉",509
"신성새실마을101동",475
"아이펠리스",592
"외 3필지 프라비다M",920
"외 3필지 프라비다M",830
"은선",436
"은천1",600
"은천2단지아파트",621
"은천2단지아파트",651
"은천2단지아파트",638
"은천2단지아파트",581
"은천2단지아파트",631
"은천2단지아파트",541
"은천2단지아파트",661
"인헌",531
"일두(1021)",390
"일두(1021)",408
"일두(1021)",385
"일두(1021)",393
"일두(1021)",424
"일두(1021)",388
"일두(1021)",409
"일두(1021)",396
"일두(1021)",411
"제창그로힐",488
"제창그로힐",442
"제창그로힐",465
"코스모블루",877
"코스모블루",966
"코스코수",370
"푸르빌3차",383
"프라비다1",974
"프라비다2",863
"프라비다2",934
"프라비다2",959
"프라비다2",873
"프라비다2",927
"프라비다2",739
"프라비다2",769
"프라비다2",965
"프라비다2",918
"프라비다2",722
"프라비다2",728
"하이캐슬",376
"하이캐슬101동",451
"해태보라매타워",547
"해태보라매타워",542
"현대(관악)",397
"현대(관악)",527
"현대(관악)",521
"현대(관악)",524
"현대(관악)",398
"현대(관악)",425
"현대(관악)",502
"현대(관악)",503
"현대(관악)",406
"현대(관악)",462
"현대(관악)",456
"현대(관악)",536
"현대(관악)",494
"현대(관악)",478
"현대(관악)",495
"현대(관악)",500
"현대(관악)",541
"현대(관악)",487
"현대(관악)",385
"현대(관악)",512
"현대(관악)",472
"현대(관악)",480
"현대(관악)",373
"현대(관악)",538
"LIG 대학마을(건영아파트3차)",467
"LIG 대학마을(건영아파트3차)",483
"LIG 대학마을(건영아파트3차)",472
"LIG 대학마을(건영아파트3차)",484
"LIG 대학마을(건영아파트3차)",458
"LIG 대학마을(건영아파트3차)",475
"LIG 대학마을(건영아파트3차)",501
"LIG 대학마을(건영아파트3차)",487
"LIG 대학마을(건영아파트3차)",431
"LIG 대학마을(건영아파트3차)",526
"LIG 대학마을(건영아파트3차)",525
"LIG 대학마을(건영아파트3차)",442
"LIG 대학마을(건영아파트3차)",474
"LIG 대학마을(건영아파트3차)",492
"LIG 대학마을(건영아파트3차)",450
"LIG 대학마을(건영아파트3차)",490
"LIG 대학마을(건영아파트3차)",498
"LIG 대학마을(건영아파트3차)",462
"LIG5차",499
"LIG5차",443
"LIG5차",448
"LIG5차",498
"강남",233
"강남",291
"강남",261
"강남",273
"강남",307
"강남",257
"강남",316
"강남",289
"강남",302
"강남",214
"강남",300
"강남",272
"강남",270
"강남",279
"강남",271
"강남",319
"강남",314
"건영1",475
"건영1",489
"건영1",498
"건영1",486
"건영1",448
"건영2",335
"건영2",405
"건영2",439
"건영2",382
"건영2",375
"건영2",402
"건영2",398
"건영2",371
"건영4",448
"건영4",444
"건영4",471
"건영4",436
"건영4",430
"건영4",458
"관악",443
"관악산휴먼시아 1단지",558
"관악산휴먼시아 1단지",562
"관악산휴먼시아 1단지",399
"관악산휴먼시아 1단지",519
"관악산휴먼시아 1단지",401
"관악산휴먼시아 1단지",560
"관악산휴먼시아 1단지",465
"관악산휴먼시아 1단지",542
"관악산휴먼시아 1단지",592
"관악산휴먼시아 1단지",539
"관악산휴먼시아 1단지",570
"관악산휴먼시아 1단지",583
"관악산휴먼시아 2단지",570
"관악산휴먼시아 2단지",580
"관악산휴먼시아 2단지",459
"관악산휴먼시아 2단지",575
"관악산휴먼시아 2단지",550
"관악산휴먼시아 2단지",491
"관악산휴먼시아 2단지",465
"관악산휴먼시아 2단지",455
"관악산휴먼시아 2단지",480
"관악산휴먼시아 2단지",558
"관악산휴먼시아 2단지",396
"관악산휴먼시아 2단지",471
"관악산휴먼시아 2단지",590
"관악산휴먼시아 2단지",583
"관악산휴먼시아 2단지",565
"관악산휴먼시아 2단지",597
"관악산휴먼시아 2단지",405
"관악산휴먼시아 2단지",392
"국제산장",384
"국제산장",405
"국제산장",357
"국제산장",414
"국제산장",412
"국제산장",360
"국제산장",341
"국제산장",342
"그대家",453
"그대家",482
"그대家",440
"그대家",439
"그대家",468
"그대家",463
"금호(1차)",446
"금호(1차)",371
"금호(1차)",412
"금호(1차)",352
"금호2",492
"금호2",448
"금호2",495
"동부",583
"동부",607
"동부",565
"라이프",452
"라이프",421
"라이프미성",437
"라이프미성",428
"라이프미성",421
"라이프미성",424
"라이프미성",432
"라이프미성",409
"라이프미성",458
"라이프미성",412
"라이프미성",419
"로마",418
"로마",438
"미래",392
"벽산블루밍",447
"벽산블루밍",520
"벽산블루밍",434
"삼성산주공(주공3단지)",482
"삼성산주공(주공3단지)",473
"삼성산주공(주공3단지)",478
"삼성산주공(주공3단지)",427
"삼성산주공(주공3단지)",470
"삼성산주공(주공3단지)",409
"삼성산주공(주공3단지)",403
"삼성산주공(주공3단지)",400
"삼성산주공(주공3단지)",418
"삼성산주공(주공3단지)",487
"삼성산주공(주공3단지)",405
"삼성산주공(주공3단지)",454
"삼성산주공(주공3단지)",411
"상목에버빌A",349
"상목에버빌B",380
"서초그린",565
"서초그린",530
"성우",529
"성우",444
"신동아",350
"신림2차푸르지오",525
"신림2차푸르지오",499
"신림2차푸르지오",436
"신림2차푸르지오",495
"신림2차푸르지오",448
"신림2차푸르지오",501
"신림2차푸르지오",489
"신림2차푸르지오",474
"신림2차현대",509
"신림동부센트레빌",583
"신림동부센트레빌",534
"신림동부센트레빌",524
"신림동신도브래뉴",528
"신림동신도브래뉴",407
"신림동이모르젠",470
"신림큐브",975
"신림큐브",778
"신림푸르지오",553
"신림푸르지오",590
"신림푸르지오",501
"신림푸르지오",599
"신림푸르지오",492
"신림푸르지오",571
"신림푸르지오",542
"신림푸르지오",596
"신림푸르지오",499
"신림푸르지오",483
"신림푸르지오",466
"신림푸르지오",516
"신림푸르지오",479
"신림푸르지오",505
"신림푸르지오",518
"신림푸르지오",584
"신림푸르지오",514
"신림푸르지오",717
"신림푸르지오",607
"신림푸르지오",462
"신림푸르지오",447
"신림푸르지오",625
"신림푸르지오",496
"신림현대",651
"신림현대",600
"신림현대",473
"신림현대",383
"신림현대",474
"신림현대",594
"신림현대",481
"신림현대",401
"신림현대",501
"신림현대",508
"신림현대",360
"신림현대",526
"신림현대",648
"신림현대",456
"신림현대",487
"신림현대",472
"신림현대",588
"신림현대",462
"신림현대",660
"신림현대",483
"신림현대",518
"신안",405
"신안",436
"신화아트벨리1차",411
"쌍용",461
"쌍용",457
"쌍용",456
"쌍용",348
"쌍용",449
"아데나",667
"아데나",668
"아데나",678
"아데나",669
"아데나",686
"아데나",691
"우민조원",481
"우방",552
"우정하이비전",414
"우정하이비전",393
"우정하이비전2",413
"우정하이비전2",414
"웰피아",452
"주공1",412
"주공1",420
"주공1",410
"청광",436
"청광",511
"청광",460
"청암두산위브센티움",490
"청암두산위브센티움",488
"청화",400
"청화",420
"초원",375
"코스모그린",839
"코스모그린",885
"푸리마타운",1019
"프라비다트라움",925
"프라비다트라움",868
"프라비다트라움",864
"프라비다트라움",890
"프라비다트라움",875
"프라비다트라움",850
"한라타운아파트",404
"한라타운아파트",426
"한양",307
"한양",354
"한양",317
"한양",362
"한양",289
"현대",364
"현대",358
"현대",382
"현대",352
"효림다온",472
"효림다온",485
"흥원",295
"광나루현대",651
"광나루현대",642
"광나루현대",597
"광나루현대",633
"광나루현대",648
"광나루현대",659
"광나루현대",606
"광나루현대",665
"광장11현대홈타운",1115
"광장11현대홈타운",1177
"광장11현대홈타운",1183
"광장11현대홈타운",1054
"광장11현대홈타운",1001
"광장11현대홈타운",1036
"광장11현대홈타운",1095
"광장자이",850
"광장현대9단지",775
"광장현대9단지",854
"광장현대9단지",777
"광장현대9단지",834
"광장현대9단지",765
"광장현대9단지",889
"광장현대9단지",789
"광장현대9단지",694
"광장힐스테이트",941
"광장힐스테이트",1053
"광장힐스테이트",968
"광장힐스테이트",1135
"광장힐스테이트",1130
"광장힐스테이트",887
"광장힐스테이트",1140
"극동2",758
"극동2",710
"극동2",721
"극동2",781
"극동2",757
"극동2",688
"극동2",727
"극동2",733
"극동2",784
"극동2",763
"극동2",754
"극동2",768
"극동2",766
"극동2",647
"극동2",769
"극동2",789
"금호베스트빌",707
"금호베스트빌",671
"금호베스트빌",851
"금호베스트빌",800
"금호베스트빌",841
"금호베스트빌",689
"금호베스트빌",692
"금호베스트빌",736
"삼성광장1",754
"삼성광장2",672
"신동아파밀리에",714
"신동아파밀리에",710
"신동아파밀리에",796
"연세리버빌6차",375
"워커힐",671
"워커힐",663
"워커힐",574
"워커힐푸르지오",788
"워커힐푸르지오",710
"유진스웰",805
"청구",695
"청구",716
"청구",707
"청구",734
"청구",609
"청구",725
"현대3",746
"현대3",747
"현대3",737
"현대3",800
"현대3",674
"현대3",695
"현대3",778
"현대3",774
"현대3",796
"현대3",727
"현대3",684
"현대3",719
"현대3",704
"현대3",771
"현대3",814
"현대3",773
"현대5",855
"현대5",801
"현대5",746
"현대5",875
"현대5",869
"현대5",779
"현대8(801동,802동)",824
"현대8(801동,802동)",765
"현대8(801동,802동)",710
"현대8(801동,802동)",750
"현대8(801동,802동)",741
"현대8(801동,802동)",754
"현대8(801동,802동)",748
"현대8(803동)",759
"현대8(803동)",747
"현대8(803동)",801
"현대8(803동)",763
"현대8(803동)",764
"현대파크빌",884
"현대파크빌",873
"현대파크빌",987
"현대파크빌",962
"현대파크빌",871
"현대파크빌",915
"현대파크빌",999
"현대파크빌",901
"현대파크빌",972
"현대파크빌",852
"현대파크빌",908
"현대파크빌",920
"현대파크빌",973
"현대홈타운12차",751
"현대홈타운12차",765
"현대홈타운12차",756
"강변힐하우스",377
"강변힐하우스",935
"강변힐하우스",904
"강변힐하우스",858
"강변힐하우스",780
"강변힐하우스",390
"강변힐하우스",333
"강변힐하우스",286
"광진해모로리버뷰",529
"광진해모로리버뷰",611
"구의강변우성아파트",593
"구의강변우성아파트",641
"구의강변우성아파트",519
"구의강변우성아파트",619
"구의강변우성아파트",578
"구의강변우성아파트",637
"구의강변우성아파트",649
"구의동현진에버빌",612
"구의동현진에버빌",647
"구의현대2단지",704
"구의현대2단지",692
"구의현대2단지",705
"구의현대2단지",707
"구의현대2단지",648
"구의현대2단지",683
"구의현대2단지",701
"구의현대2단지",730
"구의현대2단지",637
"구의현대2단지",686
"구의현대2단지",702
"구의현대6단지",659
"구의현대6단지",704
"구의현대6단지",676
"구의현대7단지현대홈타운",640
"구의현대7단지현대홈타운",541
"구의현대7단지현대홈타운",565
"구의현대7단지현대홈타운",629
"그레이스홈타운(102동)",493
"그레이스홈타운(102동)",555
"도성",439
"삼성쉐르빌",529
"삼성쉐르빌",589
"삼성쉐르빌",462
"삼성쉐르빌",586
"삼성쉐르빌",484
"새한",583
"새한",618
"성동강변파크빌101(강변타워)",631
"성동강변파크빌101(강변타워)",601
"세림리오빌",618
"세림리오빌",467
"세양",662
"세양",694
"세양",676
"아차산한라아파트",608
"아차산한라아파트",593
"아차산한라아파트",583
"아차산한라아파트",575
"아차산한라아파트",592
"아차산휴먼시아",653
"아차산휴먼시아",626
"아차산휴먼시아",665
"아차산휴먼시아",753
"아차산휴먼시아",661
"아차산휴먼시아",671
"아차산휴먼시아",683
"아차산휴먼시아",728
"아차산휴먼시아",735
"아크로리버",583
"아크로리버",581
"파크타운",708
"파크타운",671
"파크타운",688
"한솔아파트",411
"현대13차폴라트리움",604
"현대프라임",777
"현대프라임",836
"현대프라임",764
"현대프라임",813
"현대프라임",817
"현대프라임",819
"현대프라임",765
"현대프라임",786
"현대프라임",782
"현대프라임",744
"현대프라임",799
"현대프라임",794
"현대프라임",536
"현대프라임",769
"현대프라임",822
"현대프라임",824
"현대프라임",571
"현대프라임",752
"광진We’vePark",512
"광진We’vePark",561
"광진We’vePark",510
"동양파라곤",533
"동양파라곤",589
"동양파라곤",497
"동양파라곤(2)",651
"동양파라곤(2)",618
"동양파라곤(2)",648
"서원힐탑",449
"일성파크",584
"일성파크",525
"현대(힐탑)",397
"홍익봄마을(102동)",427
"홍익봄마을(102동)",463
"경남",600
"경남",542
"경남",664
"경남아너스빌",540
"경남아너스빌",512
"광진트라팰리스",953
"광진트라팰리스",608
"광진트라팰리스",819
"광진트라팰리스",796
"광진하나플러스",591
"금강KCC",685
"금강KCC",754
"대동",680
"대동",717
"대동",672
"더샵스타시티",766
"더샵스타시티",829
"더샵스타시티",745
"더샵스타시티",783
"더샵스타시티",819
"더샵스타시티",856
"더샵스타시티",837
"더샵스타시티",771
"더샵스타시티",933
"더샵스타시티",762
"더샵스타시티",832
"더샵스타시티",893
"더샵스타시티",812
"더샵스타시티",754
"더샵스타시티",923
"더샵스타시티",838
"로얄동아",626
"로얄동아",585
"로얄동아",591
"로얄동아",652
"와이엠프라젠스파",528
"와이엠프라젠스파",439
"와이엠프라젠스파",479
"우방리버파크",651
"우방리버파크",682
"우방리버파크",635
"우방리버파크",813
"우방리버파크",812
"우성1",651
"우성1",714
"우성1",750
"우성1",613
"우성1",638
"우성1",676
"우성2",693
"우성2",702
"우성2",691
"우성2",714
"우성3",730
"우성3",861
"우성3",734
"우성3",760
"우성3",837
"우성3",707
"우성3",719
"우성3",698
"우성3",736
"우성6",631
"유림",458
"이튼타워리버1차",833
"이튼타워리버1차",828
"이튼타워리버1차",853
"이튼타워리버2차",848
"이튼타워리버2차",819
"이튼타워리버2차",791
"이튼타워리버2차",727
"이튼타워리버2차",813
"이튼타워리버3차",538
"이튼타워리버3차",804
"이튼타워리버3차",554
"이튼타워리버3차",749
"이튼타워리버3차",852
"이튼타워리버3차",806
"이튼타워리버3차",824
"이튼타워리버3차",700
"이튼타워리버5차",813
"이튼타워리버5차",965
"이튼타워리버5차",847
"이튼타워리버5차",865
"이튼타워리버5차",820
"자양",565
"자양",607
"자양",577
"자양",567
"자양",552
"자양",597
"자양",622
"자양",526
"자양",558
"자양10차현대홈타운",697
"자양10차현대홈타운",651
"자양2현대",801
"자양2현대",682
"자양7차현대홈타운",774
"자양7차현대홈타운",826
"자양8차현대홈타운",829
"자양8차현대홈타운",819
"자양8차현대홈타운",721
"자양강변I-Park",777
"자양강변I-Park",895
"자양삼성",774
"자양삼성",720
"자양삼성",583
"자양삼성",624
"자양우성7",674
"자양우성7",813
"자양우성7",730
"자양우성7",707
"자양우성7",667
"자양우성7",748
"자양우성7",642
"자양우성7",789
"자양우성7",821
"자양현대5",668
"자양현대5",630
"자양현대6",617
"자양현대6",742
"자양현대6",637
"자양힐101동",535
"진넥스빌",521
"진넥스빌",434
"한강극동",568
"한강극동",564
"한강극동",566
"한강성원",681
"한강성원",673
"한강아남",554
"한강아남",558
"한강우성",608
"한강우성",655
"한강우성",693
"한강우성",631
"한강우성",691
"한강우성",626
"한강우성",685
"한강우성",696
"한강현대",566
"한강현대",573
"한라",570
"한라",667
"한라",615
"한솔리베르",612
"한솔리베르",575
"한솔리베르",606
"한양",602
"한양",612
"한양",604
"한양",623
"한양",551
"한양",572
"한양",575
"한화꿈에그린",709
"한화꿈에그린",645
"한화꿈에그린",609
"현대3",471
"현대3",677
"현대3",518
"현대3",609
"현대강변",554
"현대강변",522
"현대강변",577
"현대빌라트",447
"대영2동",524
"두리",467
"삼민",405
"삼성로얄2",393
"성원",421
"성원",434
"에스케이",534
"에스케이",508
"욱현",446
"욱현하이브Ⅲ",886
"욱현하이브Ⅲ",858
"중곡1단지",412
"중곡2단지",412
"중곡2단지",426
"중곡2단지",443
"광진코지웰",896
"광진코지웰",999
"광진코지웰",934
"광진코지웰",1011
"광진코지웰",1164
"브라운스톤",482
"브라운스톤",549
"브라운스톤",567
"브라운스톤",565
"브라운스톤",494
"브라운스톤",535
"화양타워",661
"화양현대",647
"화양현대",638
"미래하이츠",333
"효성",359
"효성",319
"효성",349
"LIP e-푸른아파트",416
"개봉동상우",396
"개봉동상우",447
"개봉동상우",383
"개봉동상우",374
"개봉동현대아이파크",633
"개봉동현대아이파크",565
"개봉동현대아이파크",665
"개봉동현대아이파크",575
"개봉동현대아이파크",562
"개봉동현대아이파크",476
"개봉동현대아이파크",541
"개봉동현대아이파크",540
"개봉동현대아이파크",580
"개봉동현대아이파크",551
"개봉동현대아이파크",642
"개봉동현대아이파크",530
"개봉동현대아이파크",603
"개봉동현대아이파크",628
"개봉동현대아이파크",550
"개봉푸르지오",666
"개봉푸르지오",553
"개봉푸르지오",664
"개봉푸르지오",661
"개봉푸르지오",558
"개봉푸르지오",655
"개봉푸르지오",562
"개봉푸르지오",541
"개봉푸르지오",557
"개봉푸르지오",577
"개봉푸르지오",598
"개봉푸르지오",555
"개봉푸르지오",566
"개봉푸르지오",624
"개봉푸르지오",658
"개봉프라자",171
"거성",309
"거성",287
"거성",278
"거성",284
"거성푸르뫼1",396
"거성푸르뫼1",351
"거성푸르뫼1",306
"거성푸르뫼2",237
"거성푸르뫼2",350
"거성푸르뫼2",344
"거성푸르뫼2",392
"거성푸르뫼2",240
"건영",307
"건영",317
"길훈",252
"길훈",267
"길훈",264
"길훈",269
"대상",367
"대상",369
"대상",437
"대상",400
"대상",374
"대상",431
"동도센트리움(70-12)",287
"동서아파트(313-32)",293
"동인",287
"동인",319
"동인",312
"동인",316
"동인",310
"동인",297
"동인",294
"두산",419
"두산",330
"두산",321
"두산",436
"두산",426
"두산",377
"두산",444
"두산",359
"두산",427
"두산",409
"두산",319
"두산",432
"삼호",416
"삼호",409
"삼호",474
"삼호",516
"삼호",411
"삼환",453
"삼환",458
"삼환",451
"삼환",418
"삼환",326
"삼환",404
"삼환",411
"삼환",313
"삼환",466
"삼환",314
"상우",372
"상우",421
"신개봉삼환",399
"신개봉삼환",391
"신개봉삼환",467
"신개봉삼환",385
"신개봉삼환",461
"영화",502
"영화",498
"영화",426
"영화",457
"영화",482
"영화 아이닉스",475
"영화 아이닉스",377
"영화 아이닉스",409
"율포그레이스빌",348
"율포그레이스빌",366
"진로",295
"진로",301
"진로",269
"창동",360
"창동",354
"청실",400
"청실",368
"청실",403
"청실",401
"한마을",571
"한마을",562
"한마을",503
"한마을",300
"한마을",579
"한마을",459
"한마을",401
"한마을",557
"한마을",559
"한마을",474
"한마을",453
"한마을",485
"한마을",386
"한마을",497
"한마을",393
"한마을",484
"한마을",488
"한마을",432
"한마을",445
"한마을",561
"한마을",323
"한마을",389
"한마을",479
"한마을",504
"한마을",331
"한마을",586
"한마을",494
"한마을",584
"한마을",482
"한마을",492
"한진",423
"한진",411
"한진",465
"한진",404
"한진",464
"한진",472
"한진",474
"한진",388
"한진",461
"한진",383
"한진",420
"한진",460
"한진",400
"현대",477
"현대",522
"현대",529
"현대",457
"현대",567
"현대",442
"현대",506
"현대",634
"현대",582
"현대",479
"현대",490
"현대",616
"현대",494
"현대",597
"현대",539
"현대",426
"현대",626
"현대",617
"현대",572
"현대",504
"현대",622
"현대",544
"현대",524
"현대",624
"현대",518
"현대홈타운",459
"현대홈타운",538
"현대홈타운",469
"현대홈타운",483
"현대홈타운",501
"현대홈타운",477
"현대홈타운",578
"현대홈타운",563
"현대홈타운",376
"현대홈타운",495
"현대홈타운",453
"현대홈타운",546
"현대홈타운",575
"현대홈타운",465
"현대홈타운",493
"화신",354
"화신",359
"경남1",408
"경남2",336
"경남2",405
"경남2",390
"경남2",383
"경남2",381
"고척LIG리가1차",506
"고척LIG리가1차",495
"고척LIG리가1차",489
"고척LIG리가2차",482
"고척LIG리가2차",494
"고척LIG리가2차",491
"고척월드메르디앙",492
"고척파크푸르지오",668
"고척파크푸르지오",577
"고척파크푸르지오",618
"고척파크푸르지오",698
"고척파크푸르지오",598
"고척파크푸르지오",539
"고척파크푸르지오",548
"고척파크푸르지오",710
"고척파크푸르지오",711
"고척파크푸르지오",586
"고척파크푸르지오",638
"고척파크푸르지오",552
"고척파크푸르지오",718
"고척파크푸르지오",693
"대우",399
"대우",435
"대우",449
"대우",406
"대우",402
"대우",408
"대우",374
"대우",409
"대우",450
"대우",296
"대우",442
"대우",417
"대우",467
"대우",434
"대우",404
"대우",405
"대우",329
"대우",398
"대우",360
"동아한신",471
"동아한신",501
"동아한신",414
"동아한신",465
"동아한신",412
"동아한신",395
"동아한신",387
"동아한신",476
"동아한신",451
"마젤란",553
"마젤란",486
"마젤란",572
"벽산",503
"벽산",528
"벽산",504
"벽산",533
"벽산",513
"벽산",538
"벽산",471
"벽산",542
"벽산",510
"벽산",465
"벽산",489
"벽산",551
"벽산",524
"벽산",495
"벽산베스트블루밍",512
"벽산베스트블루밍",530
"벽산베스트블루밍",507
"벽산베스트블루밍",513
"벽산베스트블루밍",489
"벽산베스트블루밍",462
"산업인",260
"산업인",272
"산업인",259
"산업인",287
"산업인",273
"산업인",285
"산업인",271
"산업인",277
"삼명",350
"삼익1",396
"삼익1",367
"삼익1",377
"삼익1",306
"삼익1",393
"삼익1",298
"삼익2",416
"삼익2",373
"삼익2",306
"삼익2",316
"삼익2",415
"삼익2",418
"삼익2",393
"삼익2",312
"삼익2",313
"삼환로즈빌",524
"삼환로즈빌",575
"삼환로즈빌",529
"삼환로즈빌",518
"삼환로즈빌",527
"삼환로즈빌",617
"서울가든",439
"서울가든",408
"서울가든",427
"서울가든",404
"서울가든",435
"서울가든",432
"서울가든",419
"서울가든",413
"센츄리",382
"센츄리",383
"센츄리",343
"센츄리",384
"센츄리",378
"신원프라자",395
"신원프라자",382
"양우",357
"양우",351
"양우",405
"양우",366
"양우",353
"예인",293
"예주유니츠",413
"예주유니츠",370
"예주유니츠",351
"우성,현대아파트",416
"우성,현대아파트",412
"우성,현대아파트",421
"우성,현대아파트",422
"우성,현대아파트",408
"우성꿈동산",356
"청구",455
"청구",412
"청구",359
"청구",367
"청구",368
"청구",430
"청솔우성",354
"한성",303
"한성",322
"한성",309
"한일유앤아이",404
"한일유앤아이",503
"한일유앤아이",499
"한일유앤아이",511
"한일유앤아이",357
"한일유앤아이",508
"한효",356
"한효",394
"한효",436
"한효",369
"한효",409
"한효",407
"한효",415
"한효",425
"(717-15)경원주택5동",311
"(718-16)경원주택",364
"(740-25)",317
"(740-25)",341
"(742-58)",327
"(743-55)",288
"(744-21)",288
"(744-23)",244
"(745-40)",302
"(747-33)",313
"(747-33)",275
"(747-34)",250
"(747-52)",279
"(749-49)",338
"(749-99)",291
"(770-56)",284
"(771-2)",289
"(771-30)",312
"(779-13)",298
"(779-3)",253
"(779-3)",286
"(781-26)",208
"(781-26)",276
"(792-78)",303
"(794-24)",261
"(796-51)",274
"(797-26)",262
"(797-5)",267
"(797-5)",302
"(797-57)",245
"(798-55)",274
"(799-11)",225
"(803-29)",281
"(806-15)",305
"(806-62)",290
"801-9",269
"SR친오애",464
"경성B",327
"경성B",290
"계영주택(738-27)",298
"골드마인(나동)",383
"구로두산",549
"구로두산",515
"구로두산",513
"구로두산",562
"구로두산",556
"구로두산",571
"구로두산",543
"구로두산",538
"구로두산",529
"구로두산",560
"구로두산",553
"구로두산",534
"구로두산",520
"구로두산",436
"구로두산",526
"구로두산",559
"구로두산",550
"구로두산",505
"구로두산",540
"구로두산",448
"구로두산위브",689
"구로두산위브",700
"구로두산위브",691
"구로두산위브",618
"구로두산위브",559
"구로두산위브",638
"구로두산위브",696
"구로두산위브",708
"구로두산위브",678
"구로두산위브",658
"구로두산위브",675
"구로두산위브",683
"구로두산위브",664
"구로두산위브",705
"구로아트빌라3동",292
"구로에스케이뷰",436
"구로지웰",551
"구로지웰",553
"구로지웰",526
"구로현대",466
"구로현대",390
"구로현대",430
"구로현대",453
"구로현대",457
"구로현대",406
"구로현대",438
"구로현대",458
"구로현대",411
"구로현대",459
"구로현대",473
"구일우성",454
"구일우성",444
"구일우성",473
"구일우성",456
"구일우성",430
"구일우성",471
"구일우성",429
"구일우성",446
"구일우성",451
"구일우성",482
"구일우성",466
"구일우성",468
"구일우성",432
"궁전아트빌라",325
"극동",387
"극동",405
"극동",346
"극동",374
"극동",348
"극동",352
"극동",329
"금호",350
