"Apart","pps"
"펜트라우스",695
"펜트라우스",592
"펜트라우스",622
"펜트라우스",577
"펜트라우스",598
"펜트라우스",572
"펜트라우스",860
"펜트라우스",800
"펜트라우스",735
"펜트라우스",719
"펜트라우스",595
"펜트라우스",769
"펜트라우스",743
"경남아너스빌",524
"경남아너스빌",588
"대원칸타빌",629
"대원칸타빌",566
"대원칸타빌",536
"대원칸타빌",680
"대원칸타빌",586
"대원칸타빌",501
"대원칸타빌",694
"대원칸타빌",522
"마포경남아너스빌",632
"마포경남아너스빌",618
"마포경남아너스빌",589
"밤섬경남아너스빌",707
"밤섬경남아너스빌",648
"밤섬경남아너스빌",613
"밤섬경남아너스빌",704
"밤섬경남아너스빌",719
"밤섬경남아너스빌",622
"밤섬경남아너스빌",589
"벽산솔렌스힐",636
"세양청마루",565
"세양청마루",579
"세양청마루",548
"세양청마루",603
"신수동성원",661
"신수동성원",669
"신수동성원",545
"신수동성원",644
"신수동성원",497
"신수동성원",653
"신촌삼익",489
"신촌삼익",560
"신촌삼익",619
"신촌삼익",718
"신촌삼익",698
"신촌삼익",735
"하나테크노빌",537
"하나테크노빌",517
"하나테크노빌",622
"현대",574
"서강GS",700
"서강GS",675
"서강GS",659
"서강GS",630
"서강GS",653
"서강GS",644
"서강GS",491
"서강GS",488
"서강GS",522
"서강GS",692
"서강GS",725
"공덕자이",1084
"마포래미안푸르지오1단지",1026
"마포래미안푸르지오2단지",1137
"마포래미안푸르지오3단지",1060
"마포래미안푸르지오4단지",1082
"마포래미안푸르지오4단지",952
"마포트라팰리스2차",633
"마포트라팰리스2차",603
"마포트라팰리스2차",596
"삼환나띠르빌",636
"삼환나띠르빌",589
"서서울삼성",542
"서서울삼성",548
"혜성",409
"혜성",349
"대명",617
"대명",586
"대명",627
"리츠",533
"무지개에이",426
"새마을",504
"새마을",557
"새마을",571
"새마을",564
"서암",482
"코오롱",622
"코오롱",770
"코오롱",589
"코오롱",544
"코오롱",648
"코오롱",609
"코오롱",786
"코오롱",611
"코오롱",600
"코오롱",773
"코오롱",540
"코오롱",618
"마포자이",782
"마포자이",628
"마포자이",676
"마포자이",717
"마포자이",921
"마포자이",751
"마포자이",903
"마포자이",724
"마포자이",899
"상록",559
"상록",578
"상록",511
"상록",543
"상록",598
"상록",558
"상록",562
"상록",605
"상록",596
"상록",571
"상록",579
"상록",581
"상록",535
"상록",554
"세양청마루(101동)",747
"세양청마루(101동)",613
"세양청마루(101동)",818
"염리삼성래미안",739
"염리삼성래미안",741
"염리삼성래미안",563
"염리삼성래미안",703
"염리삼성래미안",634
"염리삼성래미안",748
"염리삼성래미안",647
"염리삼성래미안",659
"염리삼성래미안",550
"우공",364
"중앙하이츠",650
"강변그린",429
"강변그린",412
"강변그린",444
"대림2차",832
"대림2차",812
"대림2차",773
"래미안마포리버웰",982
"래미안마포리버웰",958
"래미안마포리버웰",988
"래미안마포리버웰",1000
"래미안마포리버웰",920
"래미안마포리버웰",1047
"래미안마포리버웰",1024
"래미안마포리버웰",1058
"래미안마포리버웰",955
"래미안마포리버웰",998
"마포대림1",675
"마포대림1",662
"마포용강삼성래미안",887
"마포용강삼성래미안",784
"마포용강삼성래미안",760
"마포용강삼성래미안",766
"마포용강삼성래미안",830
"마포용강삼성래미안",745
"마포용강삼성래미안",753
"마포용강삼성래미안",781
"마포용강삼성래미안",806
"마포용강삼성래미안",759
"건영월드컵",523
"건영월드컵",428
"건영월드컵",453
"건영월드컵",525
"건영월드컵",529
"동원월드타운",373
"동원월드타운",442
"동원월드타운",381
"동원월드타운",456
"동원월드타운",388
"동원월드타운",526
"마포중동현대",568
"마포중동현대",532
"마포중동현대",527
"마포중동현대",466
"마포중동현대",590
"마포중동현대",431
"마포중동현대",596
"마포중동현대",472
"마포중동현대",559
"마포중동현대",585
"마포중동현대",488
"마포중동현대",516
"마포중동현대",542
"백명TRENDYAPT",379
"백명TRENDYAPT",384
"수풍",382
"수풍",394
"수풍",383
"수풍",378
"예원",425
"울트라월드컵(참누리)",553
"울트라월드컵(참누리)",636
"울트라월드컵(참누리)",674
"울트라월드컵(참누리)",639
"울트라월드컵(참누리)",671
"울트라월드컵(참누리)",683
"울트라월드컵(참누리)",641
"울트라월드컵(참누리)",651
"울트라월드컵(참누리)",653
"울트라월드컵(참누리)",775
"중동계룡아파트",520
"청구",545
"청구",518
"청구",548
"청구",539
"청구",536
"현대",407
"현대",579
"현대",599
"현대",576
"현대",511
"현대",409
"현대",384
"서강예가",900
"서강예가",694
"서강예가",917
"서강예가",688
"서강예가",788
"서강예가",730
"서강예가",706
"서강예가",738
"서강예가",797
"서강예가",765
"서강오벨리스크스위트",511
"서강오벨리스크스위트",589
"서강오벨리스크스위트",681
"서강오벨리스크스위트",621
"서강오벨리스크스위트",614
"서강오벨리스크스위트",567
"신촌금호",616
"신촌태영데시앙",659
"신촌태영데시앙",618
"신촌태영데시앙",678
"신촌태영데시앙",741
"신촌태영데시앙",700
"신촌태영데시앙",593
"신촌태영데시앙",718
"중앙하이츠103동",557
"창전 쌍용스윗닷홈",612
"창전동현대홈타운",694
"창전동현대홈타운",618
"창전동현대홈타운",751
"창전동현대홈타운",697
"창전동현대홈타운",657
"창전동현대홈타운",805
"창전동현대홈타운",838
"창전동현대홈타운",778
"창전래미안",746
"창전래미안",609
"창전래미안",713
"창전래미안",586
"창전래미안",556
"창전래미안",606
"창전래미안",531
"창전래미안",721
"창전래미안",514
"창전래미안",476
"창전래미안",542
"창전래미안",503
"창전래미안",767
"창전래미안",540
"해모로",692
"해모로",715
"해모로",716
"해모로",751
"한강삼성",741
"한강삼성",706
"한강삼성",631
"한강삼성",594
"한강삼성",820
"한강삼성",718
"한강삼성",800
"한강삼성",837
"한강삼성",711
"한강밤섬자이",746
"한강밤섬자이",811
"한강밤섬자이",913
"한강밤섬자이",854
"한강밤섬자이",830
"한강밤섬자이",862
"한강밤섬자이",938
"KCC엠파이어리버",591
"KCC엠파이어리버",585
"KCC엠파이어리버",596
"두영이지안101동",731
"리버아인",374
"한국프라우드",706
"한국프라우드",647
"현대하이츠",599
"강변힐스테이트",765
"강변힐스테이트",820
"강변힐스테이트",521
"강변힐스테이트",519
"강변힐스테이트",813
"강변힐스테이트",672
"강변힐스테이트",604
"강변힐스테이트",778
"강변힐스테이트",648
"강변힐스테이트",823
"강변힐스테이트",660
"강변힐스테이트",780
"래미안 웰스트림",1306
"래미안 웰스트림",1057
"래미안 웰스트림",883
"래미안 웰스트림",1051
"래미안 웰스트림",1084
"래미안 웰스트림",906
"래미안 웰스트림",950
"래미안 웰스트림",1053
"래미안 웰스트림",878
"래미안 웰스트림",640
"래미안 웰스트림",924
"밤섬힐스테이트",796
"밤섬힐스테이트",669
"밤섬힐스테이트",727
"밤섬힐스테이트",783
"밤섬힐스테이트",741
"밤섬힐스테이트",749
"DMC센트레빌",601
"DMC센트레빌",597
"DMC센트레빌",565
"DMC센트레빌",694
"DMC센트레빌",684
"DMC센트레빌",496
"DMC센트레빌",667
"DMC센트레빌",573
"DMC센트레빌",503
"DMC센트레빌",518
"DMC센트레빌",631
"DMC파크뷰자이1단지",591
"DMC파크뷰자이1단지",579
"DMC파크뷰자이1단지",562
"DMC파크뷰자이1단지",514
"DMC파크뷰자이1단지",584
"DMC파크뷰자이1단지",574
"DMC파크뷰자이1단지",728
"DMC파크뷰자이1단지",830
"DMC파크뷰자이1단지",528
"DMC파크뷰자이1단지",594
"DMC파크뷰자이1단지",746
"DMC파크뷰자이1단지",754
"DMC파크뷰자이1단지",518
"DMC파크뷰자이1단지",737
"DMC파크뷰자이1단지",735
"DMC파크뷰자이1단지",752
"DMC파크뷰자이1단지",757
"DMC파크뷰자이1단지",739
"DMC파크뷰자이1단지",650
"DMC파크뷰자이1단지",759
"DMC파크뷰자이1단지",649
"DMC파크뷰자이1단지",742
"DMC파크뷰자이1단지",517
"DMC파크뷰자이1단지",569
"DMC파크뷰자이1단지",733
"DMC파크뷰자이1단지",743
"DMC파크뷰자이1단지",734
"DMC파크뷰자이1단지",564
"DMC파크뷰자이1단지",523
"DMC파크뷰자이1단지",526
"DMC파크뷰자이1단지",1028
"DMC파크뷰자이1단지",530
"DMC파크뷰자이1단지",596
"DMC파크뷰자이1단지",736
"DMC파크뷰자이1단지",599
"DMC파크뷰자이1단지",509
"DMC파크뷰자이1단지",503
"DMC파크뷰자이1단지",567
"DMC파크뷰자이1단지",741
"DMC파크뷰자이1단지",540
"DMC파크뷰자이1단지",531
"DMC파크뷰자이1단지",1027
"DMC파크뷰자이1단지",731
"DMC파크뷰자이1단지",577
"DMC파크뷰자이1단지",560
"DMC파크뷰자이1단지",598
"DMC파크뷰자이1단지",597
"DMC파크뷰자이1단지",1029
"DMC파크뷰자이1단지",589
"DMC파크뷰자이1단지",601
"DMC파크뷰자이1단지",745
"DMC파크뷰자이1단지",545
"DMC파크뷰자이1단지",537
"DMC파크뷰자이1단지",603
"DMC파크뷰자이1단지",744
"DMC파크뷰자이1단지",751
"DMC파크뷰자이1단지",521
"DMC파크뷰자이1단지",586
"DMC파크뷰자이1단지",729
"DMC파크뷰자이1단지",566
"DMC파크뷰자이1단지",805
"DMC파크뷰자이1단지",515
"DMC파크뷰자이1단지",1015
"DMC파크뷰자이1단지",756
"DMC파크뷰자이1단지",851
"DMC파크뷰자이1단지",565
"DMC파크뷰자이1단지",730
"DMC파크뷰자이1단지",494
"DMC파크뷰자이1단지",516
"DMC파크뷰자이1단지",723
"DMC파크뷰자이1단지",1055
"DMC파크뷰자이1단지",761
"DMC파크뷰자이1단지",720
"DMC파크뷰자이1단지",706
"DMC파크뷰자이1단지",533
"DMC파크뷰자이1단지",727
"DMC파크뷰자이1단지",452
"DMC파크뷰자이1단지",519
"DMC파크뷰자이1단지",513
"DMC파크뷰자이1단지",750
"DMC파크뷰자이1단지",1054
"DMC파크뷰자이1단지",1053
"DMC파크뷰자이1단지",612
"DMC파크뷰자이1단지",1026
"DMC파크뷰자이1단지",522
"DMC파크뷰자이1단지",496
"DMC파크뷰자이1단지",551
"DMC파크뷰자이1단지",459
"DMC파크뷰자이2단지",751
"DMC파크뷰자이2단지",745
"DMC파크뷰자이2단지",732
"DMC파크뷰자이2단지",548
"DMC파크뷰자이2단지",753
"DMC파크뷰자이2단지",752
"DMC파크뷰자이3단지",849
"DMC파크뷰자이3단지",852
"DMC파크뷰자이5단지",842
"DMC파크뷰자이5단지",851
"DMC파크뷰자이5단지",858
"DMC파크뷰자이5단지",821
"DMC파크뷰자이5단지",843
"DMC파크뷰자이5단지",844
"DMC파크뷰자이5단지",866
"남가좌동현대",522
"남가좌동현대",552
"남가좌동현대",562
"남가좌동현대",418
"남가좌동현대",535
"남가좌동현대",537
"남가좌동현대",572
"남가좌동현대",409
"남가좌동현대",564
"남가좌동현대",519
"남가좌동현대",495
"남가좌동현대",531
"남가좌동현대",507
"남가좌동현대",516
"남가좌동현대",488
"남가좌동현대",543
"남가좌동현대",556
"남가좌동현대",396
"남가좌동현대",426
"남가좌동현대",428
"남가좌동현대",569
"남가좌동현대",502
"남가좌동현대",498
"남가좌동현대",440
"남가좌삼성",498
"남가좌삼성",489
"남가좌삼성",469
"남가좌삼성",587
"남가좌삼성",574
"남가좌삼성",575
"남가좌삼성",571
"남가좌삼성",584
"남가좌삼성",552
"남가좌삼성",596
"남가좌삼성",501
"남가좌삼성",506
"남가좌삼성",567
"남가좌삼성",491
"남가좌삼성",509
"남가좌삼성",492
"남가좌삼성",589
"남가좌삼성",448
"남가좌삼성",592
"남가좌삼성",524
"남가좌삼성",518
"남가좌삼성",530
"남가좌삼성",453
"남가좌삼성",390
"남가좌삼성",444
"남가좌삼성",569
"남가좌삼성",528
"남가좌삼성",609
"남가좌삼성",612
"래미안남가좌2차",666
"래미안남가좌2차",736
"래미안남가좌2차",733
"래미안남가좌2차",633
"래미안남가좌2차",479
"래미안남가좌2차",625
"래미안남가좌2차",483
"래미안남가좌2차",728
"래미안남가좌2차",753
"래미안남가좌2차",636
"래미안남가좌2차",637
"래미안남가좌2차",646
"명지플러스빌(B)",359
"명지플러스빌(B)",402
"백련미라보",350
"백련미라보",335
"백련미라보",353
"쌍용스윗닷홈",488
"쌍용스윗닷홈",437
"엠화일비동",402
"창덕에버빌",372
"돈의문센트레빌",753
"돈의문센트레빌",648
"돈의문센트레빌",706
"돈의문센트레빌",812
"돈의문센트레빌",751
"돈의문센트레빌",661
"돈의문센트레빌",746
"돈의문센트레빌",777
"동부센트레빌",598
"동부센트레빌",530
"동부센트레빌",570
"동부센트레빌",472
"동부센트레빌",635
"동부센트레빌",603
"동부센트레빌",444
"동부센트레빌",548
"동부센트레빌",618
"럭키대현",592
"럭키대현",540
"럭키대현",543
"럭키대현",573
"럭키대현",562
"럭키대현",608
"럭키대현",528
"럭키대현",552
"럭키대현",548
"럭키대현",535
"럭키대현",633
"럭키대현",616
"신촌자이엘라",1184
"신촌자이엘라",1197
"예스에이피엠",697
"서소문",312
"서소문",310
"DMC래미안e편한세상",817
"DMC래미안e편한세상",650
"DMC래미안e편한세상",706
"DMC래미안e편한세상",579
"DMC래미안e편한세상",651
"DMC래미안e편한세상",620
"DMC래미안e편한세상",677
"DMC래미안e편한세상",671
"DMC래미안e편한세상",571
"DMC래미안e편한세상",697
"DMC래미안e편한세상",630
"DMC래미안e편한세상",558
"DMC래미안e편한세상",683
"DMC래미안e편한세상",824
"DMC래미안e편한세상",730
"DMC래미안e편한세상",775
"DMC래미안e편한세상",834
"DMC래미안e편한세상",636
"DMC래미안e편한세상",830
"DMC래미안e편한세상",583
"DMC래미안e편한세상",767
"DMC래미안e편한세상",809
"DMC래미안e편한세상",705
"DMC래미안e편한세상",642
"DMC래미안e편한세상",681
"DMC래미안e편한세상",707
"DMC래미안e편한세상",827
"DMC래미안e편한세상",548
"DMC래미안e편한세상",689
"DMC래미안e편한세상",575
"DMC래미안e편한세상",665
"DMC래미안e편한세상",595
"DMC래미안e편한세상",649
"DMC래미안e편한세상",686
"DMC래미안e편한세상",637
"DMC래미안e편한세상",680
"DMC래미안e편한세상",659
"DMC래미안e편한세상",701
"DMC래미안e편한세상",628
"DMC래미안e편한세상",700
"DMC래미안e편한세상",825
"DMC래미안e편한세상",624
"DMC래미안e편한세상",850
"DMC래미안e편한세상",736
"DMC래미안e편한세상",742
"DMC래미안e편한세상",655
"DMC래미안e편한세상",612
"DMC래미안e편한세상",647
"DMC래미안e편한세상",670
"DMC래미안e편한세상",800
"DMC래미안e편한세상",653
"DMC래미안e편한세상",782
"DMC아이파크",511
"DMC아이파크",695
"DMC아이파크",507
"DMC아이파크",548
"DMC아이파크",520
"DMC아이파크",595
"DMC아이파크",677
"DMC아이파크",577
"DMC아이파크",586
"DMC아이파크",705
"DMC아이파크",583
"DMC아이파크",522
"DMC아이파크",714
"DMC아이파크",707
"동도하이츠비동",372
"북가좌동두산위브",488
"북가좌동두산위브",480
"북가좌동두산위브",494
"북가좌동두산위브",477
"북가좌동두산위브",465
"북가좌동두산위브",461
"북가좌동두산위브",493
"북가좌동이랜드해가든",491
"북가좌동이랜드해가든",493
"북가좌동이랜드해가든",489
"북가좌삼호",331
"북가좌삼호",449
"북가좌삼호",413
"북가좌삼호",443
"북가좌삼호",408
"북가좌삼호",467
"북가좌삼호",473
"북가좌삼호",475
"북가좌삼호",461
"북가좌삼호",459
"북가좌삼호",455
"북가좌삼호",436
"북가좌삼호",360
"선결",320
"신일해피트리",442
"연희한양",421
"연희한양",395
"연희한양",360
"연희한양",403
"연희한양",409
"연희한양",415
"연희한양",459
"연희한양",364
"연희한양",351
"연희한양",426
"연희한양",472
"월드컵현대",557
"월드컵현대",471
"월드컵현대",444
"월드컵현대",552
"휴먼빌",438
"휴먼빌",455
"휴먼빌",428
"휴먼빌",463
"휴먼빌",439
"휴먼빌",451
"휴먼빌",424
"휴먼빌",491
"휴먼빌",416
"휴먼빌",468
"휴먼빌",450
"건일팰리스",461
"건일팰리스",414
"경남102동",591
"경남102동",497
"늘푸른",530
"두산",609
"두산",584
"두산",615
"두산",617
"두산",622
"두산",612
"두산",634
"두산",580
"문영센스빌",429
"북아현경남",621
"북아현경남",377
"북아현경남",636
"북아현경남",558
"북아현경남",35
"수목아이엠",498
"신촌푸르지오",801
"신촌푸르지오",779
"신촌푸르지오",960
"신촌푸르지오",852
"신촌푸르지오",847
"진흥1차",370
"화신",401
"경향빌라트",459
"대림",377
"대림",487
"대우푸르지오",614
"대우푸르지오",626
"대우푸르지오",702
"대우푸르지오",600
"대우푸르지오",696
"대우푸르지오",612
"대우푸르지오",601
"대우푸르지오",567
"선명(101동)",479
"선명(102동)",448
"성원",624
"성원",565
"성원",604
"성원",539
"성원",520
"성원",599
"성원",612
"성원",541
"성원",521
"성원쌍떼빌팰리스",670
"성원쌍떼빌팰리스",647
"성원쌍떼빌팰리스",658
"에코빌리지",404
"연희에스엠",404
"연희웨스트팰리스",1067
"연희웨스트팰리스",1029
"연희웨스트팰리스",823
"연희웨스트팰리스",1063
"연희웨스트팰리스",848
"연희자이엘라",1158
"연희자이엘라",1136
"연희자이엘라",1210
"우국한마음",354
"우국한마음",389
"은하",317
"은하",319
"은하",343
"일진아이윌",548
"일진아이윌",484
"임광",597
"임광",495
"임광",567
"제니스APT",532
"제니스APT",527
"제이아델리아",378
"제일",594
"제일",333
"제일",321
"한인트윈빌",384
"한인트윈빌",402
"홍연",333
"홍연",564
"홍연",653
"홍연",594
"홍연",337
"홍연",356
"홍연",338
"홍연",340
"홍연",339
"홍연",344
"홍연",352
"홍연",345
"홍연",343
"홍연",348
"홍연",328
"홍연",349
"홍연",355
"홍연",350
"홍연",347
"홍연",402
"홍연",331
"홍연(723-9)",345
"독립문삼호",515
"독립문삼호",525
"독립문삼호",545
"독립문삼호",568
"독립문삼호",562
"독립문삼호",558
"독립문삼호",583
"독립문삼호",518
"독립문삼호",546
"독립문삼호",505
"독립문삼호",554
"독립문삼호",579
"독립문삼호",540
"독립문삼호",551
"독립문삼호",543
"3RU-City",1013
"광남캐스빌1(512-4)",504
"래디앙",468
"연대JK",724
"연대JK",768
"연대JK",755
"산경",356
"천연뜨란채",711
"천연뜨란채",706
"천연뜨란채",636
"천연뜨란채",666
"천연뜨란채",710
"천연뜨란채",675
"천연뜨란채",658
"천연뜨란채",661
"천연뜨란채",660
"천연뜨란채",718
"천연뜨란채",649
"천연뜨란채",697
"천연뜨란채",722
"천연뜨란채",713
"로얄훼미리A",500
"현대",458
"미동",291
"우리유앤미",555
"우리유앤미",572
"충림예하임",455
"충정",390
"충정",367
"충정리시온",728
"충정리시온",730
"충정솔레디움(102동)",516
"피어리스",445
"피어리스",448
"행복한",586
"에스케이뷰",800
"에스케이뷰",657
"에스케이뷰",801
"에스케이뷰",648
"에스케이뷰",659
"에스케이뷰",683
"독립문극동(200-0)",635
"독립문극동(200-0)",598
"독립문극동(200-0)",726
"독립문극동(200-0)",610
"독립문극동(200-0)",554
"독립문극동(200-0)",576
"독립문극동(200-0)",697
"독립문극동(200-0)",613
"독립문극동(200-0)",551
"독립문극동(200-0)",648
"독립문극동(200-0)",721
"독립문극동(200-0)",703
"독립문극동(200-0)",723
"독립문극동(200-0)",597
"독립문파크빌",513
"독립문파크빌",539
"독립문파크빌",522
"그랜드(A동)",298
"극동",341
"극동",349
"극동",362
"극동",338
"극동",340
"극동",324
"극동",248
"극동",321
"극동",347
"극동",330
"넥서스빌2",326
"도양라비앙(102동)",304
"동림",307
"동원베네스트",496
"동원베네스트",436
"동원베네스트",445
"동원베네스트",430
"동원베네스트",447
"동일",365
"동일",381
"동일",373
"동일",359
"두산",416
"두산",389
"두산",350
"두산",413
"두산",385
"명가",338
"반석블레스",480
"반석블레스",506
"반석블레스",443
"반석블레스",442
"반석블레스",445
"베벌리힐즈",390
"부림베스트빌",324
"서강1차(1동)",341
"서강1차(1동)",296
"세한숲속마을",364
"신원지벤스타2",373
"연희베벌리힐즈",492
"유원",374
"유원",367
"유원",376
"유원",380
"초원",274
"초원",270
"초원",294
"풍림1차",383
"풍림1차",387
"풍림1차",362
"풍림1차",371
"풍림1차",359
"풍림1차",350
"풍림2",441
"풍림2",410
"풍림2",462
"풍림2",424
"풍림2",453
"풍림2",442
"풍림2",458
"풍림2",445
"풍림2",450
"풍림2",444
"풍림아트빌(277-43)",341
"현대(1,2차)",400
"현대(1,2차)",460
"현대(1,2차)",417
"현대(1,2차)",407
"현대(1,2차)",452
"현대(1,2차)",411
"현대(1,2차)",442
"현대(1,2차)",430
"현대(1,2차)",443
"현대(1,2차)",487
"현대(1,2차)",445
"현대(1,2차)",462
"현대(1,2차)",413
"현대(1,2차)",434
"현대(1,2차)",451
"현대(1,2차)",447
"홍은동벽산",382
"홍은동벽산",458
"홍은동벽산",466
"홍은동벽산",410
"홍은동벽산",434
"홍은동벽산",383
"홍은동벽산",437
"홍은동벽산",473
"홍은동벽산",442
"홍은동벽산",374
"홍은동벽산",332
"홍은동벽산",467
"홍은동벽산",440
"홍은동벽산",336
"홍은동벽산",431
"홍은동벽산",443
"홍은동벽산",435
"홍은동벽산",372
"홍은동벽산",446
"홍은동벽산",401
"홍은동벽산",371
"홍은동벽산",350
"홍은동벽산",456
"홍은동벽산",387
"홍은동풍림아이원",394
"홍은동풍림아이원",406
"홍은동풍림아이원",450
"홍은동풍림아이원",400
"홍은동풍림아이원",424
"홍은동풍림아이원",506
"홍은동풍림아이원",425
"홍은동풍림아이원",471
"홍은동풍림아이원",446
"홍은미성",371
"홍은미성",352
"홍은미성",335
"홍은미성",344
"홍은미성",374
"홍은미성",367
"홍은센트레빌",559
"홍은센트레빌",483
"홍은센트레빌",617
"홍은센트레빌",536
"홍은센트레빌",506
"고은",336
"광산",286
"금호어울림",640
"금호어울림",560
"금호어울림",543
"금호어울림",566
"금호어울림",659
"금호어울림",580
"금호어울림",634
"남양",352
"남양",424
"남양",429
"남양",333
"남양",373
"남양",445
"동일1차",249
"로얄",337
"마체스터",299
"마체스터",397
"무악재한화",510
"문화촌현대",470
"문화촌현대",495
"문화촌현대",497
"문화촌현대",479
"문화촌현대",465
"문화촌현대",481
"문화촌현대",475
"문화촌현대",488
"문화촌현대",484
"문화촌현대",482
"문화촌현대",506
"문화촌현대",492
"문화촌현대",412
"문화촌현대",439
"문화촌현대",467
"문화촌현대",452
"문화촌현대",471
"문화촌현대",486
"서울맨션",277
"서울맨션",285
"서울맨션",352
"성원",478
"성원",443
"성원",457
"성원",491
"송도그린빌B동",273
"안산맨숀",250
"월드뷰",329
"유원하나",290
"유원하나",386
"유원하나",376
"유원하나",369
"유원하나",375
"유원하나",388
"유원하나",436
"유원하나",396
"유원하나",363
"유원하나",373
"유원하나",408
"유원하나",319
"인왕",379
"인왕",405
"인왕",332
"인왕",358
"인왕",387
"인왕",361
"인왕궁맨숀",332
"인왕산벽산",437
"인왕산벽산",467
"인왕산어울림",470
"인왕산어울림",415
"인왕산어울림",453
"인왕산한신휴플러스",513
"인왕산한신휴플러스",530
"인왕산한신휴플러스",504
"인왕산한신휴플러스",511
"인왕산한신휴플러스",577
"인왕산현대",629
"인왕산현대",475
"인왕산현대",614
"인왕산현대",616
"인왕산현대",632
"인왕산현대",483
"인왕산현대",649
"인왕산현대",545
"인왕산현대",567
"인왕산현대",466
"인왕산현대",530
"인왕산현대",418
"인왕산현대",507
"인왕산현대",647
"조한",373
"중앙하이츠",393
"청구1차",495
"청구1차",490
"청구1차",511
"청구1차",501
"청구1차",466
"청구1차",515
"청구1차",471
"청구1차",519
"청구1차",478
"청구1차",504
"청구1차",492
"청구1차",486
"청구1차",497
"청구1차",493
"청구2차",551
"청구3차",537
"청구3차",572
"청구3차",554
"태영으뜸(데시앙)",453
"태영으뜸(데시앙)",459
"태영으뜸(데시앙)",403
"풍진베이스타운",265
"현대그린",391
"현대그린",408
"현대그린",400
"현대그린",412
"현대그린",361
"현대그린",341
"홍제맨션",326
"홍제맨션",320
"홍제비콘드림힐",398
"홍제비콘드림힐",459
"홍제비콘드림힐",445
"홍제비콘드림힐",394
"홍제비콘드림힐",371
"홍제비콘드림힐",400
"홍제삼성래미안",672
"홍제삼성래미안",681
"홍제삼성래미안",687
"홍제삼성래미안",567
"홍제삼성래미안",714
"홍제삼성래미안",533
"홍제삼성래미안",525
"홍제삼성래미안",708
"홍제삼성래미안",583
"홍제삼성래미안",565
"홍제삼성래미안",587
"홍제삼성래미안",684
"홍제원현대(459-0)",482
"홍제원현대(459-0)",542
"홍제원현대(459-0)",607
"홍제원현대(459-0)",565
"홍제원현대(459-0)",506
"홍제원현대(459-0)",436
"홍제원현대(459-0)",626
"홍제원현대(459-0)",606
"홍제원현대(459-0)",634
"홍제원현대(459-0)",558
"홍제원현대(459-0)",494
"홍제원현대(459-0)",497
"홍제한양",516
"홍제한양",484
"홍제한양",533
"홍제한양",508
"홍제한양",483
"홍제한양",482
"홍제한양",500
"홍제한양",493
"홍제한양",495
"홍제한양",442
"홍제한양",458
"홍제한양",513
"홍제한양",534
"홍제한양",524
"홍제현대",539
"홍제현대",530
"홍제현대",472
"홍제현대",519
"홍제현대",475
"홍제현대",427
"홍제현대",443
"홍제현대",471
"홍제현대",522
"홍제현대",447
"홍제현대",518
"홍제현대",456
"서초더샵포레",1014
"서초더샵포레",881
"서초더샵포레",942
"APELBAUM",695
"궁전",1025
"그린피아",733
"대성유니드",827
"라인",929
"래미안퍼스티지",1410
"래미안퍼스티지",1788
"래미안퍼스티지",1903
"래미안퍼스티지",1968
"래미안퍼스티지",1920
"래미안퍼스티지",1785
"래미안퍼스티지",1995
"래미안퍼스티지",1860
"래미안퍼스티지",1613
"래미안퍼스티지",1666
"래미안퍼스티지",1568
"래미안퍼스티지",1637
"래미안퍼스티지",1889
"래미안퍼스티지",1471
"래미안퍼스티지",1676
"래미안퍼스티지",1801
"래미안퍼스티지",1771
"래미안퍼스티지",2002
"래미안퍼스티지",1302
"래미안퍼스티지",1776
"래미안퍼스티지",1648
"래미안퍼스티지",1678
"래미안퍼스티지",1690
"래미안퍼스티지",1497
"래미안퍼스티지",1803
"래미안퍼스티지",1954
"래미안퍼스티지",1684
"래미안퍼스티지",1736
"래미안퍼스티지",1508
"래미안퍼스티지",1790
"래미안퍼스티지",1907
"래미안퍼스티지",1884
"래미안퍼스티지",1842
"래미안퍼스티지",1313
"래미안퍼스티지",1369
"래미안퍼스티지",1437
"반포 주공1단지",1920
"반포 주공1단지",1820
"반포 주공1단지",1692
"반포 주공1단지",1711
"반포 주공1단지",1741
"반포 주공1단지",1951
"반포 주공1단지",1739
"반포 주공1단지",1976
"반포 주공1단지",1948
"반포 주공1단지",1736
"반포 주공1단지",1945
"반포 주공1단지",2349
"반포 주공1단지",1772
"반포 주공1단지",1800
"반포 주공1단지",1803
"반포 주공1단지",1954
"반포 주공1단지",1926
"반포 주공1단지",2000
"반포 주공1단지",1902
"반포 주공1단지",1957
"반포 주공1단지",1931
"반포 주공1단지",1819
"반포 주공1단지",1854
"반포 힐스테이트",1186
"반포경남아파트",1197
"반포경남아파트",1232
"반포경남아파트",1122
"반포경남아파트",1238
"반포경남아파트",1306
"반포경남아파트",1314
"반포경남아파트",1196
"반포경남아파트",1282
"반포경남아파트",1175
"반포경남아파트",1261
"반포경남아파트",1267
"반포경남아파트",1321
"반포경남아파트",1061
"반포경남아파트",1177
"반포경남아파트",1181
"반포경남아파트",1334
"반포경남아파트",1189
"반포경남아파트",1210
"반포경남아파트",1300
"반포경남아파트",1349
"반포경남아파트",1322
"반포동 피카소빌 A동",719
"반포리체",1524
"반포리체",1291
"반포리체",1542
"반포리체",1575
"반포리체",1550
"반포리체",1567
"반포리체",1347
"반포리체",1577
"반포리체",1471
"반포리체",1495
"반포리체",1614
"반포리체",1584
"반포미도",1083
