address,Apart,gu,dong,long,lat,dist_from_highschool,highschool,,dist_from_elementaryschool,elementaryschool
가마산로79길 7,삼성래미안,영등포구,신길동,126.9160263,37.50514886,675.3873472,서울공업고등학교,,429.2424311,서울대방초등학교
가산로 106,주상복합두산,금천구,가산동,126.893612,37.47539304,1539.328535,독산고등학교,,371.7987354,서울가산초등학교
가산로 147,가산지웰에스테이트,금천구,가산동,126.8905896,37.47835784,1812.834407,독산고등학교,,518.1804918,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가산로 99,두산,금천구,가산동,126.8936119,37.47461382,1548.809396,독산고등학교,,440.1746246,서울가산초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
가재울로 45,남가좌동현대,서대문구,남가좌동,126.9214214,37.5750966,822.7430138,가재울고등학교,,588.765145,서울가재울초등학교
