"도로명","지번","lon","lat"
"서울특별시 관악구 인헌9길 17 (봉천동 공원파크빌라)","서울특별시 관악구 봉천동 1641-22 공원파크빌라",126.9656401,37.469602
"서울특별시 서초구 논현로5길 29 (양재동)","서울특별시 서초구 양재동 399 구룡공원 공영주차장",127.0485767,37.4716612
"서울특별시 서초구 바우뫼로12길 40 (양재동)","서울특별시 서초구 양재동 200 서초문화예술공원",127.0308217,37.4677012
"서울특별시 서초구 바우뫼로20길 19 (양재동 일건공원빌라)","서울특별시 서초구 양재동 104-4 일건공원빌라",126.9964698,37.4932663
"서울특별시 서초구 방배중앙로19길 3 (방배동 공원빌라)","서울특별시 서초구 방배동 821-4 공원빌라",126.9997196,37.4906
"서울특별시 서초구 신반포로11길 39 (반포동)","서울특별시 서초구 반포동 1337-4 한강공원 구반포안내센터",126.9965186,37.5101798
"서울특별시 서초구 신반포로11길 40 (반포동)","서울특별시 서초구 반포동 115-5 한강공원 반포 안내센터",126.9927035,37.5076669
"서울특별시 서초구 양재대로12길 74 (원지동)","서울특별시 서초구 원지동 63 서울추모공원",127.0434386,37.4528277
"서울특별시 서초구 양재천로7길 27 (양재동 공원빌라)","서울특별시 서초구 양재동 106-7 공원빌라",127.0351054,37.4750748
"서울특별시 서초구 잠원로 221-124 (잠원동)","서울특별시 서초구 잠원동 121 한강공원잠원안내센터",127.01948,37.5277524
"서울특별시 서초구 청계산로7길 9-52 (신원동)","서울특별시 서초구 신원동 482-2 공원관리사무소",127.0523761,37.4543227
"서울특별시 강남구 남부순환로 2711 (도곡동)","서울특별시 강남구 도곡동 204 도곡근린공원 실내배드민턴장",127.042309,37.4859443
"서울특별시 강남구 도산대로96길 39 (청담동 청담공원아파트)","서울특별시 강남구 청담동 60 청담공원아파트",127.0502971,37.5222637
"서울특별시 강남구 삼성로140길 15 (청담동 공원빌라)","서울특별시 강남구 청담동 61-8 공원빌라",127.0542548,37.4749676
"서울특별시 강남구 자곡로 78 (자곡동)","서울특별시 강남구 자곡동 512-10 세곡근린공원 관리사무소",127.0764337,37.5105156
"서울특별시 송파구 거마로24길 6 (마천동 공원타운)","서울특별시 송파구 마천동 44-5 공원타운",127.1481223,37.4996326
"서울특별시 송파구 동남로 178 (가락동)","서울특별시 송파구 가락동 195 개롱근린공원관리소",127.1305365,37.4934682
"서울특별시 송파구 동남로23가길 34 (오금동 대영공원아파트)","서울특별시 송파구 오금동 54-4 대영공원아파트",127.131873,37.5016844
"서울특별시 송파구 동남로23가길 36 (오금동 혜성공원아파트)","서울특별시 송파구 오금동 54-1 혜성공원아파트",127.1320108,37.501977
"서울특별시 송파구 동남로30길 29 (오금동)","서울특별시 송파구 오금동 110 누에머리공원",127.1423164,37.5030455
"서울특별시 송파구 마천로 98 (오금동)","서울특별시 송파구 오금동 38-6 공원빌딩",127.1306508,37.5062116
"서울특별시 송파구 백제고분로 489 (방이동)","서울특별시 송파구 방이동 52 방이공원",127.1140133,37.514377
"서울특별시 송파구 백제고분로44길 13-24 (송파동 송파공원주택)","서울특별시 송파구 송파동 118-3 송파공원주택",127.1129464,37.506893
"서울특별시 송파구 삼학사로1길 40 (삼전동 하늘공원아파트)","서울특별시 송파구 삼전동 69-5 하늘공원아파트",127.0803468,37.6251406
"서울특별시 송파구 성내천로23길 12 (마천동)","서울특별시 송파구 마천동 11 마천공원",127.145705,37.5015458
"서울특별시 송파구 성내천로29길 32 (마천동)","서울특별시 송파구 마천동 산2 천마공원 화장실(치유숲)",127.1568151,37.5003517
"서울특별시 송파구 송이로15길 41 (가락동)","서울특별시 송파구 가락동 21 웃말공원 화장실",127.1449828,37.5030178
"서울특별시 송파구 송이로31길 4 (문정동)","서울특별시 송파구 문정동 116-6 공원빌딩",127.1318734,37.4881305
"서울특별시 송파구 양재대로 지하 1231 (방이동)","서울특별시 송파구 방이동 89-28 올림픽공원역",127.13109,37.516628
"서울특별시 송파구 양재대로 지하 1233 (방이동)","서울특별시 송파구 방이동 89-28 올림픽공원역",127.13109,37.516628
"서울특별시 송파구 양재대로72길 47-8 (오금동)","서울특별시 송파구 오금동 6 백토근린공원 경로당",127.1210717,37.4819953
"서울특별시 송파구 오금로 363 (오금동)","서울특별시 송파구 오금동 51 오금근린공원",127.1314564,37.5033786
"서울특별시 송파구 올림픽로 44 (잠실동)","서울특별시 송파구 잠실동 84 아시아공원",127.0764337,37.5105156
"서울특별시 송파구 올림픽로 424 (방이동)","서울특별시 송파구 방이동 88 올림픽공원",127.1214941,37.5206868
"서울특별시 송파구 올림픽로43길 34 (풍납동 잠실 올림픽공원 아이파크)","서울특별시 송파구 풍납동 514 잠실 올림픽공원 아이파크",127.1143457,37.5254351
"서울특별시 송파구 위례성대로 76 (방이동 올림픽공원한승오디브)","서울특별시 송파구 방이동 168 올림픽공원한승오디브",127.1214941,37.5206868
"서울특별시 송파구 중대로10길 29 (가락동)","서울특별시 송파구 가락동 110 건너말공원 경로당",127.1280403,37.4914351
"서울특별시 송파구 중대로27길 11 (오금동 오금공원빌라)","서울특별시 송파구 오금동 48 오금공원빌라",127.1274845,37.5040174
"서울특별시 송파구 중대로38길 3 (오금동 공원아트맨션)","서울특별시 송파구 오금동 90-13 공원아트맨션",127.1334521,37.5072209
"서울특별시 송파구 헌릉로 793 (장지동)","서울특별시 송파구 장지동 877 송파구 자원순환공원",127.1242635,37.4713546
"서울특별시 강동구 동남로 620 (둔촌동)","서울특별시 강동구 둔촌동 산14-1 일자산자연공원제2체육관",127.149698,37.5293211
"서울특별시 강동구 동남로 660 (둔촌동)","서울특별시 강동구 둔촌동 산140 일자산자연공원제1체육관",127.1508703,37.5321255
"서울특별시 강동구 동남로 990 (고덕동)","서울특별시 강동구 고덕동 287 샘터근린공원 배드민턴장",127.1577299,37.5620664
"서울특별시 강동구 아리수로 316-1 (고덕동 공원주택)","서울특별시 강동구 고덕동 233-5 공원주택",127.1632673,37.5624992
"서울특별시 강동구 올림픽로83길 12 (천호동 공원빌라)","서울특별시 강동구 천호동 332-4 공원빌라",127.1194017,37.5136827
"서울특별시 강동구 풍성로45길 7-11 (성내동 공원다세대)","서울특별시 강동구 성내동 517-4 공원다세대",127.1293403,37.5311109
"서울특별시 강동구 풍성로45길 11 (성내동)","서울특별시 강동구 성내동 512 안말어린이공원 공영주차장",127.1299279,37.5314585
