"address","Apart","gu","dong","long","lat","dist_from_academy","academy"
"가마산로 87","한일유앤아이","구로구","구로동",126.8761513,37.48579325,117.738363917227,"에코스터디원격학원"
"가마산로 87","한일유앤아이","구로구","구로동",126.8761513,37.48579325,117.738363917227,"에코스터디원격학원"
"가마산로 87","한일유앤아이","구로구","구로동",126.8761513,37.48579325,117.738363917227,"에코스터디원격학원"
"가마산로 87","한일유앤아이","구로구","구로동",126.8761513,37.48579325,117.738363917227,"에코스터디원격학원"
"가마산로 87","한일유앤아이","구로구","구로동",126.8761513,37.48579325,117.738363917227,"에코스터디원격학원"
"가마산로 87","한일유앤아이","구로구","구로동",126.8761513,37.48579325,117.738363917227,"에코스터디원격학원"
"가마산로 97","현대로얄","구로구","구로동",126.8770342,37.48621962,143.176813224268,"에코스터디원격학원"
"가마산로 97","현대로얄","구로구","구로동",126.8770342,37.48621962,143.176813224268,"에코스터디원격학원"
"가마산로 97","현대로얄","구로구","구로동",126.8770342,37.48621962,143.176813224268,"에코스터디원격학원"
"가마산로19길 30","일동행복세상","구로구","구로동",126.8846034,37.49452787,158.540645834246,"수학원"
"가마산로20다길 45","골드마인(나동)","구로구","구로동",126.8887713,37.49278258,177.041308514705,"엘림독서실"
"가마산로20다길 46","다울숲","구로구","구로동",126.8887219,37.49262269,159.53200364672,"엘림독서실"
"가마산로20다길 46","다울숲","구로구","구로동",126.8887219,37.49262269,159.53200364672,"엘림독서실"
"가마산로26길 5","로제리움2차","구로구","구로동",126.8909761,37.49596874,83.9063394280245,"큰학원"
"가마산로26길 5","로제리움2차","구로구","구로동",126.8909761,37.49596874,83.9063394280245,"큰학원"
"가마산로27길 11","해담채3","구로구","구로동",126.8913651,37.49720229,67.8354528783103,"한양패션전문학원"
"가마산로27길 24","순영웰라이빌1차","구로구","구로동",126.8915489,37.49805996,49.4864671048235,"한양패션전문학원"
"가마산로27길 24","순영웰라이빌1차","구로구","구로동",126.8915489,37.49805996,49.4864671048235,"한양패션전문학원"
"가마산로27길 24","순영웰라이빌1차","구로구","구로동",126.8915489,37.49805996,49.4864671048235,"한양패션전문학원"
"가마산로27길 24","순영웰라이빌1차","구로구","구로동",126.8915489,37.49805996,49.4864671048235,"한양패션전문학원"
"가마산로27길 66","아스타 빌","구로구","구로동",126.8901565,37.49961197,4.38249083469877,"잉클윙클어학원"
"가마산로27길 66","아스타 빌","구로구","구로동",126.8901565,37.49961197,4.38249083469877,"잉클윙클어학원"
"가마산로50길 27","대성유니드","영등포구","신길동",126.902839,37.50135508,81.1391988130466,"신성보습학원"
"가마산로79길 19","신길동자이","영등포구","신길동",126.916861,37.50611776,249.217788332745,"아이맥스보습학원"
"가마산로79길 19","신길동자이","영등포구","신길동",126.916861,37.50611776,249.217788332745,"아이맥스보습학원"
"가마산로79길 19","신길동자이","영등포구","신길동",126.916861,37.50611776,249.217788332745,"아이맥스보습학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가마산로79길 7","삼성래미안","영등포구","신길동",126.9160263,37.50514886,220.308751406176,"아발론교육동작어학원"
"가산로 106","주상복합두산","금천구","가산동",126.893612,37.47539304,5.72151807487425,"한국UPI(유피아이)학원"
"가산로 147","가산지웰에스테이트","금천구","가산동",126.8905896,37.47835784,201.660255433749,"구로정보기술학원"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가산로 99","두산","금천구","가산동",126.8936119,37.47461382,66.5367547436164,"정상독서실"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,75.0242000902592,"지앤비영어전문학원"
"가재울로4길 46","명지플러스빌(B)","서대문구","남가좌동",126.9240424,37.57565117,111.246760333146,"일등예감학원"
"가재울로4길 46","명지플러스빌(B)","서대문구","남가좌동",126.9240424,37.57565117,111.246760333146,"일등예감학원"
"가재울로6길 53","백련미라보","서대문구","남가좌동",126.9239021,37.57646874,51.8820432626964,"하람음악학원"
"가재울로6길 53","백련미라보","서대문구","남가좌동",126.9239021,37.57646874,51.8820432626964,"하람음악학원"
"가재울로6길 53","백련미라보","서대문구","남가좌동",126.9239021,37.57646874,51.8820432626964,"하람음악학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,80.5417149514698,"투탑학원"
