"address","Apart","gu","dong","long","lat","dist_from_univ","dist_from_middleschool","dist_from_bus","dist_from_hospital"
"노량진로32길 156","경동윈츠리버","동작구","본동",126.9538301,37.50937274,0.58,0.26,0.02,0.63
"노원로 214","삼익선경","노원구","하계동",127.0772895,37.63835754,0.67,0.57,0.03,0.68
"노원로 29","태릉우성아파트","노원구","공릉동",127.0861151,37.62420427,0.58,0.3,0.09,0.98
"노원로 428","상계2차중앙하이츠","노원구","상계동",127.0675253,37.65483756,0.73,0.27,0.02,0.18
"노원로 532","상계주공9(고층)","노원구","상계동",127.0599342,37.6612271,1.44,0.4,0.04,0.82
"노원로 564","상계주공10(저층)","노원구","상계동",127.056266,37.66155415,1.59,0.6,0.1,1.11
"노원로 564","상계주공10(고층)","노원구","상계동",127.056266,37.66155415,1.59,0.6,0.1,1.11
"노원로 569","임광","노원구","상계동",127.0556906,37.66127511,1.59,0.56,0.1,1.14
"노원로 58","우방아파트","노원구","공릉동",127.0866779,37.62686536,0.36,0.44,0.1,1.25
"노원로 62","효성화운트빌아파트","노원구","공릉동",127.0858661,37.62714982,0.42,0.51,0.07,1.22
"노원로11길 23","청구3","노원구","하계동",127.072868,37.63959626,0.94,0.17,0.09,0.44
"노원로18길 19","하계2현대","노원구","하계동",127.0728231,37.64373138,0.93,0.24,0.1,0.85
"노원로1가길 10","청솔아파트8","노원구","공릉동",127.0858919,37.62265243,0.73,0.2,0.07,0.83
"노원로1길 21","청솔아파트9","노원구","공릉동",127.0857421,37.62204879,0.79,0.19,0.13,0.78
"노원로22길 34","롯데우성아파트","노원구","중계동",127.0721042,37.64754854,0.7,0.22,0.08,1.08
"노원로22길 53","주공10","노원구","중계동",127.0731776,37.64773162,0.79,0.21,0.07,1.11
"노원로22길 71","건영3","노원구","중계동",127.0742217,37.64772862,0.88,0.22,0.02,1.16
"노원로26가길 25","코오롱","노원구","상계동",127.069322,37.6532165,0.66,0.07,0.13,0.41
"노원로26나길 20","문수해오름","노원구","상계동",127.0702172,37.65386125,0.77,0.18,0.11,0.4
"노원로28길 15","상계1차중앙하이츠","노원구","상계동",127.0687925,37.65305986,0.62,0.05,0.09,0.4
"노원로28길 38","신이모닝빌","노원구","상계동",127.0698126,37.6536634,0.73,0.14,0.15,0.39
"노원로28길 62","한일유앤아이","노원구","상계동",127.0706785,37.65449912,0.85,0.26,0.09,0.38
"노원로30길 81","양우","노원구","상계동",127.0710825,37.65631017,1.03,0.41,0.14,0.36
"노원로34길 34","성원상떼빌","노원구","상계동",127.0656646,37.66044552,1.31,0.12,0.02,0.47
"노원로38길 10","상계주공8(저층)","노원구","상계동",127.0619665,37.66142799,1.43,0.24,0.1,0.72
"노원로38길 46","상계주공8(저층)","노원구","상계동",127.0617644,37.66309083,1.61,0.37,0.01,0.88
"노해로 170","쌍문금용","도봉구","쌍문동",127.0279074,37.64950498,1.05,0.47,0.01,0.36
"노해로 508","상계주공6(고층)","노원구","상계동",127.0644339,37.65498109,0.69,0.42,0.06,0.28
"노해로40길 71","브라운스톤쌍문","도봉구","쌍문동",127.0299376,37.64706425,1.3,0.38,0.19,0.12
"노해로40길 72","한양1","도봉구","쌍문동",127.0300989,37.64692024,1.32,0.38,0.19,0.12
"노해로41가길 16","e편한세상","도봉구","쌍문동",127.0270963,37.65002551,0.97,0.52,0.08,0.44
"노해로41길 17","금강","도봉구","쌍문동",127.0262453,37.6495088,0.91,0.51,0.03,0.42
"노해로45길 26","극동","도봉구","쌍문동",127.0266877,37.65069912,0.93,0.51,0.12,0.52
"노해로45길 48","신일라이프(B동)","도봉구","쌍문동",127.0255524,37.65102652,0.83,0.59,0.05,0.6
"노해로57길 85","기용","도봉구","쌍문동",127.0345264,37.65478356,1.67,0.22,0.32,0.52
"노해로63가길 7","상아2차아파트","도봉구","창동",127.0450266,37.65299086,1.76,0.57,0.12,0.46
"노해로63길 75","대림e-편한세상","도봉구","창동",127.0459957,37.65295325,1.68,0.55,0.07,0.54
"노해로63다길 34","동아그린","도봉구","창동",127.0461644,37.65435887,1.72,0.7,0.23,0.51
"노해로66길 21","삼성래미안","도봉구","창동",127.0472362,37.65026477,1.52,0.24,0.15,0.8
"노해로69가길 54","창동현대4차","도봉구","창동",127.0468706,37.65857253,1.89,0.52,0.25,0.46
"노해로69길 103","동아청솔","도봉구","창동",127.0493995,37.65702855,1.61,0.63,0.04,0.74
"노해로70길 119","창동주공18단지","도봉구","창동",127.0531252,37.64708275,1,0.11,0.01,1.43
"노해로70길 12","동아","도봉구","창동",127.0512946,37.65172541,1.19,0.44,0.03,1.03
"노해로70길 19","주공19단지(창동 리버타운)","도봉구","창동",127.0516961,37.65145835,1.15,0.4,0.03,1.07
"노해로70길 54","주공19단지(창동 리버타운)","도봉구","창동",127.0516843,37.64985929,1.12,0.25,0.08,1.15
"노해로85길 10","소담빌","노원구","상계동",127.0652606,37.65587515,0.8,0.48,0.06,0.17
"노해로8길 22","경남아너스빌","강북구","수유동",127.0240449,37.63815289,0.96,0.77,0.1,0.32
"녹번로 40","녹번현대아파트","은평구","녹번동",126.9291009,37.60524644,1.58,0.99,0.02,0.42
"녹번로 6","송학파크팰리스","은평구","녹번동",126.9268582,37.60284623,1.33,0.68,0.02,0.34
"녹번로 8","세민HIPARK","은평구","녹번동",126.9270811,37.6030399,1.35,0.7,0.05,0.34
"녹사평대로 245","한신","용산구","용산동2가",126.9870042,37.53956884,1.44,0.41,0.03,1.65
"녹사평대로 250","용산동아파트","용산구","이태원동",126.9875059,37.53986562,1.44,0.41,0.02,1.63
"녹사평대로 254","남산대림","용산구","이태원동",126.987871,37.54020965,1.46,0.41,0.07,1.61
"논현로 205","한신엠비씨","강남구","도곡동",127.0410814,37.48724797,2.2,0.43,0.04,0.23
"논현로 209","경남","강남구","도곡동",127.0412818,37.48886596,2.2,0.46,0.01,0.4
"논현로 213","럭키(963)","강남구","도곡동",127.041382,37.49067817,2.21,0.37,0.08,0.45
"논현로 218","삼익","강남구","도곡동",127.0414194,37.49171966,2.22,0.32,0.04,0.36
"논현로 565","현대휴먼터치빌","강남구","역삼동",127.0338932,37.50659395,1.17,1.32,0.09,0.34
"논현로111길 39","논현동한화꿈에그린","강남구","논현동",127.0303298,37.50689215,1.11,1.1,0.1,0.58
"논현로140길 22","한양빌라트","강남구","논현동",127.0312542,37.51706946,0.03,0.3,0.23,0.26
"논현로151길 45","대성아트빌","강남구","신사동",127.0244286,37.51954875,0.65,0.64,0.14,0.21
"논현로159길 56","하야트빌","강남구","신사동",127.0238663,37.5217829,0.84,0.4,0.32,0.46
"논현로1길 33","새티스(402-10)","서초구","양재동",127.0498322,37.47123971,3.61,0.54,0.08,1.38
"논현로1길 61","누리빌","서초구","양재동",127.0486564,37.47035869,3.59,0.48,0.02,1.38
"논현로27길 57","신영체르니","서초구","양재동",127.0414277,37.47903648,2.52,0.77,0.08,0.26
"논현로31길 24","미영(102)","서초구","양재동",127.0414926,37.4816308,2.4,0.61,0.08,0.32
"논현로51길 25","현대그린1","강남구","도곡동",127.0395514,37.48907603,2.05,0.32,0.16,0.39
"논현로63길 16","강남서해더블루","강남구","역삼동",127.0391958,37.49294229,2.04,0.52,0.13,0.48
"논현로64길 28","리츠빌","강남구","역삼동",127.042681,37.49364246,2.36,0.25,0.06,0.16
"논현로70길 16","역삼이안애비","강남구","역삼동",127.0411708,37.49528757,2.27,0.47,0.12,0.32
"누원로 18","수락리버시티4단지","노원구","상계동",127.0529213,37.6865011,4.32,0.44,0.06,0.9
"누원로 28","수락리버시티3단지","노원구","상계동",127.0535225,37.68769063,4.44,0.55,0.08,1.04
"능동로 18","이튼타워리버3차","광진구","자양동",127.0677354,37.5328726,1.29,0.4,0.09,0.35
"능동로 19","한강현대","광진구","자양동",127.0672669,37.53321153,1.27,0.36,0.05,0.3
"능동로 50","이튼타워리버2차","광진구","자양동",127.0688855,37.53560776,0.97,0.5,0.04,0.25
"능동로 68","이튼타워리버1차","광진구","자양동",127.0695497,37.5370874,0.8,0.48,0.09,0.34
"능동로19길 35","광진코지웰","광진구","화양동",127.0718279,37.5472107,0.36,0.82,0.09,0.71
"능동로19길 47","화양타워","광진구","화양동",127.0711001,37.54732286,0.37,0.88,0.05,0.73
"능동로1길 15","한강우성","광진구","자양동",127.0661833,37.53268993,1.37,0.27,0.08,0.34
"능동로3길 17","한강성원","광진구","자양동",127.0662789,37.5332024,1.32,0.27,0.12,0.28
"능동로3길 53","한강극동","광진구","자양동",127.064458,37.53408966,1.32,0.13,0.27,0.24
"능동로3다길 13","한강아남","광진구","자양동",127.0648424,37.53344145,1.36,0.14,0.23,0.28
"능동로4길 40","이튼타워리버5차","광진구","자양동",127.0693444,37.53256793,1.28,0.55,0.19,0.46
"능동로4길 41","자양7차현대홈타운","광진구","자양동",127.0696069,37.53258976,1.27,0.53,0.2,0.47
"능동로4길 78","우방리버파크","광진구","자양동",127.0707892,37.53131757,1.38,0.55,0.34,0.64
"다산로 32","남산타운","중구","신당동",127.0064402,37.54753786,1.26,0.62,0.05,0.43
"다산로 56","남산정은스카이","중구","신당동",127.0076631,37.54944914,1.12,0.43,0.09,0.19
"다산로34길 26","노블레스하우스","중구","신당동",127.0162795,37.56148985,1.4,0.52,0.13,1.08
"다산로36길 109","현대","중구","신당동",127.0201161,37.55972208,1.7,0.21,0.16,0.87
"다산로36길 110","신당푸르지오","중구","신당동",127.0200469,37.55963565,1.69,0.2,0.15,0.86
"다산로42가길 43","삼성홈타운","중구","신당동",127.0168322,37.56280295,1.5,0.53,0.15,0.99
"다산로42나길 46","신당동파라다이스","중구","신당동",127.0174886,37.56253709,1.54,0.57,0.2,0.94
"다산로46길 17","청계천 두산위브더제니스","중구","흥인동",127.0172405,37.56656524,1.72,0.5,0.16,0.94
"답십리로 130","래미안위브","동대문구","답십리동",127.0541687,37.57264541,1.31,0.28,0.05,0.72
"답십리로 184","동서울한양","동대문구","답십리동",127.0605557,37.57271991,1.25,0.77,0.06,0.7
"답십리로 210","동답한신","동대문구","답십리동",127.0637232,37.57248442,1.34,0.9,0.02,0.5
"답십리로38길 14","한신휴플러스그린파크","동대문구","답십리동",127.050039,37.57375682,1.36,0.2,0.09,0.38
"답십리로41길 33","답십리대우","동대문구","답십리동",127.0535255,37.57377039,1.22,0.15,0.05,0.61
"답십리로56길 21","두산","동대문구","답십리동",127.0593137,37.57184655,1.34,0.7,0.13,0.63
"답십리로59길 33","우성그린","동대문구","답십리동",127.0664386,37.57428597,1.26,0.87,0.04,0.32
"답십리로59길 7","세양청마루","동대문구","답십리동",127.0657075,37.57324611,1.33,0.86,0.05,0.33
"답십리로60길 38","대림","동대문구","답십리동",127.0644767,37.57122763,1.49,0.75,0.06,0.46
"답십리로66길 37","성림(390-5)","동대문구","장안동",127.0677771,37.57088128,1.65,0.54,0.19,0.24
"답십리로69길 99","정은스카이빌101동","동대문구","장안동",127.0739472,37.57678137,1.55,0.16,0.19,0.44
"답십리로75길 73","경남아너스빌","중랑구","면목동",127.0807278,37.57497538,1.98,0.47,0.06,0.51
