"address","Apart","gu","dong","long","lat","dist_from_univ","dist_from_middleschool","dist_from_bus","dist_from_hospital"
"신림로48길 17","건영4","관악구","신림동",126.9329401,37.47927311,2.73,0.15,0.08,0.55
"신림로58길 62","신안","관악구","신림동",126.9335077,37.48230639,2.63,0.26,0.24,0.23
"신림로65길 27","프라비다트라움","관악구","신림동",126.9280052,37.48487573,2.9,0.69,0.08,0.4
"신림로66길 42","신림큐브","관악구","신림동",126.9320168,37.48561071,2.54,0.65,0.13,0.16
"신림로7길 33","서초그린","관악구","신림동",126.9416774,37.46911566,1.37,0.22,0.17,1.56
"신림로7길 34","서초그린","관악구","신림동",126.9414497,37.4690781,1.38,0.23,0.17,1.57
"신목로 16","쌍용","양천구","신정동",126.8755174,37.51799175,2.07,0.45,0.14,0.75
"신목로 23","현대","양천구","신정동",126.8745323,37.51761549,2.01,0.42,0.14,0.81
"신목로 43","명지해드는터","양천구","신정동",126.8728066,37.51922623,2.14,0.18,0.02,0.7
"신목로 7","목동삼성","양천구","신정동",126.8760767,37.51676614,1.96,0.41,0.09,0.88
"신목로 77","유원목동","양천구","신정동",126.8736469,37.52200322,2.46,0.23,0.1,0.4
"신목로 9","쌍용","양천구","신정동",126.8759521,37.517435,2.03,0.47,0.13,0.8
"신목로12길 17","파인빌","양천구","신정동",126.8752643,37.52033443,2.31,0.32,0.17,0.5
"신목로12길 22","롯데캐슬","양천구","신정동",126.8753043,37.52000327,2.28,0.33,0.19,0.53
"신목로12길 5","블레스빌","양천구","신정동",126.874426,37.52126233,2.39,0.25,0.07,0.43
"신목로2길 11","청구","양천구","신정동",126.8760614,37.51888822,2.18,0.43,0.13,0.64
"신목로5길 9","대림","양천구","신정동",126.8728878,37.5178859,2,0.32,0.09,0.83
"신반포로 137","반포경남아파트","서초구","반포동",126.9993342,37.50466715,0.69,0.34,0.04,0.69
"신반포로 171","신반포6","서초구","잠원동",127.0015857,37.5070737,0.79,0.52,0.11,0.79
"신반포로 261","잠원현대훼밀리","서초구","잠원동",127.0124447,37.5089823,1.13,0.36,0.08,0.71
"신반포로 267","신반포21","서초구","잠원동",127.0132125,37.5088403,1.16,0.33,0.11,0.65
"신반포로 27","한신상가","서초구","반포동",126.9874942,37.50211229,1.57,0.41,0.13,1.28
"신반포로 270","반포자이","서초구","반포동",127.0139002,37.5084007,1.16,0.28,0.16,0.62
"신반포로 32","에이아이디차관주택","서초구","반포동",126.9881778,37.50128843,1.5,0.37,0.07,1.21
"신반포로 45","반포 주공1단지","서초구","반포동",126.9894647,37.50229705,1.4,0.24,0.06,1.36
"신반포로15길 33","태림리츠빌","서초구","반포동",126.9953154,37.50558155,1.03,0.06,0.25,1.03
"신반포로15길 4","반포푸르지오","서초구","반포동",126.9950801,37.50359359,0.95,0.27,0.07,0.95
"신반포로15길 5","한신15차","서초구","반포동",126.9947072,37.50363333,0.98,0.25,0.08,0.98
"신반포로16길 15","반포 힐스테이트","서초구","반포동",126.9969864,37.50208481,0.74,0.42,0.15,0.74
"신반포로19길 10","한신3차","서초구","반포동",126.9976069,37.50494603,0.82,0.19,0.13,0.82
"신반포로19길 6","한신23차","서초구","반포동",126.9978109,37.50460524,0.79,0.23,0.11,0.79
"신반포로23길 31","신반포14","서초구","잠원동",127.0027759,37.50897102,0.95,0.7,0.05,0.95
"신반포로23길 41","신반포2","서초구","잠원동",127.0025865,37.5096946,1.04,0.73,0.13,1.04
"신반포로23길 5","우성","서초구","잠원동",127.0039722,37.50662427,0.68,0.72,0.06,0.68
"신반포로33길 15","동아","서초구","잠원동",127.0109293,37.50931638,1.09,0.45,0.15,0.83
"신반포로33길 30","신반포9","서초구","잠원동",127.010616,37.51050622,1.2,0.58,0.18,0.84
"신반포로33길 64","한신로얄","서초구","잠원동",127.0087193,37.51324509,1.44,0.54,0.15,1.03
"신반포로33길 66","신반포청구","서초구","잠원동",127.0084837,37.51349074,1.46,0.54,0.13,1.06
"신반포로33길 71","한신그린","서초구","잠원동",127.0079351,37.51387629,1.5,0.55,0.1,1.12
"신반포로3길 14","현대","서초구","반포동",126.9866816,37.502622,1.65,0.48,0.22,1.32
"신반포로41길 55","보미리아파트","서초구","잠원동",127.0161197,37.51232031,1.41,0.29,0.28,0.38
"신반포로45길 23","대우아이빌","서초구","잠원동",127.018476,37.51150291,1.26,0.07,0.13,0.15
"신반포로45길 71","월드메르디앙","서초구","잠원동",127.0165648,37.51285937,1.35,0.29,0.31,0.37
"신사로 82","아데나","관악구","신림동",126.9120808,37.48578834,4.18,0.81,0.12,0.47
"신사로 84","신림동이모르젠","관악구","신림동",126.9122478,37.48612268,4.15,0.78,0.08,0.51
"신수로 107","신촌삼익","마포구","신수동",126.9364171,37.55065874,0.41,0.21,0.11,0.19
"신수로 15","강변힐스테이트","마포구","현석동",126.934052,37.54299183,0.99,0.39,0.22,0.04
"신수로 81","마포경남아너스빌","마포구","신수동",126.9345249,37.54904309,0.61,0.17,0.13,0.43
"신수로3길 23","밤섬힐스테이트","마포구","현석동",126.9328101,37.54289524,0.91,0.4,0.26,0.14
"신원로 26","동부","관악구","신림동",126.928519,37.48136644,3.05,0.53,0.01,0.47
"신월로 120","레미앙","양천구","신월동",126.8372012,37.51618313,2.51,0.19,0.06,0.59
"신월로 181","삼익플라주","양천구","신월동",126.8429042,37.51966319,2.68,0.45,0.07,0.88
"신월로 220","동방","양천구","신월동",126.8463892,37.52150235,2.81,0.17,0.01,0.51
"신월로 99","신월시영","양천구","신월동",126.8346716,37.51673125,2.68,0.41,0.1,0.55
"신월로11길 36","정은스카이빌(1044)","양천구","신월동",126.8395961,37.5205401,2.86,0.61,0.08,1.1
"신월로13길 13","삼익2차플라주","양천구","신월동",126.8411562,37.51912853,2.67,0.49,0.13,1.05
"신월로13길 16","신월동로마파빌리온","양천구","신월동",126.841267,37.51942531,2.7,0.53,0.14,1.02
"신월로15길 15","세제뉴타운","양천구","신월동",126.841528,37.51977709,2.73,0.57,0.15,0.98
"신월로15길 25","대성유니드","양천구","신월동",126.8412088,37.52056267,2.82,0.59,0.14,0.96
"신월로15길 7","길성","양천구","신월동",126.8418865,37.51901341,2.64,0.51,0.07,1
"신월로15길 9","연흥","양천구","신월동",126.8417673,37.51926726,2.67,0.53,0.09,0.99
"신월로17길 22","금용","양천구","신월동",126.8420708,37.520541,2.79,0.51,0.14,0.9
"신월로20길 33","신도신월1차","양천구","신월동",126.8467579,37.51767175,2.39,0.33,0.32,0.82
"신월로20길 5","청정","양천구","신월동",126.8451537,37.51984315,2.65,0.25,0.11,0.72
"신월로20길 7","신정두산위브","양천구","신월동",126.8452115,37.51960671,2.62,0.26,0.12,0.73
"신월로22길 10","신월휘버스","양천구","신월동",126.8461036,37.52001941,2.65,0.17,0.16,0.64
"신월로24길 28","삼구","양천구","신월동",126.846573,37.5195299,2.59,0.16,0.21,0.66
"신월로24길 28","유림","양천구","신월동",126.846573,37.5195299,2.59,0.16,0.21,0.66
"신월로27길 12","장수마을2단지동원데쟈뷰","양천구","신월동",126.8458252,37.5221668,2.89,0.25,0.05,0.52
"신월로9길 20","오투힐","양천구","신월동",126.8395588,37.51913507,2.72,0.46,0.08,0.97
"신월로9길 36","정은스카이빌2차","양천구","신월동",126.8391203,37.520409,2.87,0.59,0.08,1.07
"신월로9길 37","대방샤인힐","양천구","신월동",126.8386815,37.52063182,2.9,0.62,0.07,1.08
"신이문로 9","신이문 금호어울림","동대문구","이문동",127.0631853,37.60323927,0.62,0.61,0.09,1.29
"신정로 170","신정6현대","양천구","신정동",126.8410412,37.50827667,1.59,0.36,0.03,0.6
"신정로 225","학마을3","양천구","신정동",126.8462121,37.51109844,1.68,0.2,0.14,1.02
"신정로 260","신트리4","양천구","신정동",126.850477,37.51163271,1.68,0.57,0.01,1.07
"신정로 290","신트리3","양천구","신정동",126.8534713,37.51265924,1.8,0.4,0.07,0.95
"신정로 293","신트리1","양천구","신정동",126.8534251,37.51335682,1.88,0.34,0.06,1.01
"신정로 300","신정현대5","양천구","신정동",126.8542533,37.51288726,1.83,0.35,0.02,0.92
"신정로11길 20","동일하이빌1단지","양천구","신정동",126.840553,37.51020322,1.79,0.32,0.01,0.68
"신정로11길 20","동일하이빌2단지","양천구","신정동",126.840553,37.51020322,1.79,0.32,0.01,0.68
"신정로11길 63","푸른마을3","양천구","신정동",126.8371923,37.51202598,2.12,0.37,0.05,0.35
"신정로13길 35","수정","양천구","신정동",126.8422193,37.51249095,1.95,0.3,0.02,0.8
"신정로13길 38","대림e-편한세상","양천구","신정동",126.8423445,37.51271466,1.97,0.31,0.04,0.81
"신정로13길 50","벽산블루밍1단지","양천구","신월동",126.8417593,37.51400025,2.12,0.28,0.05,0.79
"신정로13길 51","벽산블루밍2단지","양천구","신월동",126.8416089,37.51395545,2.12,0.27,0.05,0.77
"신정로14길 6","학마을1단지","양천구","신정동",126.8439975,37.50884302,1.51,0.16,0.01,0.71
"신정로7길 60","푸른마을4","양천구","신정동",126.8377987,37.51223501,2.11,0.33,0.11,0.41
"신정로7길 76","푸른마을2","양천구","신정동",126.8350435,37.51327078,2.35,0.39,0.05,0.22
"신정이펜1로 27","이펜하우스5단지","양천구","신정동",126.8329689,37.51090955,2.27,0.7,0.05,0.12
"신정이펜1로 50","이펜하우스3단지","양천구","신정동",126.8310217,37.51139479,2.43,0.81,0.06,0.2
"신정이펜1로 51","이펜하우스4단지","양천구","신정동",126.830789,37.51100695,2.42,0.85,0.05,0.24
"신정이펜1로 99","이펜하우스1단지","양천구","신정동",126.8276667,37.51548555,2.96,0.54,0.07,0.63
"신정이펜2로 55","이펜하우스2단지","양천구","신정동",126.831233,37.51548108,2.75,0.47,0.11,0.43
"신정중앙로15길 5","팰리스필","양천구","신정동",126.8557043,37.52803785,2.26,0.67,0.18,0.49
"신촌로 1","3RU-City","서대문구","창천동",126.9272773,37.55882671,1.17,0.87,0.03,0.7
"신촌로 149","신촌자이엘라","서대문구","대현동",126.9424834,37.55684962,0.61,0.32,0.02,0.69
"신촌로 150","신촌포스빌","마포구","노고산동",126.942238,37.55632059,0.61,0.27,0.07,0.64
"신촌로 160","서희스타힐스","마포구","대흥동",126.9433032,37.5563734,0.63,0.36,0.07,0.71
"신촌로1길 29","래디앙","서대문구","창천동",126.9290381,37.55933904,1.11,0.97,0.15,0.6
"아리랑로 68","돈암힐스테이트","성북구","돈암동",127.0145334,37.59865439,0.99,0.48,0.02,0.68
"아리랑로 89","일신건영휴먼빌아파트","성북구","돈암동",127.0134922,37.60053279,1.21,0.65,0.03,0.72
"아리랑로19길 60","정릉하이츠빌1단지","성북구","정릉동",127.0102018,37.60213783,1.45,0.91,0.05,0.64
"아리랑로19길 86","정릉2차대주피오레","성북구","정릉동",127.0092344,37.60133007,1.52,0.88,0.05,0.52
"아리랑로4길 37","트라움하임","성북구","동선동5가",127.0177822,37.59554162,0.54,0.29,0.19,0.72
"아리랑로5길 25","브라운스톤동선","성북구","동소문동7가",127.0138439,37.59669989,0.87,0.54,0.03,0.74
"아리랑로5길 39","샤인힐","성북구","동소문동7가",127.0130496,37.59685704,0.94,0.6,0.03,0.66
"아리랑로5길 50","동소문현대","성북구","돈암동",127.0124572,37.59748733,1.02,0.64,0.05,0.61
"아리랑로5길 85","돈암동더샵아파트","성북구","돈암동",127.010549,37.59784798,1.18,0.56,0.04,0.44
"아리랑로5길 92","돈암동 해피트리","성북구","돈암동",127.0111526,37.59803413,1.15,0.61,0.03,0.49
"아리수로93가길 25","강일리버파크1단지","강동구","강일동",127.1721231,37.56833715,6.38,0.52,0.07,2.21
"아리수로93길 40","강일리버파크3단지","강동구","강일동",127.1738921,37.566296,6.43,0.51,0.03,2.14
"아리수로94길 19","강일리버파크6단지","강동구","강일동",127.1758508,37.56404105,6.33,0.65,0.03,2.1
"아리수로94길 72","강일리버파크8단지","강동구","강일동",127.1772999,37.56214495,6.25,0.82,0.04,2.09
"아리수로97길 19","강일리버파크4단지","강동구","강일동",127.1771121,37.56689733,6.65,0.31,0.04,2.39
"아리수로97길 20","강일리버파크5단지","강동구","강일동",127.1775795,37.56699994,6.69,0.3,0.02,2.43
"아리수로97길 68","강일리버파크2단지","강동구","강일동",127.1761563,37.56887533,6.73,0.17,0.04,2.49
"아리수로98길 25","강일리버파크7단지","강동구","강일동",127.178362,37.56492575,6.55,0.53,0.02,2.34
"아차산로 262","더샵스타시티","광진구","자양동",127.0717067,37.53840798,0.59,0.43,0.14,0.27
"아차산로 451","세림리오빌","광진구","구의동",127.0922246,37.53921227,1.6,0.64,0.18,0.88
"아차산로 503","청구","광진구","광장동",127.0973327,37.5419579,1.09,0.32,0.07,1.42
"아차산로 508","현대8(803동)","광진구","광장동",127.0979407,37.54164677,1.1,0.34,0.13,1.45
"아차산로 522","현대8(801동,802동)","광진구","광장동",127.0994394,37.54214882,1,0.27,0.17,1.59
"아차산로 537","광장힐스테이트","광진구","광장동",127.100446,37.54351053,0.82,0.24,0.17,1.75
"아차산로 544","삼성광장2","광진구","광장동",127.1016672,37.54290407,0.86,0.29,0.06,1.81
"아차산로 549","현대파크빌","광진구","광장동",127.1020636,37.54342366,0.8,0.36,0.09,1.87
"아차산로 552","극동2","광진구","광장동",127.1024671,37.54318944,0.82,0.34,0.06,1.88
"아차산로 599","신동아파밀리에","광진구","광장동",127.1053539,37.5468507,0.44,0.32,0.06,1.8
"아차산로 637","워커힐","광진구","광장동",127.1075895,37.54991159,0.37,0.61,0.01,1.75
"아차산로36길 13","금강KCC","광진구","자양동",127.0743173,37.53799471,0.62,0.3,0.07,0.37
"아차산로36길 39","자양우성7","광진구","자양동",127.0739482,37.53690868,0.74,0.19,0.19,0.46
"아차산로69길 19","광장현대9단지","광진구","광장동",127.098294,37.54296698,0.96,0.2,0.15,1.55
"아차산로69길 29","광장11현대홈타운","광진구","광장동",127.0984015,37.54341413,0.91,0.15,0.18,1.59
"아차산로70길 17","삼성광장1","광진구","광장동",127.1031288,37.54184526,0.97,0.23,0.13,1.72
"아차산로70길 61","현대5","광진구","광장동",127.1000769,37.54057362,1.15,0.12,0.03,1.57
"아차산로70길 62","현대3","광진구","광장동",127.0999132,37.54074076,1.13,0.14,0.04,1.56
"아차산로76길 31","광나루현대","광진구","광장동",127.1077774,37.5468088,0.56,0.54,0.01,1.59
"아차산로78가길 31","연세리버빌6차","광진구","광장동",127.1090036,37.54856898,0.54,0.66,0.04,1.57
"아차산로78길 10","워커힐푸르지오","광진구","광장동",127.1092061,37.55002166,0.51,0.74,0.04,1.64
"아차산로78길 7","유진스웰","광진구","광장동",127.1092273,37.55028392,0.51,0.75,0.05,1.65
"아차산로9길 34","금강아미움","성동구","성수동2가",127.0592762,37.54692693,1.28,0.8,0.3,0.34
"안암로9가길 9","안암","성북구","안암동4가",127.0253063,37.58102196,1.11,0.29,0.14,0.37
"안암로9길 30","삼익","성북구","안암동3가",127.0245875,37.58106805,1.12,0.29,0.16,0.39
"안암로9나길 14","대광","성북구","안암동3가",127.0246574,37.58232767,0.98,0.43,0.29,0.34
"안양천로 1165","효원빌라트","양천구","목동",126.8823963,37.5447975,2.47,0.82,0.1,0.84
"알마타길 37","대방1차e-편한세상","동작구","대방동",126.9291075,37.51141468,2.6,0.39,0.2,0.6
"알마타길 58","현대홈타운2","동작구","대방동",126.9312478,37.51141309,2.42,0.41,0.09,0.78
"암사13길 7","메이저(474-21)","강동구","암사동",127.1366117,37.55235726,2.93,0.36,0.25,0.74
"암사19길 25","암사동한솔","강동구","암사동",127.1411226,37.55227612,3.33,0.21,0.22,1.13
"암사1길 9","한건브리앙","강동구","암사동",127.1302025,37.55132988,2.36,0.57,0.22,0.16
"암사길 109","명일동 다성이즈빌아파트","강동구","명일동",127.1407334,37.55102159,3.29,0.14,0.1,1.09
"암사길 35","에스엠해그린","강동구","암사동",127.133293,37.55194699,2.64,0.45,0.34,0.44
"압구정로 113","미성2차","강남구","압구정동",127.0208534,37.52362913,1.17,0.11,0.02,0.65
"압구정로 151","신현대12차","강남구","압구정동",127.0256247,37.52598185,1.12,0.43,0.07,0.21
"압구정로 151","신현대11차","강남구","압구정동",127.0256247,37.52598185,1.12,0.43,0.07,0.21
"압구정로 151","신현대9차","강남구","압구정동",127.0256247,37.52598185,1.12,0.43,0.07,0.21
"압구정로 201","현대6차(78~81,83,84,86,87동)","강남구","압구정동",127.0286953,37.52769292,1.22,0.31,0.18,0.27
"압구정로 201","현대65동(대림아크로빌아파트)","강남구","압구정동",127.0286953,37.52769292,1.22,0.31,0.18,0.27
"압구정로 201","현대7차(73~77,82,85동)","강남구","압구정동",127.0286953,37.52769292,1.22,0.31,0.18,0.27
"압구정로 309","현대8차(성수현대:91~95동)","강남구","압구정동",127.0353241,37.52934129,1.44,0.23,0.09,0.1
"압구정로 313","한양4","강남구","압구정동",127.035836,37.52926205,1.44,0.28,0.06,0.14
"압구정로 313","한양6","강남구","압구정동",127.035836,37.52926205,1.44,0.28,0.06,0.14
"압구정로 321","한양1차(영동한양)","강남구","압구정동",127.037088,37.52895995,1.45,0.39,0.05,0.24
"압구정로 321","한양3","강남구","압구정동",127.037088,37.52895995,1.45,0.39,0.05,0.24
"압구정로 347","한양2","강남구","압구정동",127.0409468,37.52909643,1.62,0.39,0.15,0.58
"압구정로 401","한양5","강남구","압구정동",127.041451,37.52940225,1.67,0.35,0.21,0.63
"압구정로 403","한양8(81동한개동)","강남구","압구정동",127.0417889,37.53025837,1.77,0.36,0.3,0.67
"압구정로11길 17","미성1차","강남구","압구정동",127.0210504,37.52523409,1.28,0.07,0.19,0.6
"압구정로18길 14","우찬","강남구","신사동",127.0246123,37.52399129,0.97,0.32,0.14,0.33
"압구정로29길 23","현대13차(208~211동)","강남구","압구정동",127.027852,37.52895128,1.37,0.43,0.24,0.4
"압구정로29길 57","현대14차(203,204,205,206동)","강남구","압구정동",127.0272433,37.53111684,1.62,0.51,0.42,0.61
"압구정로29길 57","현대3차(61~64동)","강남구","압구정동",127.0272433,37.53111684,1.62,0.51,0.42,0.61
"압구정로29길 68","현대5차(71,72동)","강남구","압구정동",127.0274938,37.53183866,1.69,0.52,0.47,0.64
"압구정로29길 69","현대10차(201,202동)","강남구","압구정동",127.026774,37.53197682,1.72,0.58,0.52,0.7
"압구정로29길 71","현대1차(12,13,21,22,31,32,33동)","강남구","압구정동",127.027042,37.53227761,1.75,0.57,0.53,0.7
"압구정로29길 71","현대2차(10,11,20,23,24,25동)","강남구","압구정동",127.027042,37.53227761,1.75,0.57,0.53,0.7
"압구정로2길 15","신사아이빌","강남구","신사동",127.019938,37.52072489,1.07,0.44,0.25,0.51
"압구정로33길 70","현대4차저층(51~56동)","강남구","압구정동",127.0298803,37.53209759,1.7,0.34,0.4,0.51
"압구정로42길 36","금광아크존(635-14)","강남구","신사동",127.0346927,37.52662051,1.13,0.23,0.13,0.24
"압구정로48길 15","압구정대원칸타빌아파트","강남구","신사동",127.0368403,37.52753274,1.29,0.41,0.15,0.26
"압구정로50길 28","로데오현대","강남구","신사동",127.0374783,37.52650988,1.21,0.47,0.22,0.38
"압구정로61길 37","한양7","강남구","압구정동",127.0443495,37.52959064,1.84,0.14,0.32,0.89
"압구정로71길 20","청담대우로얄카운티6차","강남구","청담동",127.0460916,37.52777035,1.8,0.11,0.14,0.79
"압구정로75길 39","연세힐하우스(Ⅱ)","강남구","청담동",127.0477947,37.52831169,1.95,0.22,0.29,0.87
"약령시로 147","미주","동대문구","청량리동",127.0464267,37.58365606,1.09,0.54,0.19,0.16
"약령시로 154","미주","동대문구","청량리동",127.0469709,37.58318704,1.04,0.61,0.13,0.1
"약령시로 25","안암골벽산","동대문구","제기동",127.0327888,37.58282615,0.99,0.21,0.08,0.26
"약령시로21길 30","현대","동대문구","청량리동",127.0457581,37.58447944,1.15,0.46,0.17,0.26
"양녕로 170","롯데캐슬비엔","동작구","상도동",126.9434155,37.49635382,1.24,0.32,0.06,0.88
"양녕로23길 43","동아","동작구","상도동",126.9403248,37.49631195,1.51,0.45,0.02,0.71
"양녕로23길 67","종인아네스트","동작구","상도동",126.9395317,37.49627195,1.58,0.5,0.06,0.66
"양녕로23길 9","경향렉스빌","동작구","상도동",126.9420004,37.4955178,1.37,0.29,0.07,0.89
"양녕로6나길 18","신봉","관악구","봉천동",126.949432,37.48513229,1.43,0.83,0.22,0.36
"양산로 177","경남","영등포구","영등포동7가",126.9028393,37.5231568,3.44,0.71,0.11,0.5
"양산로 214","현대프라자","영등포구","영등포동5가",126.906745,37.5223859,3.33,0.98,0.15,0.27
"양산로 56","창건애드웰","영등포구","양평동1가",126.8891285,37.52508476,3.33,0.7,0.02,0.34
"양산로17길 22","당산동2차어울림","영등포구","당산동3가",126.8938949,37.52642724,3.69,0.71,0.23,0.16
"양산로25길 12","당산계룡리슈빌3단지","영등포구","당산동3가",126.898768,37.52473068,3.52,0.6,0.2,0.36
"양산로25길 16","당산계룡리슈빌1단지","영등포구","당산동3가",126.8988574,37.5251961,3.48,0.65,0.19,0.33
"양산로25길 8","당산계룡리슈빌2단지","영등포구","당산동3가",126.8986478,37.52433454,3.56,0.56,0.21,0.38
"양산로4길 16","거여5단지","송파구","거여동",127.1447604,37.48896417,3.62,0.23,0.2,1.37
"양산로4길 8","거여4단지","송파구","거여동",127.1439283,37.48984222,3.51,0.35,0.08,1.31
"양산로8길 24","거여2단지효성","송파구","거여동",127.1463733,37.49119976,3.44,0.41,0.18,1.56
"양산로8길 24","거여2단지동아","송파구","거여동",127.1463733,37.49119976,3.44,0.41,0.18,1.56
"양산로8길 8","거여1단지","송파구","거여동",127.144678,37.49162529,3.34,0.49,0.07,1.43
"양원역로 18","금호어울림(580-1)","중랑구","망우동",127.1081817,37.60210784,1.95,0.16,0.01,0.17
"양원역로 18","금호어울림(580)","중랑구","망우동",127.1081817,37.60210784,1.95,0.16,0.01,0.17
"양원역로 37","경남","중랑구","망우동",127.1071259,37.60379194,2.08,0.11,0,0.09
"양원역로 61","개나리","중랑구","망우동",127.1060263,37.60573935,2.25,0.09,0.02,0.17
"양원역로6가길 19","한진해모로","중랑구","망우동",127.1098969,37.60262453,2.08,0.17,0.16,0.22
"양재대로 1089","한양3","송파구","방이동",127.1232374,37.50567064,1.7,0.4,0.15,0.24
"양재대로 1109","대림","송파구","방이동",127.1236618,37.50736578,1.51,0.25,0.21,0.4
"양재대로 1218","올림픽선수기자촌1단지","송파구","방이동",127.1308779,37.51546926,0.46,0.58,0.04,0.68
"양재대로 1218","올림픽선수기자촌2단지","송파구","방이동",127.1308779,37.51546926,0.46,0.58,0.04,0.68
"양재대로 1218","올림픽선수기자촌3단지","송파구","방이동",127.1308779,37.51546926,0.46,0.58,0.04,0.68
"양재대로 1340","둔촌주공1단지","강동구","둔촌동",127.1358336,37.52567139,0.8,0.47,0.11,0.8
"양재대로 1340","둔촌주공2단지","강동구","둔촌동",127.1358336,37.52567139,0.8,0.47,0.11,0.8
"양재대로 1340","둔촌주공3단지","강동구","둔촌동",127.1358336,37.52567139,0.8,0.47,0.11,0.8
"양재대로 1340","둔촌주공4단지","강동구","둔촌동",127.1358336,37.52567139,0.8,0.47,0.11,0.8
"양재대로 1557","금호아파트","강동구","천호동",127.1423437,37.54463867,2.96,0.35,0.04,1.12
"양재대로 1656","삼익그린1차","강동구","명일동",127.1452846,37.5526021,3.7,0.36,0.12,1.03
"양재대로 1706","아남1","강동구","고덕동",127.1449792,37.55788684,3.76,0.26,0.01,1.22
"양재대로101길 46","우림루미아트","강동구","성내동",127.1352673,37.53278511,1.51,0.45,0.18,0.24
"양재대로110길 28","예전이룸1차","강동구","길동",127.1407981,37.53519541,1.94,0.6,0.14,0.18
"양재대로111길 54","이스트드림힐","강동구","길동",127.1366203,37.53778946,2.08,0.23,0.11,0.21
"양재대로113길 50","우성","강동구","길동",127.1372359,37.53868858,2.19,0.33,0.2,0.32
"양재대로121길 16","광남벨라스643V(50-7)","강동구","천호동",127.1407132,37.54256879,2.69,0.47,0.13,0.85
"양재대로121길 22","천호2차우림루미아트","강동구","천호동",127.1404318,37.54266727,2.7,0.45,0.15,0.85
"양재대로121길 25","천호2차이룸아파트","강동구","천호동",127.1401047,37.54257332,2.68,0.46,0.16,0.82
"양재대로121길 49","광남벨라스2차아파트(53-32)","강동구","천호동",127.1388311,37.54277654,2.67,0.43,0.21,0.79
"양재대로121길 50","천호동1차예전이룸아파트","강동구","천호동",127.1389895,37.5431444,2.71,0.39,0.24,0.84
"양재대로122가길 51","웅주아크로파크","강동구","길동",127.1430922,37.54432975,2.95,0.42,0.04,1.13
"양재대로130길 13","다성이즈빌(346-10)","강동구","명일동",127.1439047,37.54589778,3.14,0.42,0.08,1.32
"양재대로131길 27","그랜드밸리아파트","강동구","천호동",127.1416401,37.54663461,3.15,0.21,0.17,1.27
"양재대로133길 51","용명브릿지아파트","강동구","천호동",127.1404607,37.54774601,3.24,0.16,0.25,1.13
"양재대로134길 87","현대(명일)","강동구","명일동",127.1484853,37.54795534,3.51,0.63,0.08,0.91
"양재대로2길 100","계룡리슈빌 S","서초구","우면동",127.0163749,37.45639632,3.19,1.31,0.09,0.94
"양재대로2길 109","서초호반써밋","서초구","우면동",127.0150614,37.45616548,3.14,1.4,0.02,1.06
"양재대로2길 90","서초힐스","서초구","우면동",127.0176576,37.45629059,3.26,1.25,0.03,0.85
"양재대로55길 12","수서","강남구","일원동",127.0885193,37.49188212,4.86,0.95,0.06,0.49
"양재대로68길 3","그린아파트","송파구","가락동",127.1231178,37.50297373,1.98,0.26,0.08,0.18
"양재대로72길 15","현대백조","송파구","오금동",127.128704,37.50950708,1.14,0.27,0.18,0.53
"양재대로72길 20","현대백조","송파구","오금동",127.1288621,37.50891145,1.21,0.24,0.14,0.59
"양재대로72길 42","쌍용스윗닷홈1단지","송파구","오금동",127.1310849,37.50802195,1.29,0.06,0.17,0.47
"양재대로72길 5","올림픽파크센트레빌","송파구","오금동",127.1276162,37.5098183,1.13,0.37,0.13,0.44
"양재대로81길 90","한솔브리즈","강동구","성내동",127.1296764,37.524593,0.56,0.32,0.05,0.41
"양재대로85길 60","하나플러스2","강동구","성내동",127.1315235,37.52513653,0.62,0.41,0.18,0.48
"양재대로89길 16","파크프라자","강동구","성내동",127.1346172,37.52670722,0.85,0.5,0.11,0.67
"양재대로91길 23","태천해오름","강동구","성내동",127.1346624,37.52802702,0.99,0.46,0.13,0.67
"양재대로91길 47","동아2","강동구","성내동",127.1333128,37.52832321,0.99,0.34,0.13,0.55
"양재대로95길 74","동방","강동구","성내동",127.1329003,37.53118767,1.3,0.41,0.12,0.34
"양재대로96길 79","신동아파밀리에","강동구","둔촌동",127.1415537,37.52881801,1.38,0.15,0.09,0.58
"양재천로11길 5","포레스빌","서초구","양재동",127.036607,37.47487841,2.45,0.7,0.15,0.58
"양지길 50","우정하이비전","관악구","신림동",126.9293403,37.47099274,2.35,0.41,0.26,1.08
"양지길 52","우정하이비전2","관악구","신림동",126.929083,37.47070255,2.35,0.39,0.26,1.07
"양천로 125","장미","강서구","방화동",126.8179856,37.57398381,3.46,0.84,0.1,0.81
"양천로 128","한림리첸빌101동","강서구","방화동",126.8181499,37.57320614,3.38,0.87,0.03,0.82
"양천로 140","마곡현대아파트","강서구","방화동",126.8194815,37.57316709,3.31,0.99,0.06,0.94
"양천로 420","월드메르디앙","강서구","등촌동",126.8475545,37.56470699,1.74,0.36,0.04,0.87
"양천로 489","가양우성","강서구","가양동",126.8548204,37.56155297,1.47,0.22,0.08,0.62
"양천로 497","강나루2현대","강서구","가양동",126.8555955,37.56101932,1.41,0.23,0.01,0.62
"양천로 507","가양강나루현대","강서구","가양동",126.8565883,37.56050849,1.36,0.19,0.01,0.64
"양천로 521","빛고을우방","강서구","가양동",126.8575846,37.56002479,1.32,0.15,0.1,0.68
