"Apart","pps","gu","dong","address","size","floor","year"
"개포2차현대아파트(220)",965,"강남구","개포동","언주로 103",77.75,5,28
"개포2차현대아파트(220)",913,"강남구","개포동","언주로 103",77.75,2,28
"개포6차우성아파트1동~8동",1032,"강남구","개포동","언주로 3",79.97,3,29
"개포6차우성아파트1동~8동",1034,"강남구","개포동","언주로 3",79.97,5,29
"개포6차우성아파트1동~8동",1130,"강남구","개포동","언주로 3",67.28,3,29
"개포6차우성아파트1동~8동",1063,"강남구","개포동","언주로 3",79.97,1,29
"개포우성3차",901,"강남구","개포동","개포로 307",161,8,32
"개포우성3차",913,"강남구","개포동","개포로 307",161,4,32
"개포우성3차",972,"강남구","개포동","개포로 307",133.46,13,32
"개포우성3차",971,"강남구","개포동","개포로 307",133.46,9,32
"개포우성3차",959,"강남구","개포동","개포로 307",133.46,10,32
"개포우성3차",900,"강남구","개포동","개포로 307",104.43,15,32
"개포우성3차",869,"강남구","개포동","개포로 307",104.43,1,32
"개포우성3차",1019,"강남구","개포동","개포로 307",133.46,4,32
"개포자이(12-2)",810,"강남구","개포동","개포로109길 69",170.32,17,12
"개포자이(12-2)",822,"강남구","개포동","개포로109길 69",170.32,11,12
"개포자이(12-2)",879,"강남구","개포동","개포로109길 69",134.3,11,12
"개포자이(12-2)",772,"강남구","개포동","개포로109길 69",168.42,2,12
"개포자이(12-2)",871,"강남구","개포동","개포로109길 69",134.3,16,12
"개포자이(12-2)",901,"강남구","개포동","개포로109길 69",134.3,5,12
"개포주공 1단지",1769,"강남구","개포동","개포로 310",50.64,2,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",50.38,3,34
"개포주공 1단지",1846,"강남구","개포동","선릉로 7",53.63,1,34
"개포주공 1단지",1860,"강남구","개포동","개포로 310",35.64,4,34
"개포주공 1단지",1868,"강남구","개포동","개포로 310",35.87,3,34
"개포주공 1단지",1854,"강남구","개포동","개포로 310",35.87,3,34
"개포주공 1단지",1880,"강남구","개포동","개포로 310",35.64,2,34
"개포주공 1단지",1888,"강남구","개포동","개포로 310",35.64,4,34
"개포주공 1단지",1851,"강남구","개포동","개포로 310",58.08,2,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",42.55,2,34
"개포주공 1단지",1774,"강남구","개포동","개포로 310",42.55,4,34
"개포주공 1단지",1777,"강남구","개포동","개포로 310",50.64,1,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",50.38,1,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",58.08,3,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",50.38,4,34
"개포주공 1단지",1947,"강남구","개포동","선릉로 7",49.56,2,34
"개포주공 1단지",1777,"강남구","개포동","개포로 310",50.64,1,34
"개포주공 1단지",1865,"강남구","개포동","선릉로 7",53.63,1,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",42.55,1,34
"개포주공 1단지",1955,"강남구","개포동","선릉로 7",49.56,4,34
"개포주공 1단지",2209,"강남구","개포동","선릉로 7",61.57,5,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",50.38,1,34
"개포주공 1단지",1846,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",41.98,1,34
"개포주공 1단지",1992,"강남구","개포동","개포로 310",35.64,5,34
"개포주공 1단지",1962,"강남구","개포동","선릉로 7",56.57,3,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",35.64,5,34
"개포주공 1단지",1786,"강남구","개포동","개포로 310",50.38,5,34
"개포주공 1단지",1886,"강남구","개포동","개포로 310",50.38,2,34
"개포주공 1단지",1904,"강남구","개포동","개포로 310",42.55,2,34
"개포주공 1단지",1903,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1962,"강남구","개포동","선릉로 7",56.57,1,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",58.08,3,34
"개포주공 1단지",1918,"강남구","개포동","선릉로 7",56.57,1,34
"개포주공 1단지",1882,"강남구","개포동","개포로 310",50.38,3,34
"개포주공 1단지",1668,"강남구","개포동","개포로 310",45.26,1,34
"개포주공 1단지",1880,"강남구","개포동","개포로 310",42.55,1,34
"개포주공 1단지",1866,"강남구","개포동","개포로 310",50.64,2,34
"개포주공 1단지",1901,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1906,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",58.08,2,34
"개포주공 1단지",1856,"강남구","개포동","개포로 310",50.64,5,34
"개포주공 1단지",1906,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1876,"강남구","개포동","개포로 310",50.64,4,34
"개포주공 1단지",1876,"강남구","개포동","개포로 310",50.38,1,34
"개포주공 1단지",1929,"강남구","개포동","개포로 310",41.98,3,34
"개포주공 1단지",1886,"강남구","개포동","개포로 310",50.64,3,34
"개포주공 1단지",1906,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",58.08,1,34
"개포주공 1단지",1904,"강남구","개포동","개포로 310",42.55,1,34
"개포주공 1단지",1904,"강남구","개포동","개포로 310",42.55,1,34
"개포주공 1단지",1937,"강남구","개포동","개포로 310",58.08,3,34
"개포주공 1단지",1927,"강남구","개포동","개포로 310",42.55,3,34
"개포주공 1단지",1906,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1927,"강남구","개포동","개포로 310",42.55,3,34
"개포주공 1단지",1876,"강남구","개포동","개포로 310",50.64,3,34
"개포주공 1단지",1896,"강남구","개포동","개포로 310",50.38,3,34
"개포주공 1단지",2042,"강남구","개포동","선릉로 7",56.57,4,34
"개포주공 1단지",1951,"강남구","개포동","개포로 310",42.55,1,34
"개포주공 1단지",1953,"강남구","개포동","개포로 310",41.98,4,34
"개포주공 1단지",1928,"강남구","개포동","개포로 310",58.08,4,34
"개포주공 1단지",2068,"강남구","개포동","선릉로 7",56.57,5,34
"개포주공 1단지",1906,"강남구","개포동","개포로 310",50.38,3,34
"개포주공 1단지",1953,"강남구","개포동","개포로 310",42.55,4,34
"개포주공 1단지",1886,"강남구","개포동","개포로 310",50.38,4,34
"개포주공 1단지",2119,"강남구","개포동","개포로 310",35.87,2,34
"개포주공 1단지",2005,"강남구","개포동","개포로 310",42.55,2,34
"개포주공 1단지",1977,"강남구","개포동","개포로 310",41.98,2,34
"개포주공 1단지",1896,"강남구","개포동","개포로 310",50.64,1,34
"개포주공 1단지",2139,"강남구","개포동","개포로 310",35.44,2,34
"개포주공 1단지",2091,"강남구","개포동","개포로 310",35.87,5,34
"개포주공 1단지",1945,"강남구","개포동","개포로 310",50.38,2,34
"개포주공 1단지",2068,"강남구","개포동","선릉로 7",56.57,1,34
"개포주공 1단지",1986,"강남구","개포동","개포로 310",42.55,1,34
"개포주공 1단지",1925,"강남구","개포동","개포로 310",50.38,3,34
"개포주공 1단지",1925,"강남구","개포동","개포로 310",50.38,2,34
"개포주공 1단지",2144,"강남구","개포동","개포로 310",35.44,4,34
"개포주공 1단지",2006,"강남구","개포동","개포로 310",58.08,1,34
"개포주공 1단지",1888,"강남구","개포동","개포로 310",50.64,5,34
"개포주공 1단지",2119,"강남구","개포동","개포로 310",35.87,4,34
"개포주공 1단지",1925,"강남구","개포동","개포로 310",50.64,4,34
"개포주공 1단지",1925,"강남구","개포동","개포로 310",50.38,5,34
"개포주공 1단지",1998,"강남구","개포동","개포로 310",42.55,4,34
"개포주공 1단지",2104,"강남구","개포동","선릉로 7",56.57,3,34
"개포주공 1단지",2146,"강남구","개포동","개포로 310",35.64,3,34
"개포주공 1단지",1886,"강남구","개포동","개포로 310",50.38,1,34
"개포주공 1단지",2006,"강남구","개포동","개포로 310",58.08,4,34
"개포주공 1단지",2013,"강남구","개포동","개포로 310",41.98,5,34
"개포주공 1단지",1931,"강남구","개포동","개포로 310",50.38,2,34
"개포주공 1단지",1867,"강남구","개포동","개포로 310",45.26,1,34
"개포주공 1단지",2025,"강남구","개포동","개포로 310",41.98,3,34
"개포주공 1단지",2033,"강남구","개포동","선릉로 7",56.57,4,34
"개포주공 1단지",1945,"강남구","개포동","개포로 310",50.38,2,34
"개포주공 1단지",2155,"강남구","개포동","개포로 310",35.64,3,34
"개포주공 1단지",1856,"강남구","개포동","개포로 310",45.26,4,34
"개포주공 1단지",2010,"강남구","개포동","개포로 310",41.98,2,34
"개포주공 1단지",1851,"강남구","개포동","개포로 310",45.26,3,34
"개포주공 1단지",1935,"강남구","개포동","개포로 310",50.38,4,34
"개포주공 1단지",1945,"강남구","개포동","개포로 310",50.38,1,34
"개포주공 1단지",2001,"강남구","개포동","개포로 310",41.98,3,34
"개포주공 1단지",2119,"강남구","개포동","선릉로 7",49.56,5,34
"개포주공 1단지",1878,"강남구","개포동","개포로 310",45.26,1,34
"개포주공 1단지",1894,"강남구","개포동","개포로 310",41.98,1,34
"개포주공 1단지",2033,"강남구","개포동","개포로 310",42.55,4,34
"개포주공 1단지",2210,"강남구","개포동","선릉로 7",56.57,1,34
"개포주공 1단지",1935,"강남구","개포동","개포로 310",50.64,3,34
"개포주공 1단지",2092,"강남구","개포동","개포로 310",42.55,2,34
"개포주공 1단지",2149,"강남구","개포동","선릉로 7",49.56,3,34
"개포주공 1단지",1965,"강남구","개포동","개포로 310",50.38,1,34
"개포주공 3단지",1992,"강남구","개포동","삼성로 11",35.64,2,34
"개포주공 3단지",2035,"강남구","개포동","삼성로 11",35.87,2,34
"개포주공 3단지",2017,"강남구","개포동","삼성로 11",35.64,1,34
"개포주공 3단지",1915,"강남구","개포동","삼성로 11",42.55,4,34
"개포주공 3단지",2035,"강남구","개포동","삼성로 11",35.87,1,34
"개포주공 3단지",2035,"강남구","개포동","삼성로 11",35.87,3,34
"개포주공 3단지",2245,"강남구","개포동","삼성로 11",35.64,4,34
"개포주공 3단지",1938,"강남구","개포동","삼성로 11",35.87,5,34
"개포주공 3단지",2127,"강남구","개포동","삼성로 11",42.55,1,34
"개포주공 3단지",2099,"강남구","개포동","삼성로 11",35.87,4,34
"개포주공 3단지",2120,"강남구","개포동","삼성로 11",41.99,3,34
"개포주공 3단지",2103,"강남구","개포동","삼성로 11",42.55,4,34
"개포주공 3단지",1985,"강남구","개포동","삼성로 11",50.39,2,34
"개포주공 3단지",2198,"강남구","개포동","삼성로 11",41.99,5,34
"개포주공 3단지",2091,"강남구","개포동","삼성로 11",35.87,1,34
"개포주공 3단지",2146,"강남구","개포동","삼성로 11",35.64,5,34
"개포주공 3단지",2270,"강남구","개포동","삼성로 11",50.67,5,34
"개포주공 3단지",2286,"강남구","개포동","삼성로 11",35.87,4,34
"개포주공 3단지",2245,"강남구","개포동","삼성로 11",35.64,4,34
"개포주공 3단지",2262,"강남구","개포동","삼성로 11",41.99,3,34
"개포주공 3단지",2357,"강남구","개포동","삼성로 11",35.64,2,34
"개포주공 3단지",2385,"강남구","개포동","삼성로 11",35.64,1,34
"개포주공 4단지",1854,"강남구","개포동","삼성로 14",35.87,2,34
"개포주공 4단지",1744,"강남구","개포동","삼성로 14",42.55,2,34
"개포주공 4단지",1807,"강남구","개포동","삼성로 14",35.87,5,34
"개포주공 4단지",1763,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1758,"강남구","개포동","삼성로 14",42.55,4,34
"개포주공 4단지",1774,"강남구","개포동","삼성로 14",41.99,4,34
"개포주공 4단지",1750,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1880,"강남구","개포동","삼성로 14",35.64,2,34
"개포주공 4단지",1868,"강남구","개포동","삼성로 14",35.87,3,34
"개포주공 4단지",1868,"강남구","개포동","삼성로 14",35.87,4,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",50.39,3,34
"개포주공 4단지",1762,"강남구","개포동","삼성로 14",41.99,1,34
"개포주공 4단지",1763,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 4단지",1687,"강남구","개포동","삼성로 14",50.39,5,34
"개포주공 4단지",1854,"강남구","개포동","삼성로 14",35.87,3,34
"개포주공 4단지",1880,"강남구","개포동","삼성로 14",35.64,4,34
"개포주공 4단지",1763,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1798,"강남구","개포동","삼성로 14",41.99,3,34
"개포주공 4단지",1774,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",41.99,4,34
"개포주공 4단지",1896,"강남구","개포동","삼성로 14",35.87,3,34
"개포주공 4단지",1746,"강남구","개포동","삼성로 14",50.39,2,34
"개포주공 4단지",1774,"강남구","개포동","삼성로 14",42.55,5,34
"개포주공 4단지",1810,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1798,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",50.39,3,34
"개포주공 4단지",1798,"강남구","개포동","삼성로 14",41.99,1,34
"개포주공 4단지",1896,"강남구","개포동","삼성로 14",35.87,4,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",42.55,2,34
"개포주공 4단지",1798,"강남구","개포동","삼성로 14",42.55,2,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",42.55,5,34
"개포주공 4단지",1810,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",42.55,4,34
"개포주공 4단지",1843,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1868,"강남구","개포동","삼성로 14",41.99,4,34
"개포주공 4단지",1810,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1810,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1834,"강남구","개포동","삼성로 14",41.99,1,34
"개포주공 4단지",1853,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1834,"강남구","개포동","삼성로 14",41.99,4,34
"개포주공 4단지",1910,"강남구","개포동","삼성로 14",35.87,4,34
"개포주공 4단지",1972,"강남구","개포동","삼성로 14",35.87,5,34
"개포주공 4단지",1776,"강남구","개포동","삼성로 14",50.67,4,34
"개포주공 4단지",1868,"강남구","개포동","삼성로 14",35.87,1,34
"개포주공 4단지",1828,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1831,"강남구","개포동","삼성로 14",41.99,1,34
"개포주공 4단지",1865,"강남구","개포동","삼성로 14",35.87,5,34
"개포주공 4단지",1862,"강남구","개포동","삼성로 14",35.87,5,34
"개포주공 4단지",1776,"강남구","개포동","삼성로 14",50.67,2,34
"개포주공 4단지",1821,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1776,"강남구","개포동","삼성로 14",50.39,2,34
"개포주공 4단지",1800,"강남구","개포동","삼성로 14",42.55,5,34
"개포주공 4단지",1810,"강남구","개포동","삼성로 14",42.55,2,34
"개포주공 4단지",1810,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",2091,"강남구","개포동","삼성로 14",35.87,3,34
"개포주공 4단지",1833,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",2035,"강남구","개포동","삼성로 14",35.87,2,34
"개포주공 4단지",1826,"강남구","개포동","삼성로 14",42.55,5,34
"개포주공 4단지",1766,"강남구","개포동","삼성로 14",50.67,3,34
"개포주공 4단지",1858,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1881,"강남구","개포동","삼성로 14",41.99,4,34
"개포주공 4단지",1892,"강남구","개포동","삼성로 14",42.55,5,34
"개포주공 4단지",1951,"강남구","개포동","삼성로 14",42.55,2,34
"개포주공 4단지",1905,"강남구","개포동","삼성로 14",41.99,5,34
"개포주공 4단지",1888,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 4단지",1786,"강남구","개포동","삼성로 14",50.39,2,34
"개포주공 4단지",1880,"강남구","개포동","삼성로 14",42.55,2,34
"개포주공 4단지",1904,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 4단지",1939,"강남구","개포동","삼성로 14",42.55,1,34
"개포주공 4단지",1927,"강남구","개포동","삼성로 14",42.55,4,34
"개포주공 4단지",2118,"강남구","개포동","삼성로 14",35.64,5,34
"개포주공 4단지",1184,"강남구","개포동","삼성로 14",50.67,4,34
"개포주공 4단지",1989,"강남구","개포동","삼성로 14",41.99,2,34
"개포주공 4단지",1904,"강남구","개포동","삼성로 14",50.67,1,34
"개포주공 4단지",2024,"강남구","개포동","삼성로 14",41.99,4,34
"개포주공 4단지",1998,"강남구","개포동","삼성로 14",42.55,4,34
"개포주공 4단지",1974,"강남구","개포동","삼성로 14",50.67,3,34
"개포주공 4단지",2175,"강남구","개포동","삼성로 14",35.87,1,34
"개포주공 4단지",2024,"강남구","개포동","삼성로 14",41.99,1,34
"개포주공 4단지",1965,"강남구","개포동","삼성로 14",50.39,3,34
"개포주공 4단지",1993,"강남구","개포동","삼성로 14",42.55,4,34
"개포주공 4단지",1993,"강남구","개포동","삼성로 14",41.99,5,34
"개포주공 4단지",1993,"강남구","개포동","삼성로 14",41.99,5,34
"개포주공 4단지",2033,"강남구","개포동","삼성로 14",42.55,3,34
"개포주공 5단지",1291,"강남구","개포동","삼성로4길 17",61.19,6,33
"개포주공 5단지",1291,"강남구","개포동","삼성로4길 17",61.19,2,33
"개포주공 5단지",1262,"강남구","개포동","삼성로4길 17",83.17,6,33
"개포주공 5단지",1279,"강남구","개포동","삼성로4길 17",74.25,11,33
"개포주공 5단지",1278,"강남구","개포동","삼성로4길 17",53.98,2,33
"개포주공 5단지",1303,"강남구","개포동","삼성로4길 17",83.17,12,33
"개포주공 5단지",1250,"강남구","개포동","삼성로4길 17",83.17,14,33
"개포주공 5단지",1332,"강남구","개포동","삼성로4길 17",53.98,10,33
"개포주공 5단지",1315,"강남구","개포동","삼성로4길 17",53.98,8,33
"개포주공 5단지",1307,"강남구","개포동","삼성로4길 17",61.19,5,33
"개포주공 5단지",1336,"강남구","개포동","삼성로4길 17",61.19,8,33
"개포주공 5단지",1334,"강남구","개포동","삼성로4길 17",53.98,5,33
"개포주공 5단지",1293,"강남구","개포동","삼성로4길 17",74.25,14,33
"개포주공 5단지",1306,"강남구","개포동","삼성로4길 17",74.25,9,33
"개포주공 5단지",1275,"강남구","개포동","삼성로4길 17",61.19,13,33
"개포주공 5단지",1399,"강남구","개포동","삼성로4길 17",53.98,11,33
"개포주공 5단지",1371,"강남구","개포동","삼성로4길 17",83.17,13,33
"개포주공 5단지",1394,"강남구","개포동","삼성로4길 17",74.25,14,33
"개포주공 5단지",1504,"강남구","개포동","삼성로4길 17",61.19,14,33
"개포주공 6단지",1250,"강남구","개포동","개포로 516",83.21,6,33
"개포주공 6단지",1295,"강남구","개포동","개포로 516",53.06,8,33
"개포주공 6단지",1233,"강남구","개포동","개포로 516",73.02,14,33
"개포주공 6단지",1330,"강남구","개포동","개포로 516",60.13,13,33
"개포주공 6단지",1260,"강남구","개포동","개포로 516",73.02,13,33
"개포주공 6단지",1275,"강남구","개포동","개포로 516",73.02,13,33
"개포주공 6단지",1260,"강남구","개포동","개포로 516",73.02,12,33
"개포주공 6단지",1326,"강남구","개포동","개포로 516",60.13,8,33
"개포주공 6단지",1235,"강남구","개포동","개포로 516",83.21,3,33
"개포주공 6단지",1338,"강남구","개포동","개포로 516",53.06,13,33
"개포주공 6단지",1202,"강남구","개포동","개포로 516",83.21,1,33
"개포주공 6단지",1330,"강남구","개포동","개포로 516",60.13,8,33
"개포주공 6단지",1366,"강남구","개포동","개포로 516",53.06,3,33
"개포주공 6단지",1364,"강남구","개포동","개포로 516",60.13,3,33
"개포주공 6단지",1301,"강남구","개포동","개포로 516",73.02,9,33
"개포주공 6단지",1286,"강남구","개포동","개포로 516",83.21,12,33
"개포주공 6단지",1346,"강남구","개포동","개포로 516",73.02,10,33
"개포주공 6단지",1383,"강남구","개포동","개포로 516",73.02,7,33
"개포주공 6단지",1319,"강남구","개포동","개포로 516",53.06,1,33
"개포주공 6단지",1468,"강남구","개포동","개포로 516",60.13,10,33
"개포주공 6단지",1470,"강남구","개포동","개포로 516",53.06,5,33
"개포주공 7단지",1347,"강남구","개포동","개포로 516",53.46,13,33
"개포주공 7단지",1308,"강남구","개포동","개포로 516",60.76,9,33
"개포주공 7단지",1242,"강남구","개포동","개포로 516",73.26,12,33
"개포주공 7단지",1289,"강남구","개포동","개포로 516",60.76,15,33
"개포주공 7단지",1291,"강남구","개포동","개포로 516",53.46,11,33
"개포주공 7단지",1246,"강남구","개포동","개포로 516",83.7,10,33
"개포주공 7단지",1272,"강남구","개포동","개포로 516",53.46,4,33
"개포주공 7단지",1260,"강남구","개포동","개포로 516",83.7,4,33
"개포주공 7단지",1300,"강남구","개포동","개포로 516",60.76,14,33
"개포주공 7단지",1300,"강남구","개포동","개포로 516",60.76,5,33
"개포주공 7단지",1350,"강남구","개포동","개포로 516",60.76,7,33
"개포주공 7단지",1350,"강남구","개포동","개포로 516",60.76,4,33
"개포주공 7단지",1333,"강남구","개포동","개포로 516",60.76,6,33
"개포주공 7단지",1324,"강남구","개포동","개포로 516",73.26,11,33
"개포주공 7단지",1278,"강남구","개포동","개포로 516",83.7,5,33
"개포주공 7단지",1356,"강남구","개포동","개포로 516",53.46,2,33
"개포주공 7단지",1314,"강남구","개포동","개포로 516",83.7,10,33
"개포주공 7단지",1317,"강남구","개포동","개포로 516",60.76,1,33
"개포주공 7단지",1314,"강남구","개포동","개포로 516",83.7,8,33
"개포주공 7단지",1302,"강남구","개포동","개포로 516",83.7,15,33
"경남1",1071,"강남구","개포동","언주로 110",123.28,11,32
"경남1",825,"강남구","개포동","언주로 110",96.98,10,32
"경남1",1071,"강남구","개포동","언주로 110",96.98,12,32
"경남1",1083,"강남구","개포동","언주로 110",96.98,12,32
"경남1",1083,"강남구","개포동","언주로 110",96.98,9,32
"경남1",1114,"강남구","개포동","언주로 110",96.98,8,32
"경남1",721,"강남구","개포동","언주로 110",166.48,8,32
"경남1",1119,"강남구","개포동","언주로 110",123.28,11,32
"경남1",1083,"강남구","개포동","언주로 110",96.98,3,32
"경남1",1134,"강남구","개포동","언주로 110",96.98,4,32
"경남1",1134,"강남구","개포동","언주로 110",96.98,9,32
"경남1",1026,"강남구","개포동","언주로 110",96.98,1,32
"경남2차",860,"강남구","개포동","언주로 110",149.21,2,32
"경남2차",942,"강남구","개포동","언주로 110",182.2,10,32
"경남2차",897,"강남구","개포동","언주로 110",182.2,9,32
"삼익대청아파트",1209,"강남구","개포동","개포로109길 21",39.53,12,24
"삼익대청아파트",1111,"강남구","개포동","개포로109길 21",51.12,5,24
"삼익대청아파트",1214,"강남구","개포동","개포로109길 21",39.53,5,24
"삼익대청아파트",1133,"강남구","개포동","개포로109길 21",60,10,24
"삼익대청아파트",1158,"강남구","개포동","개포로109길 21",51.12,11,24
"삼익대청아파트",1217,"강남구","개포동","개포로109길 21",39.53,7,24
"삼익대청아파트",1174,"강남구","개포동","개포로109길 21",51.12,11,24
"삼익대청아파트",1133,"강남구","개포동","개포로109길 21",60,14,24
"삼익대청아파트",1189,"강남구","개포동","개포로109길 21",39.53,7,24
"삼익대청아파트",1235,"강남구","개포동","개포로109길 21",39.53,8,24
"삼익대청아파트",1240,"강남구","개포동","개포로109길 21",39.53,6,24
"삼익대청아파트",1240,"강남구","개포동","개포로109길 21",39.53,13,24
"삼익대청아파트",1129,"강남구","개포동","개포로109길 21",60,8,24
"삼익대청아파트",1240,"강남구","개포동","개포로109길 21",39.53,5,24
"삼익대청아파트",1117,"강남구","개포동","개포로109길 21",60,4,24
"삼익대청아파트",1240,"강남구","개포동","개포로109길 21",39.53,3,24
"삼익대청아파트",1133,"강남구","개포동","개포로109길 21",60,3,24
"삼익대청아파트",1252,"강남구","개포동","개포로109길 21",39.53,11,24
"삼익대청아파트",1167,"강남구","개포동","개포로109길 21",60,9,24
"삼익대청아파트",1214,"강남구","개포동","개포로109길 21",39.53,4,24
"삼익대청아파트",1252,"강남구","개포동","개포로109길 21",39.53,7,24
"삼익대청아파트",1174,"강남구","개포동","개포로109길 21",51.12,13,24
"삼익대청아파트",1252,"강남구","개포동","개포로109길 21",51.12,9,24
"삼익대청아파트",1290,"강남구","개포동","개포로109길 21",39.53,6,24
"삼익대청아파트",1290,"강남구","개포동","개포로109길 21",39.53,10,24
"삼익대청아파트",1259,"강남구","개포동","개포로109길 21",39.53,9,24
"삼익대청아파트",1240,"강남구","개포동","개포로109길 21",39.53,13,24
"삼익대청아파트",1252,"강남구","개포동","개포로109길 21",39.53,10,24
"삼익대청아파트",1174,"강남구","개포동","개포로109길 21",51.12,2,24
"삼익대청아파트",1095,"강남구","개포동","개포로109길 21",51.12,15,24
"삼익대청아파트",1265,"강남구","개포동","개포로109길 21",39.53,4,24
"삼익대청아파트",1321,"강남구","개포동","개포로109길 21",39.53,10,24
"삼익대청아파트",1130,"강남구","개포동","개포로109길 21",60,4,24
"삼익대청아파트",1225,"강남구","개포동","개포로109길 21",60,14,24
"삼익대청아파트",1290,"강남구","개포동","개포로109길 21",39.53,5,24
"삼익대청아파트",1240,"강남구","개포동","개포로109길 21",39.53,1,24
"성원대치2단지아파트",1206,"강남구","개포동","개포로109길 9",33.18,11,24
"성원대치2단지아파트",1163,"강남구","개포동","개포로109길 9",49.86,14,24
"성원대치2단지아파트",1186,"강남구","개포동","개포로109길 9",39.53,10,24
"성원대치2단지아파트",1168,"강남구","개포동","개포로109길 9",49.86,3,24
"성원대치2단지아파트",1189,"강남구","개포동","개포로109길 9",39.53,2,24
"성원대치2단지아파트",1240,"강남구","개포동","개포로109길 9",39.53,10,24
"성원대치2단지아파트",1206,"강남구","개포동","개포로109길 9",33.18,6,24
"성원대치2단지아파트",1167,"강남구","개포동","개포로109길 9",49.86,14,24
"성원대치2단지아파트",1183,"강남구","개포동","개포로109길 9",49.86,12,24
"성원대치2단지아파트",1189,"강남구","개포동","개포로109길 9",39.53,11,24
"성원대치2단지아파트",1203,"강남구","개포동","개포로109길 9",49.86,11,24
"성원대치2단지아파트",1248,"강남구","개포동","개포로109길 9",39.53,9,24
"성원대치2단지아파트",1135,"강남구","개포동","개포로109길 9",49.86,5,24
"성원대치2단지아파트",1183,"강남구","개포동","개포로109길 9",49.86,6,24
"성원대치2단지아파트",1163,"강남구","개포동","개포로109길 9",49.86,15,24
"성원대치2단지아파트",1183,"강남구","개포동","개포로109길 9",49.86,11,24
"성원대치2단지아파트",1206,"강남구","개포동","개포로109길 9",33.18,11,24
"성원대치2단지아파트",1115,"강남구","개포동","개포로109길 9",33.18,1,24
"성원대치2단지아파트",1202,"강남구","개포동","개포로109길 9",39.53,10,24
"성원대치2단지아파트",1252,"강남구","개포동","개포로109길 9",39.53,5,24
"성원대치2단지아파트",1240,"강남구","개포동","개포로109길 9",39.53,7,24
"성원대치2단지아파트",1203,"강남구","개포동","개포로109길 9",49.86,11,24
"성원대치2단지아파트",1153,"강남구","개포동","개포로109길 9",49.86,9,24
"성원대치2단지아파트",1143,"강남구","개포동","개포로109길 9",49.86,3,24
"성원대치2단지아파트",1222,"강남구","개포동","개포로109길 9",39.53,15,24
"성원대치2단지아파트",1206,"강남구","개포동","개포로109길 9",33.18,14,24
"성원대치2단지아파트",1240,"강남구","개포동","개포로109길 9",39.53,4,24
"성원대치2단지아파트",1202,"강남구","개포동","개포로109길 9",39.53,15,24
"성원대치2단지아파트",1221,"강남구","개포동","개포로109길 9",33.18,11,24
"성원대치2단지아파트",1236,"강남구","개포동","개포로109길 9",33.18,10,24
"성원대치2단지아파트",1193,"강남구","개포동","개포로109길 9",49.86,11,24
"성원대치2단지아파트",1236,"강남구","개포동","개포로109길 9",33.18,9,24
