"학교명","주소","lon","lat"
"서초중학교","서울특별시 서초구 반포대로13길 48 (서초동)",127.0087082,37.4854122
"세곡중학교","서울특별시 강남구 자곡로 81 , 세곡중학교 (자곡동)",127.0922007,37.4715425
"수서중학교","서울특별시 강남구 광평로59길 57 , 수서중학교 (수서동)",127.1024595,37.490713
"신구중학교","서울특별시 강남구 압구정로36길 17 (신사동)",127.0322212,37.5273302
"신동중학교","서울특별시 서초구 나루터로 27 , 신동중학교 (잠원동)",127.0132453,37.516486
"신반포중학교","서울특별시 서초구 신반포로19길 26 , 신반포중학교 (반포동)",126.9958306,37.5059523
"신사중학교","서울특별시 강남구 압구정로 123 , 신사중학교 (압구정동)",127.0210236,37.5246142
"압구정중학교","서울특별시 강남구 압구정로 225 , 압구정중학교 (압구정동)",127.032959,37.5302105
"언남중학교","서울특별시 서초구 동산로 55 , 언남중학교 (양재동)",127.0439166,37.4723755
"언북중학교","서울특별시 강남구 도산대로38길 27 , 언북중학교 (논현동)",127.0331412,37.5192827
"언주중학교","서울특별시 강남구 선릉로116길 57 , 언주중학교 (삼성동)",127.0466588,37.5145953
"역삼중학교","서울특별시 강남구 도곡로43길 10 (역삼동)",127.0490787,37.4956709
"영동중학교","서울특별시 서초구 성촌길 14 (우면동,영동중학교)",127.0253527,37.4657576
"원촌중학교","서울특별시 서초구 사평대로45길 10 (반포동,원촌중학교)",127.0135789,37.505904
"이수중학교","서울특별시 서초구 방배중앙로3길 32 , 이수중학교 (방배동)",126.9904197,37.4807728
"청담중학교","서울특별시 강남구 압구정로61길 36 (청담동) 청담중학교",127.0452673,37.5285466
"단국대학교사범대학부속중학교","서울특별시 강남구 도곡로64길 21 , 단국대학교사범대학부속중학교 (대치동1013)",127.0571493,37.4954388
"동덕여자중학교","서울특별시 서초구 효령로2길 123-5 , 동덕여자중고등학교 (방배동)",126.992426,37.4758739
"서문여자중학교","서울특별시 서초구 동광로12길 84 , 서문여자중학교 (방배동)",126.9845832,37.4888745
"세화여자중학교","서울특별시 서초구 신반포로 56-7 (반포동)",126.9922636,37.5018559
"숙명여자중학교","서울특별시 강남구 남부순환로 2807 , 숙명여자중학교 (도곡동)",127.0536862,37.4905422
"은성중학교","서울특별시 강남구 남부순환로359길 36 , 은성중학교 (도곡동)",127.0362425,37.4878358
"중동중학교","서울특별시 강남구 일원로8길 37 (일원동)",127.0786207,37.488319
"진선여자중학교","서울특별시 강남구 선릉로85길 27 , 713 진선여자중학교  (역삼동)",127.048465,37.501877
"휘문중학교","서울특별시 강남구 역삼로 541 (대치동)",127.0620662,37.504951
"강남중학교","서울특별시 동작구 대방동15길 29 , 강남중학교 (대방동)",126.9223505,37.5022844
"강현중학교","서울특별시 동작구 상도로13라길 22 , 강현중학교 (상도동)",126.9309984,37.5029825
"관악중학교","서울특별시 관악구 남부순환로237길 60 , 관악중학교 (봉천동)",126.96189,37.480656
"구암중학교","서울특별시 관악구 성현로 53 (봉천동)",126.9485751,37.4925845
"국사봉중학교","서울특별시 동작구 양녕로20길 20 (상도동)",126.9441046,37.4935736
"난우중학교","서울특별시 관악구 난곡로16길 32 , 난우중학교 (신림동)",126.9227737,37.4668845
"남서울중학교","서울특별시 관악구 남부순환로172길 97 , 남서울중학교 (신림동)",126.9213663,37.4815997
"남성중학교","서울특별시 동작구 남부순환로269길 166 , 남성중학교 (사당동)",126.9724003,37.4789892
"당곡중학교","서울특별시 관악구 봉천로13길 101 (봉천동) 당곡중학교",126.9332028,37.4918838
"대방중학교","서울특별시 동작구 여의대방로10길 24 (신대방동, 대방중학교)",126.9138111,37.4950979
"동작중학교","서울특별시 동작구 동작대로39가길 83 (동작동)",126.9772383,37.4949969
"문창중학교","서울특별시 동작구 여의대방로22나길 40 (신대방동)",126.921645,37.4958504
"미성중학교","서울특별시 관악구 문성로16길 40 , 미성중학교 (신림동)",126.9124785,37.475267
"봉림중학교","서울특별시 관악구 장군봉길 72 (봉천동,봉림중학교)",126.9382883,37.4806189
"봉원중학교","서울특별시 관악구 관악로24가길 15 , 봉원중학교 (봉천동)",126.958696,37.4841279
"사당중학교","서울특별시 동작구 사당로9가길 58 (사당동)",126.9688695,37.4876148
"삼성중학교","서울특별시 관악구 신림로3가길 39-24 (신림동)",126.9428252,37.4673643
"상도중학교","서울특별시 동작구 사당로2가길 72 , 상도중학교 (사당동)",126.9615569,37.4907226
"상현중학교","서울특별시 동작구 사당로 2길 2-19",126.9603553,37.4939484
"신관중학교","서울특별시 관악구 신림로48길 17-16 (신림동,신관중학교)",126.9343209,37.4800206
"신림중학교","서울특별시 관악구 신림로 40 , 신림중학교 (신림동)",126.9449477,37.4703793
"영등포중학교","서울특별시 동작구 등용로8길 5 , (대방동13-2)",126.9337092,37.5083322
"인헌중학교","서울특별시 관악구 인헌9길 35 , 인헌중학교 (봉천동)",126.969284,37.472851
"장승중학교","서울특별시 동작구 장승배기로10가길 25 , 장승중학교 (상도동)",126.9407221,37.5033585
"광신중학교","서울특별시 관악구 광신길 141 , 광신중학교 (신림동)",126.9250917,37.4652361
"남강중학교","서울특별시 관악구 난곡로34길 80 , 남강중고등학교 (신림동)",126.924733,37.4714269
"동양중학교","서울특별시 동작구 흑석로9길 94 , 동양중학교  (흑석동)",126.956751,37.5098191
"서울문영여자중학교","서울특별시 관악구 관악로 85 , 서울문영여자중학교 (봉천동)",126.9513935,37.4738859
"성남중학교","서울특별시 동작구 대방동길 74 (대방동)",126.9265387,37.505301
"성보중학교","서울특별시 관악구 남부순환로156길 39 , 성보중학교 (신림동,성보중학교)",126.9207947,37.4801177
"숭의여자중학교","서울특별시 동작구 여의대방로36길 79 , 숭의여자중학교 (대방동)",126.9291426,37.50793
"중앙대학교사범대학부속중학교","서울특별시 동작구 서달로 124 (흑석동)",126.96152,37.5040801
"경수중학교","서울특별시 성동구 뚝섬로13길 14 (성수동2가)",127.0583587,37.5397813
"경일중학교","서울특별시 성동구 성수일로 27 , 경일중학교 (성수동1가)",127.0483522,37.5435667
"광남중학교","서울특별시 광진구 아차산로70길 17-62 (광장동, 광남중학교)",127.1014027,37.5402625
"광양중학교","서울특별시 광진구 자양로3길 7 , 광양중학교  (자양동)",127.0858211,37.5302912
"광장중학교","서울특별시 광진구 광장로1길 1 광장중학교 (광장동,광장중학교)",127.101708,37.547095
"광진중학교","서울특별시 광진구 뚝섬로64길 45 (자양동)",127.0899425,37.5322529
"광희중학교","서울특별시 성동구 독서당로62길 46 (응봉동)",127.0339359,37.5511684
"구의중학교","서울특별시 광진구 광나루로30길 80 (화양동,구의중학교)",127.0792659,37.5428173
"동마중학교","서울특별시 성동구 마조로11길 18 (마장동)",127.0403012,37.5626557
"마장중학교","서울특별시 성동구 마장로35나길 31 (마장동)",127.042205,37.5682297
"무학중학교","서울특별시 성동구 행당로 120 , 무학중학교 (행당동,무학중학교)",127.03277,37.5579813
"성수중학교","서울특별시 성동구 서울숲길 18 (성수동1가)",127.0387013,37.547981
"성원중학교","서울특별시 성동구 성덕정9가길 13 (성수동2가,성원중학교)",127.0519631,37.5391784
"신양중학교","서울특별시 광진구 자양강변길 73 , 신양중학교 (자양동)",127.0632122,37.5334015
"양진중학교","서울특별시 광진구 워커힐로 32 , 양진중학교 (광장동)",127.0982084,37.5447896
"옥정중학교","서울특별시 성동구 한림말길 11 (옥수동)",127.0125119,37.5414774
"용곡중학교","서울특별시 광진구 용마산로22길 76 , 용곡중학교 (중곡동)",127.0888754,37.5660646
"자양중학교","서울특별시 광진구 뚝섬로41길 33 (자양동)",127.0745207,37.5352975
"행당중학교","서울특별시 성동구 왕십리로 189 , 행당중학교 (행당동)",127.0422292,37.554379
"건국대학교사범대학부속중학교","서울특별시 광진구 자양로 145-1 , 건국대학교사범대학부속중학교 (화양동)",127.0822051,37.5407636
"대원국제중학교","서울특별시 광진구 용마산로22길 26 (중곡동)",127.0889497,37.563079
"동국대학교사범대학부속여자중학교","서울특별시 광진구 광나루로36길 47 (구의동,동국대학교사범대학부속여자중고등학교)",127.0870007,37.5431763
"한양대학교사범대학부속중학교","서울특별시 성동구 마조로 42 (사근동,한대부중 고등학교)",127.0422967,37.5618699
"서울대학교사범대학부설중학교","서울특별시 성북구 월곡로 36 , 월곡로 36 (종암동,서울대학교사범대학부설중학교)",127.0389086,37.5949423
"강북중학교","서울특별시 강북구 한천로150길 67 (수유동)",127.0259441,37.6449188
"개운중학교","서울특별시 성북구 북악산로 935 (돈암동,개운중학교)",127.0254085,37.5950322
"길음중학교","서울특별시 성북구 길음로 144 (길음동)",127.0207617,37.6078026
"미양중학교","서울특별시 강북구 인수봉로 39 , 미양중학교 (미아동)",127.0121914,37.6234762
"번동중학교","서울특별시 강북구 오현로35길 87 , 번동중학교 (번동)",127.0365646,37.6322411
"북악중학교","서울특별시 성북구 정릉로12길 41 (정릉동)",127.0017022,37.6067612
"삼각산중학교","서울특별시 강북구 삼양로19길 141 (미아동)",127.0146577,37.6161958
"삼선중학교","서울특별시 성북구 동소문로3길 69 , 삼선중학교 (동소문동4가)",127.0075771,37.5912545
"석관중학교","서울특별시 성북구 한천로 526 , 석관중학교 (석관동)",127.0664709,37.6080223
"수송중학교","서울특별시 강북구 한천로122길 21 (번동)",127.0339379,37.6364725
"수유중학교","서울특별시 강북구 인수봉로37길 40 (수유동,수유중학교)",127.0109265,37.631337
"숭곡중학교","서울특별시 성북구 종암로 208 (하월곡동)",127.0313391,37.6084237
"월곡중학교","서울특별시 성북구 장월로 6 , 월곡중학교  (상월곡동)",127.0480815,37.6067858
"인수중학교","서울특별시 강북구 인수봉로75길 10 (수유동)",127.0099435,37.6438503
"장위중학교","서울특별시 성북구 장위로4길 70 , 장위중학교 (장위동)",127.04141,37.6113915
"종암중학교","서울특별시 성북구 종암로5길 80-17 , 종암중학교 (종암동)",127.0322968,37.5928659
"화계중학교","서울특별시 강북구 화계사길 63 (수유동)",127.0100377,37.6324666
"고려대학교사범대학부속중학교","서울특별시 성북구 정릉로 161 (정릉동,고려대학교사범대학부속중학교)",127.0010216,37.610391
"고명중학교","서울특별시 성북구 북악산로 870 , 고명중학교 (돈암동)",127.0198436,37.5975645
"남대문중학교","서울특별시 성북구 한천로95길 28 (장위동)",127.0557873,37.6186278
"동구여자중학교","서울특별시 성북구 성북로8길 71 , 동구여자중학교  (성북동)",127.0071028,37.5935994
"서라벌중학교","서울특별시 강북구 삼양로155길 37-9 , 서라벌중학교 (우이동)",127.0111149,37.6567312
"성신여자중학교","서울특별시 성북구 북악산로 918 , 성신여자중학교 (돈암동)",127.0233592,37.5936143
"성암여자중학교","서울특별시 강북구 도봉로29길 52 (미아동, 성암여자중학교)",127.0244484,37.6207354
"신일중학교","서울특별시 강북구 솔매로49길 20 (미아동)",127.0282661,37.6282824
"영훈국제중학교","서울특별시 강북구 도봉로13가길 19 (미아동)",127.0278332,37.613765
"용문중학교","서울특별시 성북구 인촌로17가길 46 (안암동2가)",127.0250507,37.5881284
"창문여자중학교","서울특별시 강북구 월계로 61 (미아동)",127.0362812,37.6131144
"한성여자중학교","서울특별시 성북구 삼선교로16길 118 , 한성여자중학교 (삼선동2가)",127.0116904,37.5819337
"홍익대학교사범대학부속중학교","서울특별시 성북구 성북로14가길 23 , 홍익대학교사범대학부속중학교 (성북동)",127.0027421,37.5938669
