"address","Apart","gu","dong","long","lat","dist_from_elementaryschool","elementaryschool"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로 45","남가좌동현대","서대문구","남가좌동",126.9214214,37.5750966,588.7651450186,"서울가재울초등학교"
"가재울로4길 46","명지플러스빌(B)","서대문구","남가좌동",126.9240424,37.57565117,442.031543683489,"서울가재울초등학교"
"가재울로4길 46","명지플러스빌(B)","서대문구","남가좌동",126.9240424,37.57565117,442.031543683489,"서울가재울초등학교"
"가재울로6길 53","백련미라보","서대문구","남가좌동",126.9239021,37.57646874,356.549490311749,"서울가재울초등학교"
"가재울로6길 53","백련미라보","서대문구","남가좌동",126.9239021,37.57646874,356.549490311749,"서울가재울초등학교"
"가재울로6길 53","백련미라보","서대문구","남가좌동",126.9239021,37.57646874,356.549490311749,"서울가재울초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
"가재울미래로 2","DMC파크뷰자이1단지","서대문구","남가좌동",126.9184223,37.57018096,1065.49803838318,"서울연가초등학교"
