"학교명","주소","lon","lat"
"용산공업고등학교","서울특별시 용산구 서빙고로 24 , 용산공업고등학교 (한강로3가)",126.9671662,37.5243176
"한강미디어고등학교","서울특별시 영등포구 선유로55길 22 , 한강미디어고등학교 (양평동4가)",126.8973948,37.5388701
"휘경공업고등학교","서울특별시 동대문구 겸재로 21 (휘경동)",127.0695589,37.5849213
"경기여자상업고등학교","서울특별시 중구 만리재로37길 30 , 경기여자상업고등학교 (만리동1가)",126.9667474,37.5570536
"경복비즈니스고등학교","서울특별시 강서구 화곡로 379 , 경복비즈니스고등학교 (등촌동)",126.8526078,37.5580813
"고명경영고등학교","서울특별시 성북구 북악산로 870 , 고명경영고 (돈암동)",127.0202701,37.597754
"광신정보산업고등학교","서울특별시 관악구 광신길 141 (신림동)",126.9256312,37.4651377
"광운전자공업고등학교","서울특별시 노원구 광운로1길 24 (월계동)",127.0561467,37.6208454
"단국공업고등학교","서울특별시 강남구 도곡로64길 21 (대치동)",127.0564936,37.4953357
"대경상업고등학교","서울특별시 중구 매봉18길 111 , 대경상업고등학교 (신당동)",127.0172017,37.556637
"대동세무고등학교","서울특별시 종로구 계동길 84-10 , 대동세무고등학교 (계동)",126.9879304,37.5819196
"대일관광고등학교","서울특별시 성북구 서경로 118 (정릉동)",127.013585,37.6136207
"대진디자인고등학교","서울특별시 강남구 광평로39길 93 , 대진디자인고등학교 (수서동)",127.0961268,37.4906018
"덕일전자공업고등학교","서울특별시 구로구 서해안로21길 5-12 (오류동)",126.8371543,37.490578
"동구마케팅고등학교","서울특별시 성북구 성북로8길 71 , 동구마케팅고등학교 (성북동)",127.0071028,37.5935994
"동명여자정보산업고등학교","서울특별시 은평구 통일로 793 (대조동)",126.9250289,37.6143891
"동산정보산업고등학교","서울특별시 노원구 공릉로 257 (공릉동,동산정보산업고등학교)",127.0745416,37.6302232
"동일여자상업고등학교","서울특별시 금천구 탑골로10길 45 (시흥동)",126.916402,37.4513899
"리라아트고등학교","서울특별시 중구 소파로2길 24 (예장동)",126.988191,37.557128
"미래산업과학고등학교","서울특별시 노원구 덕릉로82길 54 (중계동)",127.0786348,37.6590008
"미림여자정보과학고등학교","서울특별시 관악구 호암로 546 , 미림여자정보과학고등학교 (신림동)",126.932908,37.466324
"상일미디어고등학교","서울특별시 강동구 천호대로219길 61 , 상일미디어고등학교 (상일동)",127.1692014,37.5484571
"서서울생활과학고등학교","서울특별시 구로구 오리로 1355-10 (궁동)",126.8277082,37.5033454
"서울관광고등학교","서울특별시 관악구 은천로15길 25 (서울관광고등학교)",126.9435852,37.4879918
"서울디자인고등학교","서울특별시 마포구 백범로 139 (염리동)",126.9464727,37.5473076
"서울디지텍고등학교","서울특별시 용산구 회나무로12길 27 , 서울디지텍고등학교 (이태원동)",126.9906907,37.5390281
"서울아이티고등학교","서울특별시 노원구 섬밭로 299 , 서울아이티고등학교 (중계동)",127.0618203,37.6421104
"서울여자상업고등학교","서울특별시 관악구 관악로 85 (봉천동,서울여자상업고등학교)",126.9504762,37.4726763
"서울영상고등학교","서울특별시 양천구 목동로11길 46 , 서울영상고등학교 (신정동)",126.8599571,37.5232124
"서울컨벤션고등학교","서울특별시 강동구 동남로 964 (고덕동)",127.1576771,37.5592535
"서울항공비즈니스고등학교","서울특별시 강서구 방화대로34길 13 , 서울항공비즈니스고등학교 (방화동)",126.8175129,37.5697815
"서일국제경영고등학교","서울특별시 종로구 지봉로17길 49 , 서일국제경영고등학교 (창신동)",127.0128077,37.5793778
"선일이비즈니스고등학교","서울특별시 은평구 갈현로29길 27 , 선일이비즈니스고등학교 (갈현동)",126.9121491,37.6203051
"선정관광고등학교","서울특별시 은평구 서오릉로20길 19 (갈현동, 선정관광고등학교)",126.9087533,37.6186276
"성암국제무역고등학교","서울특별시 강북구 도봉로29길 52 (미아동, 성암국제무역고등학교)",127.0244484,37.6207354
"세그루패션디자인고등학교","서울특별시 도봉구 시루봉로 53 (쌍문동,동북초등학교)",127.0262123,37.6552193
"세명컴퓨터고등학교","서울특별시 은평구 통일로92가길 33 (불광동,세명컴퓨터고등학교)",126.9237787,37.6277208
"송곡관광고등학교","서울특별시 중랑구 양원역로 67 , 송곡관광고등학교 (망우동)",127.1053858,37.6063917
"수도전기공업고등학교","서울특별시 강남구 개포로 410 , 수도전기공업고등학교 (개포동)",127.064019,37.4852685
"신정여자상업고등학교","서울특별시 강서구 등촌로13아길 20 신정여자상업고등학교 (화곡동)",126.8570696,37.5383409
"신진자동차고등학교","서울특별시 은평구 은평로6길 16 신진자동차고등학교",126.9181967,37.598391
"염광여자메디텍고등학교","서울특별시 노원구 월계로45가길 9 , 염광여자메디텍고등학교 (월계동,염광 중/고등/여자메디텍고등학교)",127.0485164,37.6298339
"영등포공업고등학교","서울특별시 강서구 허준로5길 15 (가양동)",126.8504967,37.5692245
"영락유헬스고등학교","서울특별시 관악구 청룡16길 25 (봉천동)영락유헬스고",126.9447832,37.4765504
"영신간호비즈니스고등학교","서울특별시 노원구 중계로16나길 13 영신간호비즈니스고등학교 (중계동)",127.0831235,37.652304
"예림디자인고등학교","서울특별시 구로구 오리로21길 2 , 예림디자인고등학교 (궁동)",126.8280971,37.5002347
"예일디자인고등학교","서울특별시 은평구 연서로 117 , 예일디자인고등학교 (구산동)",126.9146569,37.6104292
"유한공업고등학교","서울특별시 구로구 경인로 8 , 유한공업고등학교 (항동)",126.8239159,37.4879732
"은평메디텍고등학교","서울특별시 은평구 진관2로 57-57 (진관동)",126.929375,37.6351699
"이화여자대학교병설미디어고등학교","서울특별시 중랑구 망우로73길 56 (망우동,이화여대병설미디어고등학교  영란여중)",127.1045339,37.6035888
"인덕공업고등학교","서울특별시 노원구 초안산로 12 , 인덕공업고등학교 (월계동)",127.0557958,37.6319364
"일신여자상업고등학교","서울특별시 송파구 송파대로38길 8 , 일신여자상업고등학교 (송파동)",127.1145362,37.5015246
"정화여자상업고등학교","서울특별시 동대문구 홍릉로15길 50 정화여자상업고등학교 (제기동)",127.0408659,37.5859338
"한세사이버보안고등학교","서울특별시 마포구 마포대로11길 44-80 (아현동)",126.952026,37.5493141
"한양공업고등학교","서울특별시 중구 을지로 299 , 한양공업고등학교 (신당동)",127.0119656,37.5652082
"해성국제컨벤션고등학교","서울특별시 동대문구 전농로20길 31 , 해성국제컨벤션고등학교 (전농동)",127.0574614,37.5814233
"홍익디자인고등학교","서울특별시 마포구 성미산로 111 (연남동)",126.9234078,37.5641841
"화곡보건경영고등학교","서울특별시 강서구 강서로45길 70 (내발산동)",126.8328267,37.5488204
