"address","Apart","gu","dong","long","lat","distance","place","code","lon","lat"
"강서로50길 72","신세계3차101동","강서구","내발산동",126.8408268,37.55474217,37.3151836864764,"롯데1차","16581",126.8405796,37.5544702163
"강서로56나길 110","부영","강서구","등촌동",126.8430537,37.56402986,158.172998729408,"등촌동부영아파트","16296",126.8431057704,37.5626095674
"강서로56나길 37","주공3","강서구","등촌동",126.8416277,37.56107324,190.048388456267,"발산역.NC백화점","16969",126.8398805823,37.5600749702
"강서로5가길 50","일현세일","강서구","화곡동",126.8452337,37.52911413,157.897417740371,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로5나길 104","웰라이빌","강서구","화곡동",126.8424036,37.52849588,259.068942309513,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로5나길 50","일성스카이빌","강서구","화곡동",126.8454451,37.52864301,212.410197375481,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로5나길 77","궁전 A동","강서구","화곡동",126.8439151,37.52828621,226.333820296571,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로68길 108","동성","강서구","등촌동",126.8463941,37.56438675,147.871271223608,"강서한강자이아파트","16266",126.8478709578,37.5650145106
"강서로68길 36","등촌1,2단지주공아파트","강서구","등촌동",126.8428927,37.56603723,122.518092937126,"가양동CJ주식회사","16268",126.843751077,37.566902324
"강서로7길 107","한양아이클래스","강서구","화곡동",126.8417366,37.52893262,242.219576009485,"강서한방병원","16329",126.8393407089,37.5299929864
"강서로7길 118","현대홈타운(923-2)","강서구","화곡동",126.8411834,37.52903614,194.444017953757,"강서한방병원","16329",126.8393407089,37.5299929864
"강서로7길 20","송민","강서구","화곡동",126.8465786,37.52965563,90.008014648034,"KT강서지사","16186",126.8475167279,37.5299722869
"강서로7길 28","해태드림타운","강서구","화곡동",126.8461774,37.52960944,124.945462478797,"KT강서지사","16186",126.8475167279,37.5299722869
"강서로7길 52","강서뉴","강서구","화곡동",126.8447416,37.5295326,95.7558213499648,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로7길 70","삼성다빈치(917-14)","강서구","화곡동",126.8438417,37.52935709,111.280579674537,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로7길 77","우진","강서구","화곡동",126.8434927,37.52916307,143.489484428256,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로7길 82","우공팰리스","강서구","화곡동",126.8431605,37.52932471,145.466906589309,"화곡동유림아파트","16189",126.8442551579,37.5303014369
"강서로8길 11","은하센트리움","강서구","화곡동",126.8486483,37.52987678,68.2698598952082,"KT강서지사","16187",126.8478810975,37.5299538337
"개봉로15길 84","진로","구로구","개봉동",126.851117,37.48994091,49.2046789682135,"거성아파트","17596",126.8510899904,37.4894994167
"개봉로15길 91","거성","구로구","개봉동",126.8507668,37.4897921,43.3181388619652,"거성아파트","17596",126.8510899904,37.4894994167
"개봉로17아길 41","LIP e-푸른아파트","구로구","개봉동",126.8507371,37.49311488,76.7285538794533,"크로바마트","17733",126.8514133118,37.4935475792
"개봉로1길 124","동서아파트(313-32)","구로구","개봉동",126.8520717,37.48197977,62.9514213931269,"개명초교","17807",126.852674925,37.482280857
