"addr","lon","lat"
"서울특별시 관악구 신림동 1726",126.9275049,37.4705456
"서울특별시 관악구 신림동 1731",126.9244669,37.4878551
"서울특별시 관악구 신림동 1704-1",126.9278106,37.4658795
"서울특별시 관악구 신림동 1716",126.9420036,37.467574
"서울특별시 관악구 신림동 86-3",126.9303654,37.4825442
"서울특별시 관악구 신림동 1729",126.9325046,37.463491
"서울특별시 관악구 신림동 1712",126.9140617,37.4733784
"서울특별시 관악구 신림동 1425-4",126.9294626,37.4873823
"서울특별시 관악구 신림동 1639-51",126.9275314,37.483397
"서울특별시 관악구 신림동 1433-55",126.928099,37.4847642
"서울특별시 관악구 신림동 763",126.9383251,37.4626176
"서울특별시 관악구 신림동 1563-82",126.9270324,37.4873488
"서울특별시 관악구 신림동 255-189",126.9383251,37.4626176
"서울특별시 관악구 신림동 1737",126.9364481,37.4841275
"서울특별시 관악구 신림동 1478-37",126.9134645,37.4781051
"서울특별시 광진구 광장동 567",127.1085599,37.5471261
"서울특별시 광진구 광장동 579",127.0974253,37.5432851
"서울특별시 광진구 광장동 581",127.0952204,37.542487
"서울특별시 광진구 광장동 576",127.0977197,37.5424295
"서울특별시 광진구 광장동 582",127.1052825,37.5478086
"서울특별시 광진구 광장동 218-1",127.1044585,37.5433638
"서울특별시 광진구 광장동 578",127.0938905,37.5438202
"서울특별시 광진구 광장동 561",127.1029076,37.5414238
"서울특별시 광진구 광장동 453-1",127.1019051,37.5424578
"서울특별시 광진구 광장동 250",127.1047922,37.5468759
"서울특별시 광진구 광장동 184-1",127.1089734,37.5484159
"서울특별시 광진구 광장동 145-8",127.1069113,37.5503268
"서울특별시 광진구 광장동 148-4",127.1089338,37.5496546
"서울특별시 광진구 광장동 121",127.1092787,37.5503402
"서울특별시 광진구 광장동 566",127.0962615,37.5424859
"서울특별시 광진구 광장동 484",127.098826,37.5406764
"서울특별시 광진구 광장동 554-7",127.1002287,37.5396716
"서울특별시 광진구 광장동 565",127.0996724,37.5418975
"서울특별시 광진구 광장동 569",127.0984973,37.5415686
"서울특별시 광진구 광장동 577",127.1014612,37.5438979
"서울특별시 광진구 광장동 580",127.103067,37.5448436
"서울특별시 광진구 구의동 596-1",127.0903374,37.5335606
"서울특별시 광진구 구의동 547-7",127.0921176,37.5333346
"서울특별시 광진구 구의동 546-7",127.0928572,37.5352352
"서울특별시 광진구 구의동 660",127.0927647,37.542588
"서울특별시 광진구 구의동 611",127.0966199,37.5381006
"서울특별시 광진구 구의동 610",127.0946536,37.5384531
"서울특별시 광진구 구의동 587-54",127.0910916,37.536675
"서울특별시 광진구 구의동 205-18",127.0928469,37.5423471
"서울특별시 광진구 구의동 235-30",127.0859854,37.5441594
"서울특별시 광진구 구의동 199-18",127.0948552,37.5398369
"서울특별시 광진구 구의동 656",127.087996,37.5410249
"서울특별시 광진구 구의동 657",127.092833,37.5377048
"서울특별시 광진구 구의동 659",127.0920745,37.539129
"서울특별시 광진구 구의동 658",127.0937661,37.5375462
"서울특별시 광진구 구의동 662",127.0971498,37.5539333
"서울특별시 광진구 구의동 663",127.0931612,37.5478829
"서울특별시 광진구 구의동 589-10",127.093086,37.5361506
"서울특별시 광진구 구의동 665",127.0914159,37.5466951
"서울특별시 광진구 구의동 56-6",127.0924896,37.5507241
"서울특별시 광진구 구의동 199-23",127.0946312,37.5393666
"서울특별시 광진구 구의동 631-1",127.0976724,37.5373373
"서울특별시 광진구 군자동 503",127.0710724,37.548396
"서울특별시 광진구 군자동 360-20",127.0702001,37.5485531
"서울특별시 광진구 군자동 358-9",127.0697313,37.5483998
"서울특별시 광진구 군자동 100-109",127.0720939,37.5521667
"서울특별시 광진구 군자동 99",127.0726711,37.5512522
"서울특별시 광진구 군자동 100-2",127.0719687,37.5519513
"서울특별시 광진구 군자동 346-44",127.0703328,37.5498084
"서울특별시 광진구 자양동 641",127.0790666,37.5288932
"서울특별시 광진구 자양동 666-28",127.0838968,37.5295138
"서울특별시 광진구 자양동 854",127.0679682,37.5318436
"서울특별시 광진구 자양동 811",127.0757064,37.5294392
"서울특별시 광진구 자양동 791",127.0743206,37.5375711
"서울특별시 광진구 자양동 784-1",127.0682823,37.536336
"서울특별시 광진구 자양동 227-7",127.0726183,37.5376127
"서울특별시 광진구 자양동 644",127.0814858,37.5281282
"서울특별시 광진구 자양동 663-21",127.0841313,37.5308753
"서울특별시 광진구 자양동 793",127.0704591,37.5311568
"서울특별시 광진구 자양동 579",127.0745432,37.5342119
"서울특별시 광진구 자양동 520-2",127.0738487,37.5332775
"서울특별시 광진구 자양동 516",127.071554,37.5359347
"서울특별시 광진구 자양동 515-1",127.0704802,37.5364813
"서울특별시 광진구 자양동 770-1",127.0811603,37.5391644
"서울특별시 광진구 자양동 510-5",127.0697601,37.5369721
"서울특별시 광진구 자양동 507-6",127.0691462,37.5354769
"서울특별시 광진구 자양동 855",127.0679308,37.5325759
"서울특별시 광진구 자양동 856",127.0689997,37.5323284
"서울특별시 광진구 자양동 658-14",127.0844455,37.532478
"서울특별시 광진구 자양동 792",127.0704933,37.5334151
"서울특별시 광진구 자양동 761",127.0706505,37.5341534
"서울특별시 광진구 자양동 788",127.0697836,37.5329869
"서울특별시 광진구 자양동 789",127.0719916,37.5334008
"서울특별시 광진구 자양동 809",127.0696364,37.5311693
"서울특별시 광진구 자양동 787",127.0718745,37.5319789
"서울특별시 광진구 자양동 783-1",127.0745397,37.5363257
"서울특별시 광진구 자양동 642",127.0788975,37.5282909
"서울특별시 광진구 자양동 786",127.0713515,37.5330101
"서울특별시 광진구 자양동 810",127.0815852,37.5401399
"서울특별시 광진구 자양동 588-20",127.0726021,37.5303312
"서울특별시 광진구 자양동 57-103",127.0646162,37.5337102
"서울특별시 광진구 자양동 831-1",127.0659682,37.533265
"서울특별시 광진구 자양동 830",127.0649734,37.5333796
"서울특별시 광진구 자양동 87-1",127.0657936,37.5323932
"서울특별시 광진구 자양동 829",127.0668957,37.5330173
"서울특별시 광진구 자양동 762",127.0702575,37.5353658
"서울특별시 광진구 자양동 672",127.084443,37.5280583
"서울특별시 광진구 자양동 695",127.090875,37.5323321
"서울특별시 광진구 자양동 853",127.0619019,37.5335301
"서울특별시 광진구 자양동 670",127.0835353,37.528363
"서울특별시 광진구 자양동 673",127.0857033,37.5282465
"서울특별시 광진구 자양동 643-23",127.0800203,37.5280627
"서울특별시 광진구 중곡동 133-9",127.0842679,37.5562552
"서울특별시 광진구 중곡동 135-13",127.084032,37.5573995
"서울특별시 광진구 중곡동 609",127.0837035,37.5630573
"서울특별시 광진구 중곡동 109-13",127.0922278,37.5550453
"서울특별시 광진구 중곡동 681",127.0796089,37.5711024
"서울특별시 광진구 중곡동 292",127.0864699,37.5688959
"서울특별시 광진구 중곡동 90-18",127.0904187,37.5558279
"서울특별시 광진구 중곡동 699",127.0853672,37.5626197
"서울특별시 광진구 중곡동 191-77",127.0788868,37.5663096
"서울특별시 광진구 중곡동 190-26",127.0783961,37.5666337
"서울특별시 광진구 화양동 113-1",127.071819,37.5470521
"서울특별시 광진구 화양동 21-2",127.0683583,37.5479673
"서울특별시 광진구 화양동 110-37",127.0710693,37.5470903
"서울특별시 광진구 화양동 234",127.0657292,37.5443496
"서울특별시 구로구 가리봉동 137-7",126.8939361,37.4791394
"서울특별시 구로구 가리봉동 139",126.8952785,37.4788096
"서울특별시 구로구 개봉동 491",126.8557494,37.4888722
"서울특별시 구로구 개봉동 487",126.8621138,37.4935143
"서울특별시 구로구 개봉동 489",126.8597938,37.4899112
"서울특별시 구로구 개봉동 492",126.8557494,37.4888722
"서울특별시 구로구 개봉동 361-1",126.8533853,37.4859395
"서울특별시 구로구 개봉동 270-80",126.8509604,37.4891561
"서울특별시 구로구 개봉동 60-101",126.8436121,37.5009294
"서울특별시 구로구 개봉동 60-82",126.8434526,37.5000484
"서울특별시 구로구 개봉동 47-1",126.8407918,37.5014974
"서울특별시 구로구 개봉동 312-38",126.8511157,37.4835928
"서울특별시 구로구 개봉동 477",126.8498033,37.4822492
"서울특별시 구로구 개봉동 70-12",126.8466173,37.4981899
"서울특별시 구로구 개봉동 313-32",126.8520992,37.4819805
"서울특별시 구로구 개봉동 335-1",126.8488948,37.4937079
"서울특별시 구로구 개봉동 472",126.8526304,37.4949309
"서울특별시 구로구 개봉동 471",126.8574704,37.4942723
"서울특별시 구로구 개봉동 470",126.8543072,37.4947309
"서울특별시 구로구 개봉동 473",126.8607222,37.493709
"서울특별시 구로구 개봉동 170-30",126.8578083,37.4966579
"서울특별시 구로구 개봉동 475",126.8598938,37.4959779
"서울특별시 구로구 개봉동 488",126.8491577,37.4826168
"서울특별시 구로구 개봉동 483",126.8556689,37.4948684
"서울특별시 구로구 개봉동 479",126.8509225,37.4905244
"서울특별시 구로구 개봉동 20-1",126.8425418,37.5039608
"서울특별시 구로구 개봉동 175-8",126.8594363,37.4954995
"서울특별시 구로구 개봉동 476",126.8625447,37.4952998
"서울특별시 구로구 개봉동 478",126.8519255,37.4846909
"서울특별시 구로구 개봉동 481",126.8585354,37.4919831
"서울특별시 구로구 개봉동 480",126.8615947,37.4915783
"서울특별시 구로구 개봉동 486",126.8462213,37.5053313
"서울특별시 구로구 고척동 325",126.8625766,37.5053493
"서울특별시 구로구 고척동 306",126.8568216,37.5044099
"서울특별시 구로구 고척동 340",126.8614189,37.5056184
"서울특별시 구로구 고척동 340-1",126.8620956,37.506043
"서울특별시 구로구 고척동 343",126.8630534,37.5028463
"서울특별시 구로구 고척동 339",126.8580851,37.5075955
"서울특별시 구로구 고척동 296",126.8556072,37.5029114
"서울특별시 구로구 고척동 327",126.8651634,37.5009285
"서울특별시 구로구 고척동 338",126.8641184,37.5040694
"서울특별시 구로구 고척동 334",126.8644437,37.4956577
"서울특별시 구로구 고척동 342",126.8625002,37.5011414
"서울특별시 구로구 고척동 57-9",126.866753,37.504929
"서울특별시 구로구 고척동 97-3",126.8559626,37.4993368
"서울특별시 구로구 고척동 330",126.8529706,37.5085506
"서울특별시 구로구 고척동 331",126.8528975,37.507484
"서울특별시 구로구 고척동 336",126.8579194,37.4978276
"서울특별시 구로구 고척동 141-1",126.8605614,37.502725
"서울특별시 구로구 고척동 320",126.8621942,37.5044635
"서울특별시 구로구 고척동 324",126.8635897,37.4991771
"서울특별시 구로구 고척동 328",126.8566002,37.504842
"서울특별시 구로구 고척동 215-3",126.8553336,37.5069805
"서울특별시 구로구 고척동 335",126.8611119,37.5064669
"서울특별시 구로구 고척동 76-55",126.8628448,37.498705
"서울특별시 구로구 고척동 321",126.8661571,37.5031258
"서울특별시 구로구 고척동 326",126.8638173,37.5014697
"서울특별시 구로구 고척동 329",126.8598491,37.5062069
"서울특별시 구로구 고척동 227-1",126.8536785,37.5080394
"서울특별시 구로구 고척동 337",126.8512827,37.5079098
"서울특별시 구로구 고척동 52-332",126.8614299,37.5013188
"서울특별시 구로구 구로동 717-15",126.8840633,37.487593
"서울특별시 구로구 구로동 718-16",126.8832843,37.4876649
"서울특별시 구로구 구로동 740-25",126.8862928,37.4889079
"서울특별시 구로구 구로동 742-58",126.8875054,37.4891076
"서울특별시 구로구 구로동 743-55",126.8869583,37.4890953
"서울특별시 구로구 구로동 744-21",126.8868362,37.488103
"서울특별시 구로구 구로동 744-23",126.8867499,37.4882058
"서울특별시 구로구 구로동 745-40",126.8861953,37.4872482
"서울특별시 구로구 구로동 747-33",126.8866928,37.4868708
"서울특별시 구로구 구로동 747-34",126.8867724,37.4868382
"서울특별시 구로구 구로동 747-52",126.8866614,37.4866254
"서울특별시 구로구 구로동 749-49",126.887677,37.4875252
"서울특별시 구로구 구로동 749-99",126.8872442,37.4875851
"서울특별시 구로구 구로동 770-56",126.8880434,37.4878305
"서울특별시 구로구 구로동 771-2",126.8879766,37.4876055
"서울특별시 구로구 구로동 771-30",126.8878559,37.4873557
"서울특별시 구로구 구로동 779-13",126.889076,37.4875078
"서울특별시 구로구 구로동 779-3",126.8897589,37.4873601
"서울특별시 구로구 구로동 781-26",126.8898501,37.4868546
"서울특별시 구로구 구로동 792-78",126.8884847,37.4864354
"서울특별시 구로구 구로동 794-24",126.8880319,37.4857805
"서울특별시 구로구 구로동 796-51",126.8890574,37.4849477
"서울특별시 구로구 구로동 797-26",126.8886701,37.4848369
"서울특별시 구로구 구로동 797-5",126.8886718,37.4849522
"서울특별시 구로구 구로동 797-57",126.8884167,37.4847696
"서울특별시 구로구 구로동 798-55",126.8875526,37.4850092
"서울특별시 구로구 구로동 799-11",126.8883548,37.4853583
"서울특별시 구로구 구로동 803-29",126.8870875,37.4862546
"서울특별시 구로구 구로동 806-15",126.8863393,37.485624
"서울특별시 구로구 구로동 806-62",126.8862921,37.4864417
"서울특별시 구로구 구로동 801-9",126.887396,37.4853565
"서울특별시 구로구 구로동 97-5",126.8921929,37.4965817
"서울특별시 구로구 구로동 779-65",126.8897206,37.4875066
"서울특별시 구로구 구로동 738-27",126.8855893,37.4876245
"서울특별시 구로구 구로동 317-213",126.8887455,37.4927956
"서울특별시 구로구 구로동 1265",126.8892355,37.4892609
"서울특별시 구로구 구로동 1278",126.8902253,37.4859507
"서울특별시 구로구 구로동 806-9",126.8863092,37.4859743
"서울특별시 구로구 구로동 567-4",126.8828862,37.5024679
"서울특별시 구로구 구로동 1287",126.8863373,37.4905581
"서울특별시 구로구 구로동 1256",126.8960849,37.4883204
"서울특별시 구로구 구로동 1259",126.8768791,37.4901992
"서울특별시 구로구 구로동 740-29",126.8865425,37.4890724
"서울특별시 구로구 구로동 314",126.8897943,37.4909276
"서울특별시 구로구 구로동 49",126.892111,37.4998318
"서울특별시 구로구 구로동 1270",126.8835202,37.4988571
"서울특별시 구로구 구로동 110-11",126.888574,37.5017016
"서울특별시 구로구 구로동 43-4",126.8919571,37.5025146
"서울특별시 구로구 구로동 1286",126.8885395,37.4922791
"서울특별시 구로구 구로동 1273",126.8952948,37.4903728
"서울특별시 구로구 구로동 1285",126.8931282,37.4933629
"서울특별시 구로구 구로동 107-1",126.8909981,37.4993727
"서울특별시 구로구 구로동 98-4",126.8902571,37.4954949
"서울특별시 구로구 구로동 120",126.8938625,37.4940221
"서울특별시 구로구 구로동 779-24",126.8892978,37.4873422
"서울특별시 구로구 구로동 799-6",126.8881669,37.4855214
"서울특별시 구로구 구로동 1282",126.8840785,37.50086
"서울특별시 구로구 구로동 110-4",126.8896081,37.500986
"서울특별시 구로구 구로동 791-28",126.8888911,37.4857193
"서울특별시 구로구 구로동 1257",126.8940162,37.4918818
"서울특별시 구로구 구로동 97",126.890958,37.4960439
"서울특별시 구로구 구로동 1272",126.8998769,37.4826522
"서울특별시 구로구 구로동 806-64",126.8861154,37.4863887
"서울특별시 구로구 구로동 440",126.885809,37.4952178
"서울특별시 구로구 구로동 1271",126.8975051,37.4867037
"서울특별시 구로구 구로동 44-5",126.8915799,37.5022489
"서울특별시 구로구 구로동 44-8",126.8913141,37.5021707
"서울특별시 구로구 구로동 98-10",126.8904859,37.4953177
"서울특별시 구로구 구로동 256-1",126.8918232,37.4876957
"서울특별시 구로구 구로동 108-2",126.8904994,37.4999834
"서울특별시 구로구 구로동 145-23",126.8929173,37.4886476
"서울특별시 구로구 구로동 796-36",126.8888431,37.4851376
"서울특별시 구로구 구로동 1275",126.8927066,37.495571
"서울특별시 구로구 구로동 104-9",126.8913745,37.4968668
"서울특별시 구로구 구로동 106-10",126.8915592,37.498139
"서울특별시 구로구 구로동 97-2",126.8915624,37.4960126
"서울특별시 구로구 구로동 501",126.8840596,37.5000786
"서울특별시 구로구 구로동 42",126.8921353,37.5035444
"서울특별시 구로구 구로동 43-1",126.8913918,37.5034202
"서울특별시 구로구 구로동 1263",126.8841316,37.5032924
"서울특별시 구로구 구로동 1267",126.888665,37.506086
"서울특별시 구로구 구로동 560",126.8857552,37.504698
"서울특별시 구로구 구로동 1274",126.8966001,37.4792779
"서울특별시 구로구 구로동 100-8",126.8887906,37.4957811
"서울특별시 구로구 구로동 46",126.8914709,37.5009008
"서울특별시 구로구 구로동 108-4",126.8901504,37.4995729
"서울특별시 구로구 구로동 1277",126.8818085,37.4964694
"서울특별시 구로구 구로동 1279",126.8938235,37.4880037
"서울특별시 구로구 구로동 642-46",126.8748371,37.4974953
"서울특별시 구로구 구로동 1058",126.8724118,37.4946762
"서울특별시 구로구 구로동 23",126.8890268,37.5038828
"서울특별시 구로구 구로동 110-9",126.8888523,37.5013889
"서울특별시 구로구 구로동 97-10",126.8918826,37.4960778
"서울특별시 구로구 구로동 749-35",126.8875063,37.4874452
"서울특별시 구로구 구로동 1260",126.8937531,37.4897123
"서울특별시 구로구 구로동 446-54",126.8846992,37.4945622
"서울특별시 구로구 구로동 1261",126.8857452,37.5036194
"서울특별시 구로구 구로동 110",126.8884663,37.5018682
"서울특별시 구로구 구로동 685-222",126.8752803,37.4929745
"서울특별시 구로구 구로동 685-223",126.8768277,37.4912871
"서울특별시 구로구 구로동 685-124",126.876052,37.4967184
"서울특별시 구로구 구로동 1269",126.880477,37.4987734
"서울특별시 구로구 구로동 685-280",126.8773429,37.4889728
"서울특별시 구로구 구로동 98-8",126.8907044,37.4954504
"서울특별시 구로구 구로동 779-66",126.8893834,37.4874431
"서울특별시 구로구 구로동 740-79",126.8863752,37.488997
"서울특별시 구로구 구로동 110-8",126.8890129,37.5012363
"서울특별시 구로구 구로동 97-4",126.8918855,37.4964175
"서울특별시 구로구 구로동 46-4",126.8919674,37.500518
"서울특별시 구로구 구로동 642-39",126.8753968,37.4976529
"서울특별시 구로구 구로동 796-72",126.8886417,37.4852267
"서울특별시 구로구 구로동 46-5",126.8916615,37.5003998
"서울특별시 구로구 구로동 642-9",126.8738085,37.4963276
"서울특별시 구로구 구로동 792-29",126.888725,37.4863187
"서울특별시 구로구 구로동 1280",126.8906507,37.4885326
"서울특별시 구로구 구로동 1280-1",126.8898836,37.4877199
"서울특별시 구로구 구로동 1281",126.8759913,37.4862802
"서울특별시 구로구 구로동 104-3",126.8909338,37.4969168
"서울특별시 구로구 구로동 74-30",126.8931718,37.4959268
"서울특별시 구로구 구로동 701-76",126.8773862,37.486234
"서울특별시 구로구 구로동 685-147",126.8751589,37.4959449
"서울특별시 구로구 구로동 685-70",126.8770213,37.4928559
"서울특별시 구로구 구로동 642-33",126.8761427,37.498215
"서울특별시 구로구 구로동 108",126.8899252,37.5003438
"서울특별시 구로구 구로동 800-9",126.8875985,37.485653
"서울특별시 구로구 구로동 791-12",126.889135,37.4861991
"서울특별시 구로구 궁동 182-10",126.8311405,37.4981405
"서울특별시 구로구 궁동 184-20",126.8316033,37.497035
"서울특별시 구로구 궁동 184-6",126.8314597,37.4968885
"서울특별시 구로구 궁동 198-39",126.8369701,37.4934117
"서울특별시 구로구 궁동 290",126.8296753,37.4934722
"서울특별시 구로구 신도림동 432-1",126.886384,37.5069052
"서울특별시 구로구 신도림동 642",126.880714,37.5057794
"서울특별시 구로구 신도림동 691",126.8781216,37.5070694
"서울특별시 구로구 신도림동 646",126.8868867,37.5106069
"서울특별시 구로구 신도림동 647",126.8807235,37.5070328
"서울특별시 구로구 신도림동 648",126.8828721,37.5055421
"서울특별시 구로구 신도림동 649",126.8826556,37.5083837
"서울특별시 구로구 신도림동 643",126.8827673,37.5110546
"서울특별시 구로구 신도림동 644",126.8857118,37.5085288
"서울특별시 구로구 신도림동 645",126.884195,37.5095183
"서울특별시 구로구 신도림동 692",126.8887332,37.5084321
"서울특별시 구로구 신도림동 290",126.8764944,37.5072702
"서울특별시 구로구 신도림동 338",126.8894187,37.5104893
"서울특별시 구로구 신도림동 435-10",126.8841144,37.5066504
"서울특별시 구로구 신도림동 412-3",126.8818079,37.503866
"서울특별시 구로구 신도림동 640",126.8871775,37.5076263
"서울특별시 구로구 신도림동 312-17",126.8857227,37.5113744
"서울특별시 구로구 신도림동 639",126.8854718,37.5121172
"서울특별시 구로구 신도림동 637",126.8842669,37.5128988
"서울특별시 구로구 신도림동 641",126.8840088,37.5119989
"서울특별시 구로구 오류동 344",126.8397345,37.4904484
"서울특별시 구로구 오류동 335",126.8477836,37.4932384
"서울특별시 구로구 오류동 343",126.8323456,37.4882212
"서울특별시 구로구 오류동 150-42",126.8437538,37.4906392
"서울특별시 구로구 오류동 350",126.8300055,37.4878178
"서울특별시 구로구 오류동 337",126.8303293,37.4893924
"서울특별시 구로구 오류동 339",126.8487754,37.4970649
"서울특별시 구로구 오류동 338",126.8395869,37.4992555
"서울특별시 구로구 오류동 345",126.8394956,37.4936096
"서울특별시 구로구 오류동 334",126.8472794,37.4966142
"서울특별시 구로구 오류동 108-42",126.8263721,37.488781
"서울특별시 구로구 오류동 340",126.8393636,37.4924955
"서울특별시 구로구 오류동 351",126.8294281,37.486921
"서울특별시 구로구 오류동 44-10",126.841017,37.4943138
"서울특별시 구로구 오류동 342",126.8388023,37.4915754
"서울특별시 구로구 오류동 347",126.8391356,37.498314
"서울특별시 구로구 오류동 75-2",126.8407626,37.4939446
"서울특별시 구로구 오류동 346",126.8415485,37.4915303
"서울특별시 구로구 오류동 31-4",126.845815,37.4976361
"서울특별시 구로구 오류동 348",126.8468548,37.4939258
"서울특별시 구로구 오류동 108-35",126.8266767,37.4890427
"서울특별시 구로구 오류동 108-43",126.8269366,37.4892696
"서울특별시 구로구 오류동 341",126.8409518,37.4983138
"서울특별시 구로구 온수동 154",126.8175343,37.4956507
"서울특별시 구로구 온수동 83",126.8185336,37.4957481
"서울특별시 구로구 온수동 155",126.8209912,37.4967367
"서울특별시 구로구 천왕동 280",126.8415075,37.4803813
"서울특별시 구로구 천왕동 281",126.8415075,37.4803813
"서울특별시 구로구 천왕동 352",126.8339685,37.4770716
"서울특별시 구로구 천왕동 353",126.8332577,37.479155
"서울특별시 구로구 천왕동 278",126.8415075,37.4803813
"서울특별시 구로구 천왕동 273",126.8415075,37.4803813
"서울특별시 구로구 천왕동 277",126.8415075,37.4803813
"서울특별시 구로구 천왕동 275",126.8415075,37.4803813
"서울특별시 구로구 항동 16-36",126.8209428,37.485576
"서울특별시 구로구 항동 233",126.8200612,37.4842553
"서울특별시 금천구 가산동 141-2",126.8911851,37.4788469
"서울특별시 금천구 가산동 140-9",126.8905234,37.4783316
"서울특별시 금천구 가산동 148-1",126.8961763,37.4767303
"서울특별시 금천구 가산동 769",126.8917131,37.4760163
"서울특별시 금천구 가산동 235-13",126.8912994,37.473103
"서울특별시 금천구 가산동 140-36",126.8896379,37.4781954
"서울특별시 금천구 가산동 234-46",126.8930343,37.4727507
"서울특별시 금천구 가산동 774",126.886913,37.4738609
"서울특별시 금천구 가산동 772",126.8936524,37.475374
"서울특별시 금천구 독산동 332-14",126.8927247,37.4669099
"서울특별시 금천구 독산동 711-2",126.8902608,37.4625204
"서울특별시 금천구 독산동 990-3",126.903082,37.4735526
"서울특별시 금천구 독산동 183-1",126.9062094,37.4697278
"서울특별시 금천구 독산동 1140",126.8887707,37.464677
"서울특별시 금천구 독산동 1144",126.9083566,37.4697765
"서울특별시 금천구 독산동 1088",126.886663,37.4602258
"서울특별시 금천구 독산동 293-10",126.8949576,37.4673525
"서울특별시 금천구 독산동 883-21",126.9067951,37.4772525
"서울특별시 금천구 독산동 1131",126.8922827,37.4609346
"서울특별시 금천구 독산동 992",126.9042554,37.4737131
"서울특별시 금천구 독산동 1132",126.9046107,37.4767142
"서울특별시 금천구 독산동 961-13",126.9041416,37.4767044
"서울특별시 금천구 독산동 956",126.9006895,37.4780464
"서울특별시 금천구 독산동 1006-132",126.8921275,37.4657897
"서울특별시 금천구 독산동 1017-8",126.900988,37.4684711
"서울특별시 금천구 독산동 1141",126.8995268,37.4705209
"서울특별시 금천구 독산동 181-139",126.9064302,37.4709445
"서울특별시 금천구 독산동 955",126.9001812,37.4770911
"서울특별시 금천구 독산동 184-3",126.9051718,37.469329
"서울특별시 금천구 독산동 965-1",126.9005017,37.4765913
"서울특별시 금천구 독산동 1143",126.8930743,37.4608384
"서울특별시 금천구 독산동 889-36",126.9067927,37.4767938
"서울특별시 금천구 독산동 1133",126.8920399,37.4700382
"서울특별시 금천구 독산동 1136",126.8931435,37.4682555
"서울특별시 금천구 독산동 1139",126.8941446,37.4710509
"서울특별시 금천구 독산동 887-5",126.9052399,37.4762082
"서울특별시 금천구 독산동 1093-4",126.8880443,37.4564805
"서울특별시 금천구 독산동 147-76",126.8965588,37.4753985
"서울특별시 금천구 독산동 917-3",126.9067921,37.4689935
"서울특별시 금천구 독산동 894-20",126.9080123,37.4768934
"서울특별시 금천구 독산동 894-3",126.9079625,37.477129
"서울특별시 금천구 시흥동 791-40",126.902437,37.4461395
"서울특별시 금천구 시흥동 956-6",126.9053478,37.4400421
"서울특별시 금천구 시흥동 820-12",126.9068133,37.4544967
"서울특별시 금천구 시흥동 1013",126.9186298,37.4482342
"서울특별시 금천구 시흥동 1017",126.9107448,37.4480716
"서울특별시 금천구 시흥동 1014",126.9112065,37.4510746
"서울특별시 금천구 시흥동 384-12",126.910466,37.4493702
"서울특별시 금천구 시흥동 992-2",126.8991062,37.4529457
"서울특별시 금천구 시흥동 1026",126.916618,37.4505197
"서울특별시 금천구 시흥동 1002-1",126.8991848,37.4487403
"서울특별시 금천구 시흥동 109-1",126.8983126,37.456119
"서울특별시 금천구 시흥동 959-11",126.9057467,37.4394979
"서울특별시 금천구 시흥동 1018",126.9095119,37.453435
"서울특별시 금천구 시흥동 1010",126.918954,37.451862
"서울특별시 금천구 시흥동 1006",126.9176177,37.4529815
"서울특별시 금천구 시흥동 999-1",126.8995615,37.456045
"서울특별시 금천구 시흥동 5-13",126.909601,37.4632563
"서울특별시 금천구 시흥동 948",126.9063201,37.4412477
"서울특별시 금천구 시흥동 173-8",126.9088529,37.4541426
"서울특별시 금천구 시흥동 817-29",126.9077424,37.4558939
"서울특별시 금천구 시흥동 806",126.9071059,37.4595534
"서울특별시 금천구 시흥동 1009",126.8976214,37.4545438
"서울특별시 금천구 시흥동 1015",126.8976513,37.4575869
"서울특별시 금천구 시흥동 200-4",126.9109972,37.4527216
"서울특별시 금천구 시흥동 266-2745",126.913568,37.4505692
"서울특별시 금천구 시흥동 882-61",126.9009875,37.4549933
"서울특별시 금천구 시흥동 1011",126.9136755,37.4493853
"서울특별시 금천구 시흥동 902-7",126.9032298,37.4505088
"서울특별시 금천구 시흥동 977-11",126.9052099,37.4343795
"서울특별시 금천구 시흥동 268-46",126.9155416,37.4489024
"서울특별시 금천구 시흥동 209",126.9105037,37.4537875
"서울특별시 금천구 시흥동 220-2",126.9140551,37.4533858
"서울특별시 노원구 공릉동 670-7",127.0765239,37.6183099
"서울특별시 노원구 공릉동 404-3",127.0714002,37.6245328
"서울특별시 노원구 공릉동 744",127.0753632,37.6290763
"서울특별시 노원구 공릉동 749",127.0719797,37.6255708
"서울특별시 노원구 공릉동 743",127.080272,37.6279793
"서울특별시 노원구 공릉동 738",127.0726411,37.6285981
"서울특별시 노원구 공릉동 752",127.0772707,37.6225929
"서울특별시 노원구 공릉동 753",127.0708643,37.6277209
"서울특별시 노원구 공릉동 379-5",127.0713416,37.6262325
"서울특별시 노원구 공릉동 670-20",127.0761919,37.6185055
"서울특별시 노원구 공릉동 604-11",127.0725194,37.6195174
"서울특별시 노원구 공릉동 380-1",127.0699903,37.6265796
"서울특별시 노원구 공릉동 492-1",127.0713548,37.6231709
"서울특별시 노원구 공릉동 740",127.0789484,37.6238783
"서울특별시 노원구 공릉동 751",127.0721976,37.6209872
"서울특별시 노원구 공릉동 705",127.0782557,37.6280519
"서울특별시 노원구 공릉동 745",127.0768608,37.628077
"서울특별시 노원구 공릉동 747",127.0799557,37.6210119
"서울특별시 노원구 공릉동 575-24",127.0733519,37.6213458
"서울특별시 노원구 공릉동 593-6",127.0757697,37.6207647
