"학교명","설립","주소","lon","lat"
"서울대학교사범대학부설초등학교","국립","서울특별시 종로구 대학로 64 (이화동)",127.0045565,37.5774071
"서울광희초등학교","공립","서울특별시 중구 다산로 269 , 서울광희초등학교 (신당동)",127.0151603,37.5672007
"서울교동초등학교","공립","서울특별시 종로구 삼일대로 446 , 서울교동초등학교 (경운동)",126.9876171,37.5751161
"서울금양초등학교","공립","서울특별시 용산구 효창원로 137 (효창동)",126.9605199,37.5406302
"서울남산초등학교","공립","서울특별시 중구 퇴계로22길 17 , 서울남산초등학교 (남산동2가)",126.9867189,37.559758
"서울남정초등학교","공립","서울특별시 용산구 원효로64길 17-10 (원효로2가,남정초등학교)",126.9651383,37.5363161
"서울덕수초등학교","공립","서울특별시 중구 덕수궁길 140 (정동)",126.9744424,37.5685606
"서울독립문초등학교","공립","서울특별시 종로구 통일로12길 23 , (무악동)",126.9602252,37.5741434
"서울매동초등학교","공립","서울특별시 종로구 사직로9길 19 (필운동,매동초등학교(본관동))",126.9668806,37.5772044
"서울명신초등학교","공립","서울특별시 종로구 낙산길 250 , 명신초등학교 (창신동)",127.0139101,37.5813392
"서울보광초등학교","공립","서울특별시 용산구 우사단로 20 (이태원동)",126.9963061,37.5324844
"서울봉래초등학교","공립","서울특별시 중구 손기정로 73 , 서울봉래초등학교 (만리동2가)",126.9638987,37.5563053
"서울삼광초등학교","공립","서울특별시 용산구 두텁바위로1나길 19 (후암동)",126.9768231,37.5473619
"서울서빙고초등학교","공립","서울특별시 용산구 서빙고로51길 14 (서빙고동)",126.9921325,37.5214444
"서울세검정초등학교","공립","서울특별시 종로구 세검정로9길1 (신영동)",126.9613843,37.6034769
"서울신당초등학교","공립","서울특별시 중구 난계로 141 (신당동)",127.0237741,37.563715
"서울신용산초등학교","공립","서울특별시 용산구 이촌로 255 (이촌동)",126.9756071,37.520194
"서울용산초등학교","공립","서울특별시 용산구 한강대로57길 33 (청파동3가)",126.9723321,37.5353163
"서울용암초등학교","공립","서울특별시 용산구 녹사평대로60길 39 (용산동2가) 용암초등학교",126.989469,37.5453432
"서울원효초등학교","공립","서울특별시 용산구 효창원로13길 38 , 서울원효초등학교 (산천동)",126.9516606,37.5362134
"서울이태원초등학교","공립","서울특별시 용산구 녹사평대로40길 19 , 이태원초등학교 (이태원동)",126.9879974,37.5359766
"서울장충초등학교","공립","서울특별시 중구 청구로17길 40 (신당동, 장충초등학교(창고))",127.0111323,37.559504
"서울재동초등학교","공립","서울특별시 종로구 북촌로4길 7 , 서울특별시 종로구 가회동 210번지 (가회동)",126.9855858,37.5799027
"서울창신초등학교","공립","서울특별시 종로구 지봉로 73 , 서울창신초등학교 (창신동)",127.0144101,37.5763398
"서울청구초등학교","공립","서울특별시 중구 다산로 170 , 서울청구초등학교 (신당동)",127.013938,37.558314
"서울청운초등학교","공립","서울특별시 종로구 자하문로 105 , 청운초등학교 (청운동)",126.9693286,37.5859415
"서울청파초등학교","공립","서울특별시 용산구 효창원로 228 (청파동2가)",126.9663212,37.547037
"서울충무초등학교","공립","서울특별시 중구 퇴계로50길 13 (장충동2가)",127.0017451,37.5620636
"서울한강초등학교","공립","서울특별시 용산구 한강대로14길 9 , 서울한강초등학교 (한강로3가)",126.9650904,37.5252025
"서울한남초등학교","공립","서울특별시 용산구 한남대로 112 (한남동,한남초등학교)",127.0049958,37.5389175
"서울혜화초등학교","공립","서울특별시 종로구 혜화로 32 , 서울혜화초등학교 (혜화동)",126.9998562,37.5890788
"서울효제초등학교","공립","서울특별시 종로구 대학로 12 (효제동,서울효제초등학교)",127.0029392,37.5725623
"서울후암초등학교","공립","서울특별시 용산구 두텁바위로 140 (후암동)",126.9823336,37.5509911
"서울흥인초등학교","공립","서울특별시 중구 청구로6길 11 (신당동, 서울흥인초등학교)",127.0142995,37.5604251
"동산초등학교","사립","서울특별시 중구 매봉18길 109 동산초등학교 (신당동)",127.0168549,37.5558424
"리라초등학교","사립","서울특별시 중구 소파로2길 7 (예장동)",126.9885837,37.5579702
"상명대학교사범대학부속초등학교","사립","서울특별시 종로구 홍지문2길 1 , 상명사대부속초등학교 (홍지동, 상명초등학교)",126.9562296,37.6008592
"숭의초등학교","사립","서울특별시 중구 소파로2길 10 (예장동,숭의여자대학)",126.9874967,37.5563973
"신광초등학교","사립","서울특별시 용산구 청파로 263 , 학교법인신광학원 (청파동3가)",126.9648311,37.5463644
"운현초등학교","사립","서울특별시 종로구 삼일대로 460 , (운니동, 운현초등학교 (운니동)",126.9881627,37.5756728
"서울가동초등학교","공립","서울특별시 송파구 중대로20길 47 (가락동)",127.130219,37.4973198
"서울가락초등학교","공립","서울특별시 송파구 송파대로37길 45 (가락동,가락초등학교)",127.1077921,37.4997675
"서울가원초등학교","공립","서울특별시 송파구 중대로4길 8 (문정동)",127.1110221,37.4893692
"서울가주초등학교","공립","서울특별시 송파구 오금로40길 37 (가락동)",127.1293812,37.4965216
"서울강덕초등학교","공립","서울특별시 강동구 동남로82길 94-54 (고덕동,서울강덕초등학교)",127.1603131,37.5589001
"서울강동초등학교","공립","서울특별시 강동구 상암로14길 77 , 서울강동초등학교 (천호동)",127.1300393,37.5461969
"서울강명초등학교","공립","서울특별시 강동구 상일로 , 74-1",127.1733219,37.5548237
"서울강일초등학교","공립","서울특별시 강동구 아리수로98길 24 , 서울강일초등학교 (강일동)",127.1773706,37.5651447
"서울개롱초등학교","공립","서울특별시 송파구 문정로 211 (오금동)",127.1398426,37.4973677
"서울거여초등학교","공립","서울특별시 송파구 마천로25길 18 (오금동, 거여초등학교)",127.1408721,37.5046842
"서울거원초등학교","공립","서울특별시 송파구 양산로2길 26 (거여동,거원초등학교)",127.1447579,37.4878179
"서울고덕초등학교","공립","서울특별시 강동구 아리수로82길 42 (고덕동) 고덕초등학교",127.1665624,37.5607056
"서울고명초등학교","공립","서울특별시 강동구 고덕로46길 53 , 서울고명초등학교 (명일동)",127.1468816,37.5529726
"서울고일초등학교","공립","서울특별시 강동구 구천면로93길 20 (상일동,서울고일초등학교)",127.1688958,37.5519289
"서울길동초등학교","공립","서울특별시 강동구 양재대로116길 69 (길동,길동초등학교)",127.1447715,37.5380673
"서울남천초등학교","공립","서울특별시 송파구 성내천로 207 (마천동,남천초등학교)",127.1504486,37.5014492
"서울대명초등학교","공립","서울특별시 강동구 상암로 271 (명일동)",127.1532863,37.5470959
"서울둔촌초등학교","공립","서울특별시 강동구 양재대로88길 27 (둔촌동)",127.1375921,37.5260751
"서울마천초등학교","공립","서울특별시 송파구 마천로61다길 24 (마천동)",127.1524746,37.4954974
"서울명덕초등학교","공립","서울특별시 강동구 양재대로156길 11 (고덕동)",127.1460547,37.5568201
"서울명원초등학교","공립","서울특별시 강동구 명일로 364 (명일동)서울명원초등학교",127.1503974,37.5508081
"서울명일초등학교","공립","서울특별시 강동구 고덕로38길 8 , 서울명일초등학교 (암사동,서울명일초등학교)",127.142162,37.5541887
"서울묘곡초등학교","공립","서울특별시 강동구 동남로79길 46 , 묘곡초등학교 (고덕동)",127.1531495,37.558505
"서울문덕초등학교","공립","서울특별시 송파구 송이로34길 60 (문정동)",127.1275633,37.4852891
"서울문정초등학교","공립","서울특별시 송파구 문정로5길 20 , 서울문정초등학교 (문정동)",127.128957,37.4891859
"서울문현초등학교","공립","서울특별시 송파구 충민로 137 (장지동)",127.1302443,37.4827534
"서울방산초등학교","공립","서울특별시 송파구 오금로27길 42 (방이동)",127.1210128,37.5093221
"서울방이초등학교","공립","서울특별시 송파구 위례성대로10길 4 , 서울방이초등학교 (방이동)",127.1205626,37.5130915
"서울버들초등학교","공립","서울특별시 송파구 석촌호수로 81 , 서울버들초등학교 (잠실동)",127.0890283,37.5103926
"서울삼전초등학교","공립","서울특별시 송파구 백제고분로28길 19 (삼전동)",127.092488,37.50135
"서울상일초등학교","공립","서울시 강동구 천호대로  1477",127.1723531,37.5471517
"서울석촌초등학교","공립","서울특별시 송파구 가락로11길 26 (석촌동,석촌초등학교)",127.1048724,37.5027584
"서울선린초등학교","공립","서울특별시 강동구 진황도로61길 29 (둔촌동,선린초등학교)",127.1458768,37.5295846
"서울선사초등학교","공립","서울특별시 강동구 올림픽로 837 (암사동)",127.1284369,37.5558399
"서울성내초등학교","공립","서울특별시 강동구 성내로3길 19 (성내동,서울성내초등학교)",127.1225668,37.5313725
"서울성일초등학교","공립","서울특별시 강동구 성내로15길 33 , 서울성일초등학교 (성내동)",127.1283671,37.5291658
"서울세륜초등학교","공립","서울특별시 송파구 양재대로 1264 (방이동,세륜초등학교)",127.1335391,37.518599
"서울송례초등학교","공립","서울특별시 송파구 위례순환로 439 (장지동) 서울송례초등학교",127.1383172,37.4777421
"서울송전초등학교","공립","서울특별시 송파구 석촌호수로 159 (잠실동)",127.0949748,37.5084993
"서울송파초등학교","공립","서울특별시 송파구 백제고분로 400 (송파동)",127.1107382,37.5070348
"서울신가초등학교","공립","서울특별시 송파구 송이로 75 (가락동) 43-1",127.1198579,37.5003769
"서울신명초등학교","공립","서울특별시 강동구 명일로24길 33 , 서울신명초등학교 (길동)",127.1495079,37.5409478
"서울신암초등학교","공립","서울특별시 강동구 올림픽로93길 33-16 , 서울신암초등학교 (암사동)",127.1244002,37.549484
"서울신천초등학교","공립","서울특별시 송파구 올림픽로 215 , 서울신천초등학교 (잠실동,잠실주공아파트5단지)",127.0950429,37.51396
"서울아주초등학교","공립","서울특별시 송파구 올림픽로4길 59 , 서울아주초등학교 (잠실동)",127.0757276,37.505875
"서울영풍초등학교","공립","서울특별시 송파구 오금로57길 15 , (거여동)",127.1419556,37.4954512
"서울오금초등학교","공립","서울특별시 송파구 위례성대로22길 11 (오금동,오금초등학교)",127.1318173,37.5090168
"서울오륜초등학교","공립","서울특별시 송파구 양재대로 1196 , 서울오륜초등학교 (방이동)",127.1347813,37.5122054
"서울위례별초등학교","공립","서울특별시 송파구 위례광장로 243 , 서울위례별초등학교 (장지동)",127.14503,37.4789306
"서울위례초등학교","공립","서울특별시 강동구 명일로 23 , 서울위례초등학교 (둔촌동)",127.1371774,37.5257926
"서울잠동초등학교","공립","서울특별시 송파구 올림픽로35길 122 (신천동)",127.1015754,37.5190781
"서울잠신초등학교","공립","서울특별시 송파구 잠실로 32 (잠실동)",127.0879195,37.5141325
"서울잠실초등학교","공립","서울특별시 송파구 올림픽로35길 20 (신천동,잠실초등학교)",127.1114301,37.5202095
"서울잠일초등학교","공립","서울특별시 송파구 올림픽로 95 (잠실동, 서울잠일초등학교)",127.081572,37.5148763
"서울잠전초등학교","공립","서울특별시 송파구 올림픽로12길 51 , (잠실동,서울잠전초등학교) ",127.0842942,37.5070162
"서울잠현초등학교","공립","서울특별시 송파구 올림픽로37길 109 (신천동)",127.0995,37.5200705
"서울중대초등학교","공립","서울특별시 송파구 송파대로36길 8 , 서울중대초등학교 (송파동)",127.1136152,37.4994509
"서울천동초등학교","공립","서울특별시 강동구 성안로 200 , 서울천동초등학교 (길동)",127.1375658,37.5405686
"서울천일초등학교","공립","서울특별시 강동구 구천면로 266 , 서울천일초등학교 (천호동)",127.1333193,37.5442053
"서울천호초등학교","공립","서울특별시 강동구 구천면로 310-11 , 천호초등학교 (천호동)",127.1365471,37.5473393
"서울토성초등학교","공립","서울특별시 송파구 풍성로20길 44 , (풍납동, 토성초등학교)",127.115339,37.531872
"서울평화초등학교","공립","서울특별시 송파구 송파대로26길 22 , 서울평화초등학교 (가락동)",127.1226798,37.4915188
"서울풍납초등학교","공립","서울특별시 송파구 풍성로 43 (풍납동)",127.1174625,37.5348603
"서울풍성초등학교","공립","서울특별시 송파구 강동대로2길 13 , (풍납동,풍성초등학교)",127.1132908,37.5259311
"서울한산초등학교","공립","서울특별시 강동구 풍성로 261 , 서울한산초등학교 (둔촌동)",127.1414269,37.5280147
"서울가곡초등학교","공립","서울특별시 강서구 공항대로36길 74 (내발산동,가곡초등학교)",126.8358171,37.5553392
"서울가양초등학교","공립","서울특별시 강서구 허준로 186 (가양동) 서울가양초등학교 ",126.8589813,37.5615888
"서울갈산초등학교","공립","서울특별시 양천구 목동로 31 (신정동,서울갈산초등학교)",126.8701205,37.5116229
"서울강서초등학교","공립","서울특별시 양천구 오목로 31 (신월동)",126.8409133,37.5223088
"서울강신초등학교","공립","서울특별시 양천구 월정로 280 (신월동)",126.8295869,37.5428793
"서울강월초등학교","공립","서울특별시 양천구 신월로 97 서울강월초등학교 (신월동)",126.8340791,37.5160347
"서울개화초등학교","공립","서울특별시 강서구 양천로 11 , 서울개화초등학교 (방화동)",126.804403,37.5734475
"서울경인초등학교","공립","서울특별시 양천구 안양천로 1009 (목동,서울경인초등학교)",126.8864239,37.5325929
"서울계남초등학교","공립","서울특별시 양천구 목동동로2길 54 , 서울계남초등학교 (신정동)",126.8602049,37.5097063
"서울공진초등학교","공립","서울특별시 강서구 마곡서로 33 (마곡동)",126.8371567,37.5724772
"서울공항초등학교","공립","서울특별시 강서구 마곡서1로 68 (마곡동)",126.8215639,37.5632004
"서울남명초등학교","공립","서울특별시 양천구 중앙로23길 3 (신정동,서울남명초등학교)",126.8537886,37.5154833
"서울내발산초등학교","공립","서울특별시 강서구 강서로46길 23 , 내발산초등학교 (내발산동)",126.8377337,37.5512842
"서울등마초등학교","공립","서울특별시 강서구 등촌로35길 12 (등촌동)서울등마초등학교",126.8616205,37.5419246
"서울등명초등학교","공립","서울특별시 강서구 강서로56나길 34 , 등명초등학교 (등촌동)",126.8417864,37.5608685
"서울등서초등학교","공립","서울특별시 강서구 화곡로58길 86 , 서울등서초등학교 (화곡동)",126.8548709,37.55159
"서울등양초등학교","공립","서울특별시 강서구 강서로56나길 140 , 서울등양초등학교 (등촌동)",126.8447882,37.5644493
"서울등원초등학교","공립","서울특별시 강서구 화곡로65길 90 , 서울등원초등학교 (등촌동)",126.8500835,37.5603228
"서울등촌초등학교","공립","서울특별시 강서구 등촌로39길 71 (등촌동,등촌초등학교)",126.8581484,37.5474794
"서울등현초등학교","공립","서울특별시 강서구 화곡로65길 124 (등촌동, 서울등현초등학교)",126.8478066,37.5612044
"서울목동초등학교","공립","서울특별시 양천구 목동동로12길 12 (신정동)",126.8721597,37.5224861
"서울목운초등학교","공립","서울특별시 양천구 목동동로 235 , 서울목운초등학교 (목동)",126.8729254,37.5267322
"서울목원초등학교","공립","서울특별시 양천구 목동중앙로 204 (목동)",126.8824793,37.5427277
"서울발산초등학교","공립","서울특별시 강서구 강서로45길 113 (내발산동)",126.8310504,37.5503201
"서울방화초등학교","공립","서울특별시 강서구 양천로6길 92 (방화동)",126.8063749,37.5686983
"서울백석초등학교","공립","서울특별시 강서구 공항대로 491 (등촌동,백석초등학교)",126.862182,37.5534426
"서울삼정초등학교","공립","서울특별시 강서구 금낭화로 222 , 방화3동 (방화동)",126.8108471,37.5803891
"서울서정초등학교","공립","서울특별시 양천구 목동로8길 19 , 서울서정초등학교 (목동)",126.8670389,37.5241668
"서울송정초등학교","공립","서울특별시 강서구 공항대로3길 18 (공항동,송정초등학교)",126.8109304,37.5621435
"서울송화초등학교","공립","서울특별시 강서구 방화대로 34길 2 (방화동)",126.8174657,37.5682828
"서울수명초등학교","공립","서울특별시 강서구 수명로1길 84 , 서울수명초등학교 (내발산동)",126.823455,37.5527211
"서울신강초등학교","공립","서울특별시 양천구 중앙로55길 72 , 서울신강초등학교 (신월동)",126.841651,37.525787
"서울신곡초등학교","공립","서울특별시 강서구 등촌로13자길 42-14 , 서울신곡초등학교 (화곡동)",126.8558156,37.5386194
"서울신기초등학교","공립","서울특별시 양천구 신정로 292 , 서울신기초등학교 (신정동)",126.8539832,37.5109561
"서울신남초등학교","공립","서울특별시 양천구 절골8길 33 (신월동)",126.844269,37.5162714
"서울신목초등학교","공립","서울특별시 양천구 신목로5길 11-6 , 서울신목초등학교 (신정동)",126.8728979,37.5168168
"서울신서초등학교","공립","서울특별시 양천구 목동서로10길 35 (신정동 312-1번지)",126.8624543,37.5201495
"서울신원초등학교","공립","서울특별시 양천구 남부순환로58길 32 (신월동)",126.8299687,37.5295272
"서울신월초등학교","공립","서울특별시 강서구 강서로31길 48 , 서울신월초등학교 (화곡동)",126.8390394,37.5399522
"서울신은초등학교","공립","서울특별시 양천구 신정이펜2로 30 (신정동)",126.8320256,37.5139921
"서울신정초등학교","공립","서울특별시 강서구 곰달래로31가길 27 , 서울신정초등학교 (화곡동)",126.852581,37.5326386
"서울양강초등학교","공립","서울특별시 양천구 오목로 101 (신월동)",126.8479995,37.5240784
"서울양동초등학교","공립","서울특별시 양천구 오목로23길 24 (신정동, 서울양동초등학교)",126.851122,37.526149
"서울양명초등학교","공립","서울특별시 양천구 중앙로 204 (신정동)",126.8626511,37.5075206
"서울양목초등학교","공립","서울특별시 양천구 목동로11길 30 , 신정4동 1001 (신정동)",126.8612044,37.5236213
"서울양원초등학교","공립","서울특별시 양천구 화곡로 16 (신월동)",126.8233181,37.5384029
"서울양천초등학교","공립","서울특별시 강서구 양천로 329 , 서울양천초등학교  (가양동)",126.8395941,37.569893
"서울양화초등학교","공립","서울특별시 양천구 목동중앙북로16길 57 양화초등학교 (목동)",126.8739289,37.5436987
"서울염강초등학교","공립","서울특별시 강서구 허준로 221-22 (가양동)",126.8644193,37.5611473
"서울염경초등학교","공립","서울특별시 강서구 양천로69길 49 , 서울염경초등학교 (염창동)",126.8715559,37.5548296
"서울염동초등학교","공립","서울특별시 강서구 양천로73길 17 (염창동)",126.872373,37.5521222
"서울염창초등학교","공립","서울특별시 강서구 양천로 646-28 , 서울염창초등학교 (염창동)",126.8676749,37.553083
"서울영도초등학교","공립","서울특별시 양천구 목동중앙로 70 , 서울영도초등학교 (목동)",126.8714808,37.5356478
"서울우장초등학교","공립","서울특별시 강서구 화곡로 263 (화곡동)",126.8460773,37.5492011
"서울월정초등학교","공립","서울특별시 강서구 월정로 176 (화곡동)",126.8360595,37.5347268
"서울월촌초등학교","공립","서울특별시 양천구 목동중앙로 132 , 서울월촌초등학교 (목동)",126.876119,37.540064
"서울은정초등학교","공립","서울특별시 양천구 목동남로 85 , 서울은정초등학교 (신정동)",126.8673455,37.5112042
"서울장수초등학교","공립","서울특별시 양천구 신정로13가길 30 (신정동)",126.8450848,37.512878
"서울정곡초등학교","공립","서울특별시 강서구 방화대로50길 22 정곡초등학교 (방화동)",126.8188873,37.5765464
"서울정목초등학교","공립","서울특별시 양천구 목동중앙로3길 30-10 (목동)",126.8703211,37.5370581
"서울지향초등학교","공립","서울특별시 양천구 신정로11길 74 서울지향초등학교 (신정동)",126.8374014,37.5130111
"서울치현초등학교","공립","서울특별시 강서구 방화대로47길 43 , 서울치현초등학교 (방화동)",126.8146241,37.5755586
"서울탑산초등학교","공립","서울특별시 강서구 허준로 109 (가양동)",126.8521896,37.5666739
"서울화곡초등학교","공립","서울특별시 강서구 초록마을로 28 , 화곡초등학교 (화곡동)",126.8460664,37.5432297
"서울화일초등학교","공립","서울특별시 강서구 까치산로10길 70 , 서울화일초등학교 (화곡동)",126.8474955,37.5408075
"유석초등학교","사립","서울특별시 강서구 화곡로69길 9 (등촌동)",126.8534143,37.5598894
"서울교육대학교부설초등학교","국립","서울특별시 서초구 서초중앙로 96 (서초동) 1650번지",127.0164124,37.4899615
"서울개원초등학교","공립","서울특별시 강남구 선릉로 29 , 개원초등학교 (개포동)",127.0587418,37.48163
"서울개일초등학교","공립","서울특별시 강남구 개포로 401 , 개일초등학교 (개포동,개일초등학교)",127.057964,37.4857406
"서울개포초등학교","공립","서울특별시 강남구 영동대로3길 45 (개포초등학교) (개포동)",126.9204192,37.551736
"서울구룡초등학교","공립","서울특별시 강남구 개포로 263 (개포동)",127.051863,37.4807232
"서울논현초등학교","공립","서울특별시 강남구 강남대로120길 33 (논현동, 논현초등학교)",127.026133,37.508376
"서울대곡초등학교","공립","서울특별시 강남구 남부순환로 3022 (대치동) 대곡초등학교",127.0650185,37.494667
"서울대도초등학교","공립","서울특별시 강남구 선릉로 209 , 서울대도초등학교 (도곡동)",127.0539354,37.4924478
"서울대모초등학교","공립","서울특별시 강남구 광평로20길 27 , 서울대모초등학교 (일원동)",127.086224,37.4812067
"서울대왕초등학교","공립","서울특별시 강남구 헌릉로618길 8 서울대왕초등학교 (세곡동)",127.1051545,37.4642163
"서울대진초등학교","공립","서울특별시 강남구 개포로109길 74 (개포동,대진초등학교)",127.0779765,37.4970272
"서울대청초등학교","공립","서울특별시 강남구 양재대로55길 28 (일원동,대청초등학교)",127.0878776,37.4927958
"서울대치초등학교","공립","서울특별시 강남구 양재천로 363 , 서울대치초등학교 (대치동)",127.0619647,37.4912707
"서울대현초등학교","공립","서울특별시 강남구 역삼로98길 16 (대치동,대현초등학교)",127.0633241,37.5032941
"서울도곡초등학교","공립","서울특별시 강남구 선릉로64길 33 , 서울도곡초등학교 (대치동4동 924-10)",127.054575,37.498989
"서울도성초등학교","공립","서울특별시 강남구 역삼로 313 (역삼동)",127.0489326,37.5013049
"서울매헌초등학교","공립","서울특별시 서초구 언남길 8 (양재동)",127.042085,37.471067
"서울반원초등학교","공립","서울특별시 서초구 잠원로3길 28 , 서울반원초등학교 (잠원동)",127.0039166,37.510174
"서울반포초등학교","공립","서울특별시 서초구 신반포로 55-4 , 서울반포초등학교 (반포동)",126.9910688,37.502792
"서울방배초등학교","공립","서울특별시 서초구 방배중앙로13길 26 (방배동,방배초등학교)",126.9871509,37.487137
"서울방일초등학교","공립","서울특별시 서초구 방배로18길 52 (방배동)",126.9982024,37.4853425
"서울방현초등학교","공립","서울특별시 서초구 효령로4길 58 (방배동,방현초등학교)",126.9901376,37.4760739
"서울봉은초등학교","공립","서울특별시 강남구 학동로 610 , 서울봉은초등학교 (삼성동)",127.0609921,37.5201195
"서울삼릉초등학교","공립","서울특별시 강남구 봉은사로63길 22 , 서울삼릉초등학교 (삼성동)",127.0469643,37.5130981
"서울서래초등학교","공립","서울특별시 서초구 방배로 260 (방배동,서래초등학교)",126.9893029,37.4962335
"서울서원초등학교","공립","서울특별시 서초구 고무래로 63 (반포동,서원초등학교)",127.0152177,37.5025711
"서울서이초등학교","공립","서울특별시 서초구 서운로 35 , 서울서이초등학교 (서초동)",127.0260126,37.4911091
"서울서일초등학교","공립","서울특별시 서초구 남부순환로339길 38 , 서울서일초등학교 (서초동)",127.0222731,37.4851011
"서울서초초등학교","공립","서울특별시 서초구 서운로 178 (서초동,서초초등학교)",127.0238869,37.4992201
"서울세명초등학교","공립","서울특별시 강남구 자곡로 55 , 서울세명초등학교 (세곡동)",127.0909147,37.4687124
"서울수서초등학교","공립","서울특별시 강남구 광평로51길 46 , 서울수서초등학교 (수서동)",127.1014041,37.4909352
"서울신구초등학교","공립","서울특별시 강남구 압구정로18길 28 , 신구초등학교 (신사동)",127.0240669,37.5233626
"서울신동초등학교","공립","서울특별시 서초구 나루터로 15 서울신동초등학교 (잠원동)",127.0119154,37.517057
"서울신중초등학교","공립","서울특별시 서초구 남부순환로317길 15 , 서울신중초등학교 (서초동)",127.0096911,37.4800182
"서울압구정초등학교","공립","서울특별시 강남구 압구정로39길 29 , 서울압구정초등학교 (압구정동)",127.032687,37.531151
"서울양재초등학교","공립","서울특별시 서초구 바우뫼로18길 14 , 서울양재초등학교 (양재동)",127.031828,37.4741304
"서울양전초등학교","공립","서울특별시 강남구 개포로 513 , 서울양전초등학교 (개포동)",127.0693775,37.4902924
"서울언남초등학교","공립","서울특별시 서초구 헌릉로8길 42 , 서울언남초등학교 (내곡동)",127.0617096,37.4538893
"서울언북초등학교","공립","서울특별시 강남구 삼성로135길 42  (청담동)",127.0451,37.5199257
"서울언주초등학교","공립","서울특별시 강남구 남부순환로363길 19 (도곡동)",127.0367809,37.4862841
"서울역삼초등학교","공립","서울특별시 강남구 강남대로66길 21 (역삼동)",127.0328543,37.492918
"서울영희초등학교","공립","서울특별시 강남구 일원로 21 , 영희초등학교 (일원동)",127.0809684,37.4921904
"서울왕북초등학교","공립","서울특별시 강남구 광평로31길 74 (수서동,서울왕북초등학교)",127.0860406,37.4863899
"서울우면초등학교","공립","서울특별시 서초구 태봉로 59 , 서울우면초등학교 (우면동)",127.0237457,37.4645759
"서울우솔초등학교","공립","서울특별시 서초구 양재대로2길 74 , 서울우솔초등학교 (우면동)",127.0193586,37.4570428
"서울우암초등학교","공립","서울특별시 서초구 바우뫼로7길 38 (우면동)",127.0239065,37.4721905
"서울원명초등학교","공립","서울특별시 서초구 고무래로 90-6 서울원명초등학교 (서초동)",127.0166659,37.500365
"서울원촌초등학교","공립","서울특별시 서초구 사평대로45길 26 , 서울원촌초등학교 (반포동)",127.0127947,37.5059412
"서울율현초등학교","공립","서울특별시 강남구 밤고개로21길 15 , 서울율현초등학교 (자곡동)",127.1077121,37.4745733
"서울이수초등학교","공립","서울특별시 서초구 방배천로4길 23 , 서울이수초등학교 (방배동)",126.9845547,37.4780457
"서울일원초등학교","공립","서울특별시 강남구 영동대로4길 20 , 일원초등학교 (일원동)",127.0760251,37.4897962
"서울자곡초등학교","공립","서울특별시 강남구 자곡로 150 (자곡동)",127.0998493,37.4725138
"서울잠원초등학교","공립","서울특별시 서초구 신반포로16길 15-25 (반포동, 잠원초등학교)",126.9977047,37.5017734
"서울청담초등학교","공립","서울특별시 강남구 압구정로71길 9 , 서울청담초등학교 (청담동)",127.0451629,37.528218
"서울포이초등학교","공립","서울특별시 강남구 개포로22길 87 , 서울포이초등학교 (개포동,포이초등학교)",127.0579436,37.4857238
"서울학동초등학교","공립","서울특별시 강남구 선릉로115길 42 , 서울학동초등학교 (논현동)",127.0398539,37.5120426
"계성초등학교","사립","서울특별시 서초구 신반포로19길 23 , 계성초등학교 (반포동)",126.9968305,37.5046538
"서울강남초등학교","공립","서울특별시 동작구 강남초등길 15 (상도1동)",126.9535841,37.5060798
"서울관악초등학교","공립","서울특별시 관악구 청룡4길 49 , 서울관악초등학교 (봉천동)",126.9433087,37.4806002
"서울구암초등학교","공립","서울특별시 관악구 구암길 1 , 서울구암초등학교 (봉천동)",126.9468905,37.4894569
"서울난곡초등학교","공립","서울특별시 관악구 난곡로35길 102 , 서울난곡초등학교 (신림동)",126.9166459,37.4692635
"서울난우초등학교","공립","서울특별시 관악구 난우길 40 (신림동,난우초등학교)",126.9175336,37.477128
"서울난향초등학교","공립","서울특별시 관악구 난향길 9 (신림동)",126.9180741,37.4624143
"서울남부초등학교","공립","서울특별시 관악구 남부순환로163길 14 (신림동,남부초등학교)",126.9221162,37.4848216
"서울남사초등학교","공립","서울특별시 동작구 동작대로13길 22 , 서울남사초등학교 (사당동)",126.9784544,37.4822517
"서울남성초등학교","공립","서울특별시 동작구 사당로23길 57-14 (사당동, 서울남성초등학교)",126.9758609,37.4842393
"서울노량진초등학교","공립","서울특별시 동작구 장승배기로 160 (노량진동)",126.9409291,37.5113579
"서울당곡초등학교","공립","서울특별시 관악구 보라매로2길 23 , 서울당곡초등학교 (봉천동)",126.9299764,37.4899322
"서울대림초등학교","공립","서울특별시 동작구 대방동1길 22 , 서울대림초등학교 (대방동)",126.9253099,37.500653
"서울동작초등학교","공립","서울특별시 동작구 동작대로29길 214 (사당동)",126.9770792,37.4942206
"서울문창초등학교","공립","서울특별시 동작구 신대방2길 14 , 서울문창초등학교 (신대방동)",126.9137666,37.4890267
"서울미성초등학교","공립","서울특별시 관악구 문성로 79 , 서울미성초등학교 (신림동)",126.9122091,37.4776652
"서울보라매초등학교","공립","서울특별시 동작구 여의대방로16길 30 서울보라매초등학교 (신대방동)",126.9164914,37.4959236
"서울본동초등학교","공립","서울특별시 동작구 노량진로26길 16-40 , 서울본동초등학교 (본동)",126.953596,37.5100699
"서울봉천초등학교","공립","서울특별시 관악구 행운1라길 17 , 봉천초등학교 (봉천동)",126.9576683,37.4830169
