"학교명","설립","주소","lon","lat"
"서울봉현초등학교","공립","서울특별시 관악구 성현로 117 (봉천동)",126.9556171,37.4910197
"서울사당초등학교","공립","서울특별시 관악구 남현4길 51 , 서울사당초등학교 (남현동)",126.9737232,37.4735357
"서울삼성초등학교","공립","서울특별시 관악구 대학7길 52 (신림동)",126.9409762,37.4678163
"서울삼일초등학교","공립","서울특별시 동작구 사당로23나길 27 , 서울삼일초등학교 (사당동)",126.9750554,37.4880999
"서울상도초등학교","공립","서울특별시 동작구 성대로21길 62 (상도동,상도초등학교)",126.9373438,37.499695
"서울상현초등학교","공립","서울특별시 동작구 상도로58길 21 (상도동)",126.9518689,37.4946839
"서울신길초등학교","공립","서울 동작구 알마타길 16 (대방동,서울신길초등학교)",126.9265939,37.5104181
"서울신남성초등학교","공립","서울특별시 동작구 사당로 146 (사당동, 서울신남성초등학교)",126.9650765,37.4889037
"서울신림초등학교","공립","서울특별시 관악구 문성로28길 31 (신림동,신림초등학교)",126.9272999,37.4771503
"서울신봉초등학교","공립","서울특별시 관악구 양녕로6나길 1 , 서울신봉초등학교 (봉천동)",126.9490024,37.4852109
"서울신상도초등학교","공립","서울특별시 동작구 장승배기로 14 (상도동)",126.9440809,37.5004006
"서울신성초등학교","공립","서울특별시 관악구 신림로 114 (신림동)",126.9320706,37.4869509
"서울신우초등학교","공립","서울특별시 관악구 호암로 498 , 서울신우초등학교 (신림동,신우초등학교)",126.9322825,37.4631577
"서울영본초등학교","공립","서울특별시 동작구 만양로12가길 69 (본동,서울영본초등학교)",126.948641,37.510597
"서울영화초등학교","공립","서울특별시 동작구 등용로8길 3 , 서울영화초등학교 (대방동)",126.9330589,37.5091521
"서울원당초등학교","공립","서울특별시 관악구 봉천로 505 (봉천동)",126.9560764,37.4811753
"서울원신초등학교","공립","서울특별시 관악구 광신길 177 , 원신초등학교 (신림동)",126.9272992,37.467163
"서울은로초등학교","공립","서울특별시 동작구 서달로 115 , 은로초등학교 (흑석동)",126.9600286,37.5032922
"서울은천초등학교","공립","서울특별시 관악구 은천로 69 (봉천동,은천초등학교)",126.9427505,37.4869483
"서울인헌초등학교","공립","서울특별시 관악구 낙성대로 23 (봉천동, 서울인헌초등학교)",126.9601296,37.4763751
"서울조원초등학교","공립","서울특별시 관악구 조원로 67 (신림동)",126.9094507,37.484106
"서울청룡초등학교","공립","서울특별시 관악구 관악로5길 61 , 서울청룡초등학교 (봉천동)",126.9512178,37.4756972
"서울행림초등학교","공립","서울특별시 동작구 솔밭로 47 (사당동)",126.9652979,37.4823386
"서울흑석초등학교","공립","서울특별시 동작구 현충로 87 , 서울흑석초등학교 (흑석동)",126.9651669,37.508625
"중앙대학교사범대학부속초등학교","사립","서울특별시 동작구 서달로 135 , 중앙대학교 사범대학 부속초등학교 (흑석동)",126.9601952,37.5057919
"서울경동초등학교","공립","서울특별시 성동구 성수일로 34 (성수동1가,경동초등학교)",127.0504631,37.5429557
"서울경수초등학교","공립","서울특별시 성동구 뚝섬로13길 22 (성수동2가,경수초등학교)",127.058268,37.540067
"서울경일초등학교","공립","서울특별시 성동구 뚝섬로 332 (성수동1가,경일초등학교)",127.0470746,37.5404004
"서울광남초등학교","공립","서울특별시 광진구 아차산로70길 35 , 서울광남초등학교 (광장동)",127.1007084,37.5409208
"서울광장초등학교","공립","서울특별시 광진구 광장로1길 27 , 서울광장초등학교 (광장동)",127.1011247,37.5484559
"서울광진초등학교","공립","서울특별시 광진구 자양로40길 41 (구의동)",127.0913267,37.5475128
"서울구남초등학교","공립","서울특별시 광진구 구의강변로 69 (구의동)",127.0922582,37.5369552
"서울구의초등학교","공립","서울특별시 광진구 광나루로30길 49 , 서울구의초등학교 (화양동)",127.080349,37.5429916
"서울금북초등학교","공립","서울특별시 성동구 행당로1길 13 , 서울금북초등학교 (금호동1가,금북초등학교)",127.0235075,37.5574327
"서울금옥초등학교","공립","서울특별시 성동구 독서당로 251 (금호동4가)",127.0246291,37.5451886
"서울금호초등학교","공립","서울특별시 성동구 무수막길 69 (금호동2가, 금호초등학교)",127.0201047,37.5525373
"서울동명초등학교","공립","서울특별시 성동구 마장로29길 29 , 서울동명초등학교 (마장동)",127.0357138,37.5688411
"서울동의초등학교","공립","서울특별시 광진구 영화사로 111 , 동의초등학교 (구의동)",127.0990191,37.5534784
"서울동자초등학교","공립","서울특별시 광진구 뚝섬로 561 (자양동)",127.072115,37.5346695
"서울동호초등학교","공립","서울특별시 성동구 동호로5길 133 , 서울동호초등학교 (옥수동)",127.0101336,37.546399
"서울마장초등학교","공립","서울특별시 성동구 마장로35나길 31 (마장동)",127.042205,37.5682297
"서울무학초등학교","공립","서울특별시 성동구 무학봉15길 21 , 서울무학초등학교 (하왕십리동)",127.0295202,37.5628695
"서울사근초등학교","공립","서울특별시 성동구 사근동11길 16 (사근동)",127.0478174,37.5628932
"서울성수초등학교","공립","서울특별시 성동구 아차산로17길 21 (성수동2가)",127.0631573,37.544058
"서울성자초등학교","공립","서울특별시 광진구 뚝섬로56길 7 , 서울성자초등학교 교무실 (자양동)",127.0831476,37.5313201
"서울송원초등학교","공립","서울특별시 성동구 동일로43길 9 (송정동,송원초등학교)",127.0695721,37.5541213
"서울숭신초등학교","공립","서울특별시 성동구 마장로 161 (하왕십리동)",127.0369547,37.5663079
"서울신양초등학교","공립","서울특별시 광진구 능동로 42 (자양동,서울신양초등학교)",127.069156,37.5345681
"서울신자초등학교","공립","서울특별시 광진구 뚝섬로46길 64 (자양동,서울신자초등학교)",127.0754495,37.530094
"서울양남초등학교","공립","서울특별시 광진구 뚝섬로64길 71 (자양동,서울양남초등학교)",127.0897096,37.5307356
"서울양진초등학교","공립","서울특별시 광진구 워커힐로 32 (광장동, 서울양진초등학교)",127.0984162,37.5443332
"서울옥수초등학교","공립","서울특별시 성동구 금호로1길 25 (금호동4가) 서울옥수초등학교",127.021966,37.546121
"서울옥정초등학교","공립","서울특별시 성동구 한림말길 43 , 서울옥정초등학교 (옥수동)",127.0156888,37.5415941
"서울용곡초등학교","공립","서울특별시 광진구 용마산로22길 82 (중곡동)",127.0888036,37.5667073
"서울용답초등학교","공립","서울특별시 성동구 용답25길 1 , 용답초등학교 (용답동)",127.0533645,37.5607574
"서울용마초등학교","공립","서울특별시 광진구 천호대로113길 10 , 서울용마초등학교 (중곡동)",127.0840983,37.5579267
"서울응봉초등학교","공립","서울특별시 성동구 독서당로62길 28 , 서울응봉초등학교 (응봉동)",127.0337423,37.5501489
"서울자양초등학교","공립","서울특별시 광진구 아차산로44길 26 (자양동)",127.0794839,37.5369104
"서울장안초등학교","공립","서울특별시 광진구 군자로 74 (군자동)",127.0723512,37.5501252
"서울중광초등학교","공립","서울특별시 광진구 긴고랑로13길 59 (중곡동)",127.0823539,37.5651202
"서울중마초등학교","공립","서울특별시 광진구 동일로72길 43 (중곡동)",127.0790805,37.5655914
"서울행당초등학교","공립","서울특별시 성동구 고산자로8길 6 (행당동)",127.0346845,37.5564432
"서울행현초등학교","공립","서울특별시 성동구 행당로 95 (행당동)",127.0293584,37.5575664
"서울화양초등학교","공립","서울특별시 광진구 군자로 9 , (화양동, 서울화양초등학교) (화양동)",127.071017,37.544345
"경복초등학교","사립","서울특별시 광진구 천호대로130길 58 , 경복초등학교 (능동)",127.0869763,37.5494685
"성동초등학교","사립","서울특별시 광진구 자양로4길 63 , 성동초등학교 (자양동)",127.0895152,37.5328187
"세종초등학교","사립","서울특별시 광진구 군자로 114 , 세종초등학교 (군자동)",127.0729844,37.5528547
"한양초등학교","사립","서울특별시 성동구 살곶이길 208 , 한양초등학교 (사근동,한양초등학교)",127.0503794,37.5575372
"서울개운초등학교","공립","서울특별시 성북구 정릉로48길 52 (돈암동)",127.0275484,37.6017633
"서울길원초등학교","공립","서울특별시 성북구 서경로8길 28-15 , 서울길원초등학교 (길음동)",127.0168296,37.6089308
"서울길음초등학교","공립","서울특별시 성북구 길음로 142 (길음동)",127.0170282,37.6138873
"서울돈암초등학교","공립","서울특별시 성북구 동소문로13길 38 (동소문동6가)",127.013138,37.5933157
"서울동신초등학교","공립","서울특별시 성북구 보문사길 50 , 보문동3가, 서울동신초등학교 (보문동3가)",127.0170764,37.5827002
"서울미아초등학교","공립","서울특별시 성북구 삼양로 77 (길음동)",127.0215272,37.6105142
"서울미양초등학교","공립","서울특별시 강북구 솔샘로 195 , 서울미양초등학교 (미아동)",127.0137223,37.6212144
"서울번동초등학교","공립","서울특별시 강북구 오현로 204 (번동)",127.040486,37.6288618
"서울삼각산초등학교","공립","서울특별시 강북구 삼양로19길 141 (미아동,서울삼각산초등학교)",127.0146878,37.6161619
"서울삼선초등학교","공립","서울특별시 성북구 보문로29길 106 (삼선동3가)",127.0125195,37.5861798
"서울삼양초등학교","공립","서울특별시 강북구 삼양로49길 17 (미아동)",127.0163359,37.6236198
"서울석계초등학교","공립","서울특별시 성북구 한천로58길 273 (석관동)",127.0697429,37.6087957
"서울석관초등학교","공립","서울특별시 성북구 돌곶이로22길 21 , 서울석관초등학교 (석관동)",127.059044,37.610698
"서울성북초등학교","공립","서울특별시 성북구 성북로 102-10 , 서울성북초등학교 (성북동)",126.9982282,37.595267
"서울송중초등학교","공립","서울특별시 강북구 오현로 9 (미아동,송중초등학교)",127.0315004,37.6171104
"서울송천초등학교","공립","서울특별시 강북구 삼양로20길 29 서울송천초등학교(미아동)",127.0234359,37.6158351
"서울수송초등학교","공립","서울특별시 강북구 한천로124길 14 (번동,수송초등학교)",127.0332312,37.6368875
"서울수유초등학교","공립","서울특별시 강북구 삼양로74길 39 , 서울수유초등학교 (수유동)",127.0203479,37.6305796
"서울숭곡초등학교","공립","서울특별시 성북구 종암로40길 30 (하월곡동)",127.0327961,37.6084672
"서울숭덕초등학교","공립","서울특별시 성북구 정릉로 279 (정릉동)",127.013379,37.6039265
"서울숭례초등학교","공립","서울특별시 성북구 종암로5길 14 (종암동)",127.0351047,37.5946714
"서울숭인초등학교","공립","서울특별시 성북구 오패산로16길 37 , 서울숭인초등학교 (하월곡동)",127.0382686,37.6090579
"서울안암초등학교","공립","서울특별시 성북구 인촌로7가길 39 (안암동2가)",127.022577,37.5871519
"서울오현초등학교","공립","서울특별시 강북구 월계로 221 (번동)",127.0466629,37.6233407
"서울우이초등학교","공립","서울특별시 강북구 삼양로99길 36 , 서울우이초등학교 (수유동)",127.0149084,37.6385098
"서울월곡초등학교","공립","서울특별시 성북구 장월로3길 42 (장위동, 서울월곡초등학교)",127.0460684,37.6099853
"서울유현초등학교","공립","서울특별시 강북구 인수봉로37길 24 (수유동)",127.0119185,37.631794
"서울인수초등학교","공립","서울특별시 강북구 인수봉로 269 (수유동)",127.0095645,37.6428713
"서울일신초등학교","공립","서울특별시 성북구 월곡로 74 , 서울일신초등학교 (종암동)",127.040157,37.5987542
"서울장곡초등학교","공립","서울특별시 성북구 장월로23길 16 (장위동)",127.0479449,37.6167024
"서울장월초등학교","공립","서울특별시 성북구 한천로101길 66 (장위동)",127.0471649,37.62164
"서울장위초등학교","공립","서울특별시 성북구 장월로8가길 41 , 서울장위초등학교 (장위동)",127.0499207,37.6119809
"서울정덕초등학교","공립","서울특별시 성북구 아리랑로 63 (동소문동7가,서울정덕초등학교)",127.0137429,37.5978649
"서울정릉초등학교","공립","서울특별시 성북구 솔샘로25가길 8 (정릉동)",127.0052212,37.6196747
"서울정수초등학교","공립","서울특별시 성북구 정릉로24길 58 (정릉동,서울정수초등학교)",127.0076054,37.6038358
"서울청덕초등학교","공립","서울특별시 성북구 정릉로9라길 11 (정릉동, 서울청덕초등학교)",127.0001643,37.6120666
"서울화계초등학교","공립","서울특별시 강북구 솔매로50가길 25 (미아동)",127.0290073,37.6237383
"광운초등학교","사립","서울특별시 성북구 한천로 693 (장위동)",127.054774,37.6185837
"대광초등학교","사립","서울특별시 성북구 안암로 5 , 대광초등학교 (보문동7가)",127.0235203,37.5792007
"매원초등학교","사립","서울특별시 성북구 북악산로 870 , 매원초등학교 (돈암동)",127.0190943,37.5979429
"성신초등학교","사립","서울특별시 성북구 북악산로 918 (돈암동,성신초등학교)",127.0232699,37.5938934
"영훈초등학교","사립","서울특별시 강북구 도봉로13가길 19 , 영훈학교 (미아동)",127.0278474,37.6136052
"우촌초등학교","사립","서울특별시 성북구 성북로4길 52-1 (돈암동)",127.011768,37.5956569
