"address","Apart","gu","dong","long","lat","dist_from_highschool","highschool"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로26길 30","신동아","동대문구","용두동",127.0323982,37.57335148,842.955732520659,"대광고등학교"
"무학로6길 50","삼성쉐르빌","성동구","도선동",127.0354234,37.56444419,670.799256326071,"한양대학교사범대학부속고등학교"
"무학로6길 50","삼성쉐르빌","성동구","도선동",127.0354234,37.56444419,670.799256326071,"한양대학교사범대학부속고등학교"
"무학로6길 50","삼성쉐르빌","성동구","도선동",127.0354234,37.56444419,670.799256326071,"한양대학교사범대학부속고등학교"
"무학로6길 50","삼성쉐르빌","성동구","도선동",127.0354234,37.56444419,670.799256326071,"한양대학교사범대학부속고등학교"
"무학로6길 50","삼성쉐르빌","성동구","도선동",127.0354234,37.56444419,670.799256326071,"한양대학교사범대학부속고등학교"
"무학로6길 50","삼성쉐르빌","성동구","도선동",127.0354234,37.56444419,670.799256326071,"한양대학교사범대학부속고등학교"
"무학봉28길 5","상리제나우스","성동구","하왕십리동",127.0327929,37.56231907,551.555769715138,"무학여자고등학교"
"무학봉길 49","무학현대","성동구","하왕십리동",127.0282695,37.56056486,582.201867101813,"무학여자고등학교"
"무학봉길 49","무학현대","성동구","하왕십리동",127.0282695,37.56056486,582.201867101813,"무학여자고등학교"
"무학봉길 49","무학현대","성동구","하왕십리동",127.0282695,37.56056486,582.201867101813,"무학여자고등학교"
"무학봉길 76","왕십리 지웰","성동구","하왕십리동",127.0310513,37.56104782,461.01624259863,"무학여자고등학교"
"무학봉길 76","왕십리 지웰","성동구","하왕십리동",127.0310513,37.56104782,461.01624259863,"무학여자고등학교"
"무학봉길 76","왕십리 지웰","성동구","하왕십리동",127.0310513,37.56104782,461.01624259863,"무학여자고등학교"
"무학봉길 76","왕십리 지웰","성동구","하왕십리동",127.0310513,37.56104782,461.01624259863,"무학여자고등학교"
"무학봉길 76","왕십리 지웰","성동구","하왕십리동",127.0310513,37.56104782,461.01624259863,"무학여자고등학교"
"문래로 137","문래동금호어울림","영등포구","문래동3가",126.8973741,37.51892348,1306.32401729615,"관악고등학교"
"문래로 137","문래동금호어울림","영등포구","문래동3가",126.8973741,37.51892348,1306.32401729615,"관악고등학교"
"문래로 137","문래동금호어울림","영등포구","문래동3가",126.8973741,37.51892348,1306.32401729615,"관악고등학교"
"문래로 137","문래동금호어울림","영등포구","문래동3가",126.8973741,37.51892348,1306.32401729615,"관악고등학교"
"문래로 191","영등포그랑그루","영등포구","영등포동4가",126.9032545,37.51837337,1112.24835484265,"영등포여자고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 82","문래힐스테이트","영등포구","문래동3가",126.8909712,37.51952153,741.212353624516,"관악고등학교"
"문래로 94","문래건영","영등포구","문래동3가",126.8927053,37.51906321,902.467731805773,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 14","한신","영등포구","문래동3가",126.893579,37.5180076,1013.65908478573,"관악고등학교"
"문래로20길 40","문래동동원데자뷰","영등포구","문래동3가",126.8919195,37.51723751,918.491020734581,"관악고등학교"
"문래로20길 40","문래동동원데자뷰","영등포구","문래동3가",126.8919195,37.51723751,918.491020734581,"관악고등학교"
"문래로4길 14","현대1","영등포구","문래동6가",126.883399,37.51947865,212.352838198117,"관악고등학교"
