"address","Apart","gu","dong","long","lat"
"사가정로23가길 23","은하수드림빌","동대문구","장안동",127.0711104,37.5805202
"사가정로23가길 35","방원예뜨랑","동대문구","장안동",127.0717959,37.58048601
"사가정로41길 59","동원베네스트","중랑구","면목동",127.0841782,37.58382626
"사가정로41길 9","두산1","중랑구","면목동",127.0841645,37.58163256
"사가정로42길 90","두산4","중랑구","면목동",127.0813315,37.57778442
"사가정로46길 77","SM해그린","중랑구","면목동",127.0827126,37.57797776
"사가정로71길 11","용마한신2","중랑구","면목동",127.0944822,37.58067965
"사가정로71길 19","용마한신","중랑구","면목동",127.094982,37.58082617
"사근동길 67","중앙하이츠","성동구","사근동",127.0483663,37.56126493
"사당로 165","경남아너스빌2차","동작구","사당동",126.9678815,37.48710251
"사당로 300","이수자이","동작구","사당동",126.9808606,37.48467991
"사당로13길 31","두산위브트레지움","동작구","사당동",126.9720225,37.48541085
"사당로13길 40","이너스내안애","동작구","사당동",126.9721962,37.485991
"사당로16길 96","사당휴먼시아","동작구","사당동",126.9710123,37.47972549
"사당로16다길 57","제일","동작구","사당동",126.9699272,37.48334215
"사당로16아길 43","진흥아리엘","동작구","사당동",126.9694473,37.48051341
"사당로17길 111","현대주택조합","동작구","사당동",126.9708753,37.48743478
"사당로17길 111","현대","동작구","사당동",126.9708753,37.48743478
"사당로17길 52","대림(169-8)","동작구","사당동",126.9733572,37.48548782
"사당로20길 119","르메이에르","동작구","사당동",126.9738368,37.4787195
"사당로20나길 57","케이씨씨","동작구","사당동",126.9733392,37.48092248
"사당로23바길 9","삼성래미안","동작구","사당동",126.9705484,37.48979112
"사당로26길 130","삼성휘버스","동작구","사당동",126.9780008,37.4779344
"사당로27길 130","이수역리가","동작구","사당동",126.9740897,37.48867484
"사당로27길 181","사당롯데캐슬2차","동작구","사당동",126.9719052,37.49027015
"사당로27길 190","롯데캐슬","동작구","사당동",126.9717943,37.49059926
"사당로2가길 10","현대 201동","동작구","상도동",126.9616891,37.49334103
"사당로2가길 102","사당자이","동작구","사당동",126.9625589,37.48941757
"사당로2가길 173","남해오네뜨","동작구","사당동",126.9652489,37.48719553
"사당로2가길 188","삼호그린","동작구","사당동",126.9654825,37.48642845
"사당로2길 2","상도현대","동작구","상도동",126.9604456,37.49437272
"사당로2길 40","장은해그린","동작구","사당동",126.9633386,37.49206691
"사당로2길 72","인정","동작구","사당동",126.9651477,37.48965409
"사당로9가길 55","대창센시티","동작구","사당동",126.968161,37.48725973
"사당로9가길 82","경남아너스빌1차","동작구","사당동",126.9672612,37.48828658
"사임당로 137","신동아아파트(1차)","서초구","서초동",127.0246789,37.49156843
"사임당로10길 39","서초동롯데캐슬리버티","서초구","서초동",127.0167146,37.48708013
"사임당로17길 116","서초삼성래미안","서초구","서초동",127.0190278,37.49328131
"사임당로17길 80","래미안 서초7차","서초구","서초동",127.017348,37.49231896
"사임당로17길 83","서초녹원","서초구","서초동",127.0175108,37.49257964
"사임당로17길 90","서초롯데캐슬84","서초구","서초동",127.0178765,37.49259912
"사임당로19길 10","서초현대","서초구","서초동",127.019643,37.49045862
"사임당로23길 53","아남","서초구","서초동",127.0209731,37.49266032
"사직로 102","신동아블루아광화문의 꿈","종로구","필운동",126.9700599,37.57586411
"사직로 21","대성맨션","종로구","행촌동",126.9626421,37.57261505
"사직로8길 20","경희궁 파크팰리스","종로구","내수동",126.9707447,37.5744415
"사직로8길 34","경희궁의아침3단지","종로구","내수동",126.972305,37.57396537
"사직로8길 4","광화문풍림스페이스본(101동~105동)","종로구","사직동",126.9691404,37.57515747
"사평대로 142","궁전","서초구","반포동",126.9998507,37.5004837
"사평대로 154","현대동궁아파트","서초구","반포동",127.0013749,37.50038081
"사평대로 240","반포미도2차아파트","서초구","반포동",127.0088309,37.50376915
"사평대로 310","반포현대","서초구","반포동",127.0165908,37.50302051
"사평대로14길 12","반포에스케이뷰","서초구","반포동",126.9942592,37.4977897
"사평대로16길 54","서래루체","서초구","반포동",126.9950461,37.49669081
"사평대로28길 31","한신서래","서초구","반포동",127.0002253,37.49919182
"사평대로28길 55","팔라디오","서초구","반포동",127.0006133,37.49815333
"사평대로28길 60","상지리츠빌(73-2)","서초구","반포동",127.0004995,37.49793995
"사평대로28길 62","상지리츠빌(73-10)","서초구","반포동",127.000299,37.49785421
"사평대로56길 7","서초한일유앤아이주상복합","서초구","서초동",127.0233049,37.50323494
"사평대로6길 106","방배5차상지리츠빌","서초구","방배동",126.9936642,37.49414741
"사평대로6길 109","베로니스5차","서초구","방배동",126.9939156,37.49453987
"사평대로6길 74","라온채","서초구","방배동",126.9921339,37.49496615
"살곶이길 176","벽산","성동구","사근동",127.0496105,37.56065647
"살곶이길 50","현대","성동구","마장동",127.0428209,37.57019438
"삼각산로 143","수유벽산1차","강북구","수유동",127.0200455,37.64131495
"삼각산로 143","수유벽산2차","강북구","수유동",127.0200455,37.64131495
"삼개로 33","우성","마포구","도화동",126.9475609,37.53735291
"삼개로 38","우성","마포구","도화동",126.9472214,37.53695394
"삼개로 58","SK청암대(64-1)","용산구","청암동",126.9480611,37.53533649
"삼개로 60","GS자이","용산구","청암동",126.948329,37.53514821
"삼선교로16길 35","삼선에스케이뷰","성북구","삼선동3가",127.011022,37.5867832
"삼선교로20길 12","동림푸른","성북구","삼선동3가",127.0133528,37.5886877
"삼선교로22길 20","청기와","성북구","삼선동5가",127.0145615,37.58868742
"삼선교로23길 23","코오롱","성북구","삼선동4가",127.0137945,37.59051651
"삼성로 11","개포주공 3단지","강남구","개포동",127.0685572,37.48375808
"삼성로 14","개포주공 4단지","강남구","개포동",127.0692386,37.4842396
"삼성로 150","한보미도맨션1","강남구","대치동",127.0641059,37.49337766
"삼성로 150","한보미도맨션2","강남구","대치동",127.0641059,37.49337766
"삼성로 151","선경1차(1동-7동)","강남구","대치동",127.0634374,37.49345181
"삼성로 151","선경2차(8동-12동)","강남구","대치동",127.0634374,37.49345181
"삼성로 212","은마","강남구","대치동",127.0627054,37.49595951
"삼성로 417","포스코더샵","강남구","대치동",127.0577269,37.5042951
"삼성로 517","채널리저브","강남구","삼성동",127.055607,37.50817417
"삼성로 636","삼성동상지리츠빌카일룸","강남구","삼성동",127.0515886,37.51675999
"삼성로 649","상아아파트","강남구","삼성동",127.0503699,37.51804172
"삼성로111길 8","현대힐스테이트 2단지","강남구","삼성동",127.0523534,37.51337217
"삼성로133길 20","청담동삼성1차아파트101동","강남구","청담동",127.048069,37.5191998
"삼성로135길 47","한신오페라하우스","강남구","청담동",127.0455463,37.51930751
"삼성로4길 17","개포주공 5단지","강남구","개포동",127.068944,37.48668907
"삼성로51길 35","래미안대치팰리스","강남구","대치동",127.0599153,37.49507584
"삼성로51길 37","래미안대치팰리스","강남구","대치동",127.0596418,37.49494775
"삼성로64길 12","대치효성","강남구","대치동",127.061376,37.49994173
"삼성로64길 5","대치현대","강남구","대치동",127.0609068,37.50043736
"삼성로67길 14","도성","강남구","대치동",127.0583766,37.50102891
"삼성로85길 11","롯데캐슬","강남구","대치동",127.0563527,37.50502214
"삼성로85길 38","대치동우정에쉐르1","강남구","대치동",127.0542036,37.50450066
"삼성로85길 42","대우아이빌멤버스(891-26)","강남구","대치동",127.0538541,37.50436987
"삼양로 256","미아1차래미안","강북구","미아동",127.018633,37.62620088
"삼양로 566","북한산월드메르디앙","도봉구","쌍문동",127.0129572,37.65354372
"삼양로 658","성원상떼빌","강북구","우이동",127.0135822,37.66152638
"삼양로129길 11","부강쉐르빌","강북구","수유동",127.014447,37.64638017
"삼양로131길 23","풍산쉐르빌A동","강북구","수유동",127.0132291,37.64729863
"삼양로149길 33","대우","강북구","우이동",127.0112421,37.65457003
"삼양로171길 21","북한산굿모닝","강북구","우이동",127.0118788,37.66230982
"삼양로19길 113","삼각산아이원","강북구","미아동",127.0171767,37.61608724
"삼양로19길 25","래미안트리베라1단지","강북구","미아동",127.0206662,37.61467518
"삼양로24길 19","현대성우","강북구","미아동",127.0222031,37.61706362
"삼양로27길 19","삼성래미안트리베라2단지","강북구","미아동",127.0201607,37.61867737
"삼양로27길 95","두산위브트레지움","강북구","미아동",127.01594,37.6186022
"삼양로74길 8","경남아너스빌","강북구","미아동",127.0184372,37.62937923
"삼양로80길 55","태솔에버빌","강북구","수유동",127.0208994,37.63155405
"삼일대로32길 36","운현신화타워","종로구","익선동",126.9889823,37.57539553
"삼학사로8길 13","석촌","송파구","석촌동",127.0982618,37.5001421
"상계로 193","상계대림","노원구","상계동",127.0740013,37.66237514
"상계로1길 92","상계주공7(고층)","노원구","상계동",127.0615474,37.66013952
"상계로23길 64","충효파크타운","노원구","상계동",127.0668316,37.66042053
"상계로23다길 13","노원IPARK","노원구","상계동",127.0691248,37.65958412
"상계로26길 20","대동황토방","노원구","상계동",127.0712473,37.65791901
"상계로3길 50","노원현대","노원구","상계동",127.0626226,37.65847742
"상계로3길 53","노원현대","노원구","상계동",127.0624663,37.65858386
"상계로5길 12","동양엔파트","노원구","상계동",127.0640038,37.65718839
"상계로7길 18","노원우성","노원구","상계동",127.0650755,37.65765571
"상도로 107","쌍용스윗닷홈","동작구","상도동",126.9321962,37.50085799
"상도로 207","상도 효성해링턴플레이스","동작구","상도동",126.9418905,37.50546792
"상도로 253","대림(36-1)","동작구","상도동",126.9468033,37.50461426
"상도로 320","중앙하이츠빌","동작구","상도동",126.9505052,37.49942774
"상도로 346","힐스테이트 상도 센트럴파크","동작구","상도동",126.952172,37.4975596
"상도로 346","힐스테이트 상도 프레스티지","동작구","상도동",126.952172,37.4975596
"상도로 407","상도동삼호아파트","동작구","상도동",126.9567747,37.49306567
"상도로 421","현대(관악)","동작구","상도동",126.9566298,37.49168528
"상도로 63","진성마블로스","동작구","대방동",126.9276477,37.49989839
"상도로15길 131","상도 휴엔하임","동작구","상도동",126.9378697,37.50484992
"상도로30길 39","상도두산위브","동작구","상도동",126.9430585,37.5045102
"상도로30길 40","두산위브트레지움2차","동작구","상도동",126.9429838,37.5043587
"상도로31길 19","이수브라운스톤상도(527-0)","동작구","상도동",126.9446853,37.50615339
"상도로34길 42","동원베네스트","동작구","상도동",126.9446586,37.50307811
"상도로41길 43","노블리움","동작구","상도1동",126.9513488,37.50252058
"상도로47길 56","백경","동작구","상도1동",126.9524825,37.50186758
"상도로47길 60","대영테크빌","동작구","상도1동",126.9521184,37.50187693
"상도로47나길 11","한주에코","동작구","상도1동",126.9527604,37.50049203
"상도로47바길 40","상도팰리스","동작구","상도동",126.9536856,37.50376484
"상도로49길 18","수정","동작구","상도동",126.9525459,37.4992259
"상도로49길 26","정호힐사이드","동작구","상도동",126.9530603,37.49941705
"상도로53길 8","래미안상도3차","동작구","상도동",126.9534884,37.49802974
"상도로55길 25","삼환나우빌(520-0)","동작구","상도동",126.9557614,37.49807668
"상도로55길 47","삼성래미안2","동작구","상도동",126.9581027,37.49774987
"상도로60길 20","대림아파트.상가","동작구","상도동",126.9538055,37.49334768
"상도로62길 81","씨티아모리움","동작구","상도동",126.9519293,37.49751171
"상봉로15길 14","한건브리앙","중랑구","면목동",127.0925083,37.591984
"상봉로28길 29","다성","중랑구","망우동",127.0946728,37.59600767
"상봉중앙로 41","해동 훼미리","중랑구","상봉동",127.0873213,37.60088265
"상봉중앙로1다길 21","우정아파트","중랑구","상봉동",127.0887886,37.59912413
"상봉중앙로8길 104","태영데시앙1","중랑구","상봉동",127.0922153,37.60390147
"상봉중앙로8길 104","태영데시앙2(1411동)","중랑구","상봉동",127.0922153,37.60390147
"상봉중앙로8길 76","건영캐스빌","중랑구","상봉동",127.0910576,37.60315859
"상암로 11","선사현대아파트","강동구","암사동",127.1252586,37.55122064
"상암로 210","에스엠해그린","강동구","명일동",127.1457781,37.54639309
"상암로 224","삼익가든","강동구","명일동",127.1473949,37.54648947
"상암로 225","삼익가든","강동구","명일동",127.1475692,37.54676893
"상암로 251","고덕주공9","강동구","명일동",127.1504645,37.54683492
"상암로 41","동양넥스빌","강동구","암사동",127.1281258,37.55002406
"상암로12길 13","삼익아파트","강동구","천호동",127.12854,37.54899004
"상암로12길 24","유원아파트","강동구","천호동",127.1280806,37.54862496
"상암로15길 30","라움(492-45)","강동구","암사동",127.1314192,37.55001064
"상암로3길 32","대은팰리스뷰(101)","강동구","암사동",127.1272636,37.55188954
"상암로3길 36","대은팰리스뷰(102)","강동구","암사동",127.1273235,37.55207135
"상암로3길 54","한건","강동구","암사동",127.1275763,37.55287908
"상암로3길 77","삼성광나루","강동구","암사동",127.1277424,37.55395452
"상암로41가길 11","신동양빛여울아파트","강동구","천호동",127.140669,37.54699642
"상암로41길 29","썬팰리스아파트","강동구","천호동",127.1409195,37.54753559
"상암로41길 79","평대미진아파트","강동구","천호동",127.1412578,37.54969015
"상암로51길 61","명일엘지","강동구","명일동",127.1462776,37.54930907
"상암로79길 62","주공7","강동구","상일동",127.167625,37.5492801
"상암로81길 7","동아","강동구","상일동",127.1677342,37.54602919
"상암산로1길 24","상암월드컵파크4단지","마포구","상암동",126.8876916,37.57797278
"상암산로1길 52","상암월드컵파크5단지","마포구","상암동",126.8857136,37.58002004
"상암산로1길 57","상암월드컵파크6단지","마포구","상암동",126.8850448,37.58007473
"상암산로1길 92","상암월드컵파크7단지","마포구","상암동",126.881603,37.58133176
"상원12길 15","동아그린","성동구","성수동1가",127.0493977,37.55071058
"상원6길 16","대우2","성동구","성수동1가",127.0499325,37.54891821
"상원6나길 16","태천해오름","성동구","성수동1가",127.0496439,37.54811397
"상원길 15","동아그린","성동구","성수동1가",127.048248,37.550772
"상원길 42","뚝섬현대","성동구","성수동1가",127.0485744,37.54774589
"상원길 47","중앙하이츠빌","성동구","성수동1가",127.0482257,37.54823858
"상원길 63","쌍용","성동구","성수동1가",127.0478662,37.54961087
"상원길 76","동아그린","성동구","성수동1가",127.047646,37.55076841
"상원길 77","우방","성동구","성수동1가",127.0474969,37.55084446
"상일로 152","고덕리엔파크1단지","강동구","강일동",127.1709648,37.56066076
"상일로 74","고덕리엔파크3단지","강동구","상일동",127.1744909,37.55402309
"상일로11길 25","주공6","강동구","상일동",127.1706036,37.55355087
"상일로11길 95","주공5","강동구","상일동",127.1669847,37.5520084
"새말로 172","트윈팰리스(102동)","송파구","문정동",127.1320977,37.48557756
"새말로 185","인택","송파구","문정동",127.132614,37.48660614
"새말로 25","구로에스케이뷰","구로구","구로동",126.8835148,37.5024415
"새말로 31","신도림롯데아파트","구로구","구로동",126.8843108,37.50279838
"새말로 93","신도림태영타운","구로구","구로동",126.890152,37.50578585
"새말로12길 16","송파파인타운4단지","송파구","장지동",127.1299788,37.48213083
"새말로16길 70","다솜금호","구로구","구로동",126.8921037,37.50280036
"새말로18길 64","신도림LG자이","구로구","구로동",126.8924014,37.5038453
"새말로5길 27","주성파크뷰","송파구","문정동",127.1236829,37.48493284
"새말로5길 3","동궁리치웰(69-3)","송파구","문정동",127.1246125,37.48303018
"새말로5길 4","예그리나(1동)","송파구","문정동",127.1249112,37.48312081
"새말로8길 12","건영1","송파구","문정동",126.8848201,37.50224507
"새말로9길 22","일신건영","구로구","구로동",126.885774,37.50376824
"새말로9길 45","신도림현대","구로구","구로동",126.8864683,37.50476831
"새문안로3길 23","경희궁의아침4단지","종로구","내수동",126.9725,37.57243454
"새문안로3길 30","세종로대우","종로구","내수동",126.9729972,37.57266023
"새창로 52","도화동현대","마포구","도화동",126.9552264,37.54061095
"새창로 70","삼성래미안","용산구","도원동",126.9569394,37.53968201
"새창로6다길 22","도화현대","마포구","도화동",126.9536226,37.54042817
"새창로8길 157","한강타운","용산구","산천동",126.949678,37.53592622
"새창로8길 72","현대홈타운","마포구","도화동",126.9532052,37.53789923
"서강대길 40","마포자이2차","마포구","대흥동",126.9414717,37.54946685
"서강로 53","서강예가","마포구","창전동",126.9312702,37.54805032
"서강로 83","창전동현대홈타운","마포구","창전동",126.9321312,37.55063583
"서강로 95","창전래미안","마포구","창전동",126.9324579,37.55174645
"서강로9길 19","신촌금호","마포구","창전동",126.9321029,37.5532253
"서강로9길 45","신촌태영데시앙","마포구","창전동",126.930997,37.55403187
"서경로 28","태영","성북구","정릉동",127.0151925,37.60611579
"서경로 31","정릉푸른마을동아","성북구","정릉동",127.0150041,37.60654543
"서경로2길 48","태영","성북구","정릉동",127.0166458,37.60601546
"서달로 150","해가든","동작구","흑석동",126.9619091,37.5067688
"서달로 83","우리유앤미","동작구","흑석동",126.9600772,37.5010257
"서달로 91","흑석한강센트레빌Ⅱ","동작구","흑석동",126.9600345,37.5018053
"서달로1길 17","흑석동양아파트","동작구","흑석동",126.9597609,37.50001235
"서달로1길 8","한진리버타운","동작구","흑석동",126.9599815,37.4995472
"서달로2길 29","청호","동작구","흑석동",126.9636005,37.50078098
"서래로10길 26","라인","서초구","반포동",126.9998207,37.49927676
"서래로2길 32","반포동 피카소빌 A동","서초구","반포동",126.9981528,37.4950671
"서래로3길 21","윌턴빌","서초구","반포동",126.9970264,37.49697106
"서리풀4길 43","서초극동스타클래스","서초구","서초동",127.0227789,37.48768888
"서빙고로 35","용산 시티파크(1단지)","용산구","한강로3가",126.9686829,37.52445557
"서빙고로 413","현대하이페리온","용산구","한남동",127.0055938,37.52799755
"서빙고로 67","용산파크타워(24-0)","용산구","용산동5가",126.9719021,37.52410566
"서빙고로 69","용산파크타워(24-1)","용산구","용산동5가",126.9721905,37.52391672
"서빙고로51길 64","그린파크(코오롱 하늘채)","용산구","서빙고동",126.9910608,37.5232277
"서빙고로51길 68","금호베스트빌1","용산구","서빙고동",126.9917373,37.52338326
"서소문로 27","충정리시온","서대문구","충정로3가",126.9648946,37.56018661
"서소문로 43","에스케이뷰","서대문구","합동",126.9659604,37.56159146
"서소문로6길 34","성요셉","중구","중림동",126.9672734,37.55960452
"서오릉로 228","갈현삼성","은평구","갈현동",126.909261,37.61538006
"서오릉로 258","우남","은평구","갈현동",126.9069417,37.61744695
"서오릉로 46","녹번2현대","은평구","녹번동",126.9248778,37.60538037
"서오릉로 94","삼성타운","은평구","대조동",126.9212885,37.60837193
"서오릉로18길 33","웰빙","은평구","갈현동",126.9112784,37.61715
"서오릉로20길 5","현재트윈빌","은평구","갈현동",126.9089191,37.61599407
"서오릉로21가길 16","벽산스카이파크","은평구","구산동",126.9048677,37.61416642
"서오릉로21길 20","동익파크(355-95)","은평구","구산동",126.906815,37.6146421
"서오릉로21길 34","금강포란재(101)","은평구","구산동",126.906146,37.61343114
"서오릉로21길 36","갈현현대","은평구","구산동",126.9058269,37.6133687
"서오릉로21길 47","갈현1단지e-편한세상","은평구","구산동",126.90628,37.61230892
"서오릉로21길 48","대림e-편한세상2","은평구","구산동",126.9062299,37.61236095
"서오릉로23길 9","동익파크(355-98)","은평구","구산동",126.9064023,37.61586723
"서오릉로27길 26","무지개아파트(308-86)","은평구","구산동",126.9038759,37.61706845
"서오릉로2길 9","경원파발리안","은평구","녹번동",126.9277762,37.60240168
"서오릉로4길 7","녹번2현대","은평구","녹번동",126.9253629,37.60479416
"서운로 122","삼성서초가든스위트","서초구","서초동",127.0259139,37.49455138
"서운로 197","롯데캐슬클래식","서초구","서초동",127.0221674,37.50081275
"서운로 200","롯데캐슬클래식","서초구","서초동",127.0224529,37.50100108
"서운로 221","래미안서초스위트","서초구","서초동",127.0212264,37.5028447
"서운로 62","우성1","서초구","서초동",127.0282059,37.4904344
"서운로3길 29","우정에쉐르","서초구","서초동",127.0283898,37.48456173
"서운로6길 15","롯데캐슬쥬피터","서초구","서초동",127.03009,37.48639188
"서운로9길 18","서초자연인아파트(101동)","서초구","서초동",127.0276597,37.48716441
"서운로9길 18","서초자연인아파트(102동)","서초구","서초동",127.0276597,37.48716441
"서울숲길 17","성수파크빌","성동구","성수동1가",127.0395195,37.54822665
"서울숲길 25","현대","성동구","성수동1가",127.0403168,37.54801083
"서울시립대로 14","청계한신휴플러스","동대문구","답십리동",127.0452843,37.57299077
"서울시립대로 31","동아","동대문구","전농동",127.0461026,37.57455852
"서울시립대로 5","신답극동","동대문구","답십리동",127.0445229,37.57255795
"서울시립대로 75","전농동신성미소지움","동대문구","전농동",127.0487668,37.57775372
"서울시립대로29길 62","현대","동대문구","휘경동",127.0551524,37.5862734
"서초대로 17","방배대우디오빌","서초구","방배동",126.9843738,37.48590185
"서초대로 3","방배디오슈페리움Ⅰ","서초구","방배동",126.9828305,37.48579203
"서초대로 334","브라운스톤서초(1677-1)","서초구","서초동",127.0181713,37.494799
"서초대로 340","삼환바우스","서초구","서초동",127.0188072,37.49500857
"서초대로 385","진흥아파트","서초구","서초동",127.0233396,37.49682848
"서초대로18길 6","금강프리빌","서초구","방배동",126.9911189,37.4865771
"서초대로1길 2","한진로즈힐","서초구","방배동",126.983147,37.48656601
"서초대로1길 30","방배1차현대홈타운","서초구","방배동",126.9833647,37.4889939
"서초대로1길 34","방배2차현대홈타운","서초구","방배동",126.9833355,37.4896173
"서초대로23길 93","설록","서초구","방배동",126.990324,37.4912883
"서초대로25길 80","월드빌리지","서초구","방배동",126.9924885,37.4912745
"서초대로33길 116","베로니스2차","서초구","방배동",126.9941588,37.49343832
"서초대로33길 22","방배2차e-편한세상","서초구","방배동",126.9967906,37.48984562
"서초대로34길 34","대림e-편한세상1","서초구","방배동",126.9989602,37.48840224
"서초대로3길 20","골드아트빌","서초구","방배동",126.9854583,37.48672836
"서초대로40길 72","서초한빛삼성","서초구","서초동",127.0083749,37.48849766
"서초대로46길 62","서초우방유쉘","서초구","서초동",127.0113046,37.48981772
"서초대로58길 10","서초대우아이빌","서초구","서초동",127.0176393,37.49432184
"서초대로64길 36","대성유니드","서초구","서초동",127.0209866,37.49403427
"서초대로65길 13","서초래미안","서초구","서초동",127.0193585,37.49756825
"서초대로73길 29","서초타워시티빌","서초구","서초동",127.0245145,37.49998636
"서초대로74길 23","서초타운트라팰리스","서초구","서초동",127.0270386,37.49541837
"서초대로74길 29","서초파라곤","서초구","서초동",127.0272889,37.49495269
"서초대로74길 30","우성아파트","서초구","서초동",127.0269816,37.49487417
"서초중앙로 15","현대슈퍼빌","서초구","서초동",127.0169827,37.48339394
"서초중앙로 18","서초쌍용플래티넘","서초구","서초동",127.0173551,37.48379911
"서초중앙로 188","아크로비스타","서초구","서초동",127.0127812,37.49848229
"서초중앙로 200","삼풍아파트","서초구","서초동",127.0135274,37.49950234
"서초중앙로 206","삼호가든맨션(3차)","서초구","반포동",127.014084,37.5006975
"서초중앙로 26","래미안서초유니빌","서초구","서초동",127.01698,37.48439996
"서초중앙로22길 25","대림서초리시온","서초구","서초동",127.0153995,37.49334319
"서초중앙로24길 33","서초 교대 e편한세상","서초구","서초동",127.0172068,37.49542081
"서초중앙로24길 43","유원서초","서초구","서초동",127.0182913,37.49564045
"서초중앙로24길 57","서초롯데캐슬프레지던트","서초구","서초동",127.0197088,37.496221
"서초중앙로29길 21","그린피아","서초구","반포동",127.0098466,37.49859731
"서초중앙로29길 28","반포미도","서초구","반포동",127.0091931,37.49873193
"서초중앙로2길 21","더샵서초","서초구","서초동",127.0186354,37.48371326
"서초중앙로31길 6","신성리더스카운티","서초구","반포동",127.0115327,37.49987005
"서해안로 2368","우림필유","구로구","오류동",126.8472595,37.49428121
"서해안로34가길 18","금강","구로구","오류동",126.8481338,37.49386594
"서해안로34가길 22","동인","구로구","개봉동",126.8484582,37.49373526
"석계로 107","성북맨션","노원구","월계동",127.0603108,37.62289552
"석계로 49","현대","노원구","월계동",127.0633505,37.61918223
"석계로13길 35","세양청마루","노원구","월계동",127.0611742,37.62076061
"석계로13길 6","장은하이빌","노원구","월계동",127.0621183,37.62077656
"석계로15길 25","한일1","노원구","월계동",127.0611791,37.62195406
"석촌호수로 210","석촌호수효성해링턴타워","송파구","석촌동",127.1003284,37.50660721
"석촌호수로 230","미켈란호수가","송파구","석촌동",127.1023221,37.50750815
"석촌호수로 258","아르누보팰리스","송파구","송파동",127.104865,37.50920945
"석촌호수로 278","여흥레이크빌","송파구","송파동",127.1064866,37.5104351
"석촌호수로 284","현대레이크빌1","송파구","송파동",127.1068838,37.51078986
"선릉로 120","개포우성1","강남구","대치동",127.0558929,37.49026142
"선릉로 206","동부센트레빌","강남구","대치동",127.0553025,37.49175738
"선릉로 221","도곡렉슬","강남구","도곡동",127.0531485,37.49504082
"선릉로 222","대치아이파크","강남구","대치동",127.0536338,37.49514954
"선릉로 423","동부센트레빌","강남구","역삼동",127.0490427,37.50245079
"선릉로 604","호산프라자","강남구","삼성동",127.0438474,37.51091098
"선릉로 660","삼성동브라운스톤레전드","강남구","삼성동",127.0420889,37.51560192
"선릉로 7","개포주공 1단지","강남구","개포동",127.0631702,37.48029621
"선릉로 748","현대아파트","강남구","청담동",127.0399932,37.52122583
"선릉로 8","주공2","강남구","개포동",127.0618659,37.4831816
"선릉로100길 42","LG선릉에클라트(A)","강남구","삼성동",127.0506593,37.50666257
"선릉로126길 22","롯데캐슬프레미어","강남구","삼성동",127.0438452,37.51549044
"선릉로130길 19","서광아파트","강남구","삼성동",127.0431552,37.5168722
"선릉로130길 20","래미안삼성2차","강남구","삼성동",127.0433392,37.51675479
"선릉로130길 33","우정에쉐르","강남구","삼성동",127.0443062,37.51711526
"선릉로137길 21","라이헤스빌","강남구","논현동",127.0387007,37.51880776
"선릉로190길 68","청담파라곤Ⅱ 2단지","강남구","청담동",127.0470761,37.5288999
"선릉로62길 38","동민맥스빌A동","강남구","대치동",127.0555809,37.49793487
"선릉로69길 19","역삼래미안","강남구","역삼동",127.049815,37.49808712
"선릉로69길 20","e-편한세상","강남구","역삼동",127.0493536,37.49813116
"선릉로76길 12","대치한신휴플러스","강남구","대치동",127.0516805,37.50144171
"선릉로86길 11","아름빌(889-74)","강남구","대치동",127.0506289,37.50334428
"선릉로90길 56","대우아이빌명문가(891-23)","강남구","대치동",127.0537087,37.50516784
"선사로 120","한솔솔파크","강동구","암사동",127.1232052,37.54904869
"선유동2로 23","현대3차","영등포구","양평동3가",126.8954468,37.53124296
"선유동2로 29","현대2","영등포구","양평동3가",126.8958756,37.53166813
"선유동2로 56","유원2","영등포구","당산동5가",126.8976762,37.53355016
"선유로 172","삼호","영등포구","양평동3가",126.8925887,37.52862315
"선유로 207","현대6","영등포구","양평동3가",126.8943518,37.53189739
"선유로 33","문래대림","영등포구","문래동5가",126.8885072,37.51697791
"선유로33길 22","양평경남","영등포구","양평동3가",126.8885058,37.5269956
"선유로33길 23","우림루미아트","영등포구","양평동3가",126.8883498,37.52692291
"선유로42길 6","삼익플라주","영등포구","양평동3가",126.8946872,37.53091195
"선유로43가길 24","거성파스텔","영등포구","양평동3가",126.8926185,37.53177792
"선유로47길 34","삼호한숲","영등포구","양평동4가",126.8935536,37.5365506
"선유로9길 31","진주","영등포구","문래동5가",126.8850374,37.51773494
"선유로9나길 8","문래 두산위브","영등포구","문래동5가",126.8863099,37.5169918
"선유서로 115","삼천리","영등포구","양평동3가",126.8862259,37.52601599
"선유서로 116","월드메르디앙","영등포구","양평동3가",126.886455,37.52602132
"선유서로 31","현대6","영등포구","문래동6가",126.8844268,37.5186107
"선유서로 35","한신","영등포구","문래동6가",126.8844354,37.51892844
"선유서로 40","베어스타운","영등포구","문래동6가",126.884806,37.51928211
"선유서로 6","현대3","영등포구","문래동5가",126.8840754,37.51620651
"선유서로21길 19","벽산","영등포구","양평동2가",126.8831929,37.5224919
"선유서로21길 30","신벽산","영등포구","양평동2가",126.8822126,37.52302064
"선유서로34길 6","태승훼밀리","영등포구","양평동3가",126.88728,37.52661419
"선유서로9길 5","현대5","영등포구","문래동5가",126.8834557,37.51790278
"섬밭로 123","시영3차(라이프)아파트","노원구","공릉동",127.0690211,37.62754748
"섬밭로 134","풍림아파트B","노원구","공릉동",127.0688988,37.6283517
"섬밭로 139","풍림아파트A","노원구","공릉동",127.0683051,37.6287902
