"address","Apart","gu","dong","long","lat"
"능동로19길 35","광진코지웰","광진구","화양동",127.0718279,37.5472107
"능동로19길 47","화양타워","광진구","화양동",127.0711001,37.54732286
"능동로1길 15","한강우성","광진구","자양동",127.0661833,37.53268993
"능동로3길 17","한강성원","광진구","자양동",127.0662789,37.5332024
"능동로3길 53","한강극동","광진구","자양동",127.064458,37.53408966
"능동로3다길 13","한강아남","광진구","자양동",127.0648424,37.53344145
"능동로4길 40","이튼타워리버5차","광진구","자양동",127.0693444,37.53256793
"능동로4길 41","자양7차현대홈타운","광진구","자양동",127.0696069,37.53258976
"능동로4길 78","우방리버파크","광진구","자양동",127.0707892,37.53131757
"다산로 32","남산타운","중구","신당동",127.0064402,37.54753786
"다산로 56","남산정은스카이","중구","신당동",127.0076631,37.54944914
"다산로34길 26","노블레스하우스","중구","신당동",127.0162795,37.56148985
"다산로36길 109","현대","중구","신당동",127.0201161,37.55972208
"다산로36길 110","신당푸르지오","중구","신당동",127.0200469,37.55963565
"다산로42가길 43","삼성홈타운","중구","신당동",127.0168322,37.56280295
"다산로42나길 46","신당동파라다이스","중구","신당동",127.0174886,37.56253709
"다산로46길 17","청계천 두산위브더제니스","중구","흥인동",127.0172405,37.56656524
"답십리로 130","래미안위브","동대문구","답십리동",127.0541687,37.57264541
"답십리로 184","동서울한양","동대문구","답십리동",127.0605557,37.57271991
"답십리로 210","동답한신","동대문구","답십리동",127.0637232,37.57248442
"답십리로38길 14","한신휴플러스그린파크","동대문구","답십리동",127.050039,37.57375682
"답십리로41길 33","답십리대우","동대문구","답십리동",127.0535255,37.57377039
"답십리로56길 21","두산","동대문구","답십리동",127.0593137,37.57184655
"답십리로59길 33","우성그린","동대문구","답십리동",127.0664386,37.57428597
"답십리로59길 7","세양청마루","동대문구","답십리동",127.0657075,37.57324611
"답십리로60길 38","대림","동대문구","답십리동",127.0644767,37.57122763
"답십리로66길 37","성림(390-5)","동대문구","장안동",127.0677771,37.57088128
"답십리로69길 99","정은스카이빌101동","동대문구","장안동",127.0739472,37.57678137
"답십리로75길 73","경남아너스빌","중랑구","면목동",127.0807278,37.57497538
"답십리로77길 139","두산6","중랑구","면목동",127.0806887,37.57769718
"당산로 175","삼익플라주","영등포구","당산동4가",126.8986646,37.53012824
"당산로 214","삼성래미안","영등포구","당산동5가",126.9013224,37.53277465
"당산로 222","당산디오빌","영등포구","당산동5가",126.9022496,37.53336271
"당산로 95","현대","영등포구","당산동2가",126.8958523,37.5233296
"당산로31길 32","쌍용예가클래식","영등포구","당산동3가",126.893293,37.52710582
"당산로36길 12","당산2차삼성","영등포구","당산동4가",126.8988061,37.52790468
"당산로41길 23","현대3","영등포구","당산동4가",126.8968099,37.53205481
"당산로42길 13","효성1","영등포구","당산동5가",126.9010701,37.53016392
"당산로42길 16","현대5","영등포구","당산동4가",126.9011494,37.5299154
"당산로42길 25","상아","영등포구","당산동5가",126.9021408,37.52963289
"당산로42길 7","당산2효성타운","영등포구","당산동5가",126.9006196,37.53041628
"당산로45길 7","반도보라빌","영등포구","당산동5가",126.9006646,37.53375888
"당산로49길 11","유탑유블레스","영등포구","당산동6가",126.9017584,37.5358454
"당산로4길 12","문래자이","영등포구","문래동3가",126.8959739,37.51696813
"당산로54길 11","래미안당산1차","영등포구","당산동",126.9046532,37.53491971
"대림로 256","성원(650)","영등포구","대림동",126.8966012,37.50330356
"대림로22길 29","갑을명가","영등포구","대림동",126.9036638,37.49514201
"대림로22길 38","온누리","영등포구","대림동",126.9044253,37.49546169
"대림로29길 13","쌍용플래티넘S","영등포구","대림동",126.8979829,37.49549274
"대림로31길 39","신동아","영등포구","대림동",126.8947073,37.49564724
"대림로34마길 15","다청림 102동","영등포구","대림동",126.8994548,37.50025775
"대방동길 10","신대방타워","동작구","대방동",126.9275934,37.50051745
"대방천로 155","신풍두산위브","영등포구","신길동",126.908208,37.49951066
"대방천로 180","우성2","영등포구","신길동",126.9109129,37.49899072
"대방천로 255","EL샤틀레","영등포구","신길동",126.9192008,37.49898241
"대방천로14길 32","우성3","영등포구","신길동",126.9103424,37.49630375
"대사관로11길 21","대림아르빌","용산구","한남동",127.0016156,37.53465401
"대학18길 6","금호(1차)","관악구","신림동",126.937398,37.46542238
"대학18길 9","금호(1차)","관악구","신림동",126.9375558,37.46525245
"대학20길 27","현대","관악구","신림동",126.9373265,37.4647635
"대학7길 26","관악","관악구","신림동",126.9390668,37.46837612
"대학로 47","이화에수풀","종로구","연건동",127.0019861,37.57548356
"대흥로2길 16","강변그린","마포구","용강동",126.9378709,37.54188359
"대흥로2길 8","강변그린","마포구","용강동",126.937391,37.54209747
"덕릉로 349","창동주공4단지","도봉구","창동",127.0478305,37.64527793
"덕릉로 350","창동주공4단지","도봉구","창동",127.0479044,37.64495661
"덕릉로 371","대우그린","도봉구","창동",127.0502539,37.64591163
"덕릉로 459","상계주공1(고층)","노원구","상계동",127.060269,37.64577678
"덕릉로 459","미도","노원구","상계동",127.060269,37.64577678
"덕릉로 517","건영2","노원구","중계동",127.0661412,37.64636303
"덕릉로 595","신안","노원구","중계동",127.0724141,37.65136983
"덕릉로 613","중계3우성","노원구","중계동",127.0733871,37.65249896
"덕릉로 718","건영재건축(586)","노원구","중계동",127.0759332,37.66170594
"덕릉로 780","동아불암","노원구","상계동",127.0785487,37.66673381
"덕릉로 872","범하세라믹","노원구","상계동",127.0843652,37.67356479
"덕릉로109길 27","현대하이츠","노원구","상계동",127.0765299,37.66665399
"덕릉로112길 24","청암1단지","노원구","상계동",127.0790634,37.66593182
"덕릉로115다길 40","건영","노원구","상계동",127.078024,37.66871655
"덕릉로118길 29","불암현대","노원구","상계동",127.0807189,37.66773546
"덕릉로127길 25","미라보(성림)","노원구","상계동",127.0815303,37.67229292
"덕릉로41길 12","수유역두산위브1","강북구","번동",127.0314364,37.63580935
"덕릉로41길 15","수유역두산위브2","강북구","번동",127.0311368,37.63590348
"덕릉로59가길 21","청하아파트A동","도봉구","창동",127.0381902,37.63963807
"덕릉로60길 164","창동한승미메이드","도봉구","창동",127.0427202,37.63308703
"덕릉로60길 185","초안1","노원구","월계동",127.0440359,37.63266736
"덕릉로60길 222","초안산쌍용스윗닷홈","노원구","월계동",127.044657,37.63105093
"덕릉로60길 252","유원","노원구","월계동",127.0457002,37.62992888
"덕릉로60길 266","극동","노원구","월계동",127.0462409,37.62952241
"덕릉로60바길 21","한신APT","도봉구","창동",127.0411848,37.63891396
"덕릉로62길 13","신창","도봉구","창동",127.0409735,37.64064381
"덕릉로63가길 43","대우","도봉구","창동",127.0380471,37.64301429
"덕릉로63길 37","보람아파트","도봉구","창동",127.0403429,37.64312012
"덕릉로66길 17","주공17단지","도봉구","창동",127.0527598,37.64518226
"덕릉로71길 30","양지마을(대림)1","노원구","중계동",127.0695883,37.65057
"덕릉로71길 5","성원1","노원구","중계동",127.0708228,37.65049684
"덕릉로73길 28","양지마을(대림)2","노원구","중계동",127.0717515,37.65247277
"덕릉로76길 29","주공4","노원구","중계동",127.0761017,37.65473316
"덕릉로77길 5","중계3벽산","노원구","중계동",127.0737051,37.6548001
"덕릉로79길 23","염광","노원구","중계동",127.0733569,37.65697397
"덕릉로82길 13","비콘드림힐(602)","노원구","중계동",127.0760866,37.65837591
"덕릉로84길 7","중앙하이츠1","노원구","중계동",127.0759377,37.65974797
"덕릉로84길 7","중앙하이츠2","노원구","중계동",127.0759377,37.65974797
"덕릉로86길 70","청암3단지(582)","노원구","중계동",127.0790816,37.66086125
"덕릉로89길 8","성원2","노원구","중계동",127.0751201,37.66088258
"덕릉로94가길 20","청암2단지","노원구","상계동",127.0781486,37.6630984
"덕릉로94길 10","경남아너스빌","노원구","중계동",127.0765999,37.66235397
"덕릉로94길 21","상계불암대림","노원구","상계동",127.0771342,37.66243978
"도곡로 306","래미안그레이튼(진달래2차)","강남구","역삼동",127.0485186,37.49441247
"도곡로 320","래미안도곡카운티","강남구","도곡동",127.0509617,37.49540552
"도곡로 404","롯데캐슬리베","강남구","대치동",127.0547066,37.49664849
"도곡로 603","상지리츠빌카일룸(1009-4)","강남구","대치동",127.0681819,37.50162411
"도곡로14길 28","도곡2차 I-PARK","강남구","도곡동",127.0373105,37.48918592
"도곡로17길 12","거평빌라트","강남구","역삼동",127.0374258,37.49220045
"도곡로18길 34","현대아파트 1동~3동","강남구","도곡동",127.03829,37.4889598
"도곡로18길 35","현대아파트 1동~3동","강남구","도곡동",127.0384811,37.48900685
"도곡로19길 13","노블카운티","강남구","역삼동",127.0379682,37.49260045
"도곡로28길 8","도곡1차아이파크","강남구","도곡동",127.0427106,37.49227816
"도곡로3길 26","한스빌(836)","강남구","역삼동",127.0327858,37.49181011
"도곡로43길 20","래미안그레이튼","강남구","역삼동",127.0473435,37.49588268
"도곡로43길 21","래미안그레이튼(진달래2차)","강남구","역삼동",127.047072,37.49576056
"도곡로43길 37","상지리츠빌역삼2차","강남구","역삼동",127.0464656,37.49681989
"도곡로57길 9","트레벨","강남구","역삼동",127.0507752,37.49639647
"도곡로6길 18","대명비발디","강남구","도곡동",127.0344318,37.48909628
"도곡로78길 22","대치삼성","강남구","대치동",127.059527,37.49667917
"도곡로7길 22","금호어울림","강남구","역삼동",127.0344581,37.49217976
"도곡로7길 23","역삼열성카이스빌","강남구","역삼동",127.034204,37.492064
"도곡로93길 12","래미안 대치 하이스턴","강남구","대치동",127.0647564,37.50100692
"도구로 47","뉴캐슬","서초구","방배동",126.9882007,37.48095578
"도당로 10","엘지트윈빌Ⅰ·Ⅱ","도봉구","쌍문동",127.0352435,37.6591014
"도당로 116","거성학마을아파트","도봉구","방학동",127.0393126,37.66696247
"도당로 13","청구","도봉구","쌍문동",127.0348532,37.65938227
"도당로 18","대웅","도봉구","쌍문동",127.0350958,37.65979237
"도당로 37","삼익세라믹아파트","도봉구","방학동",127.0347011,37.66145442
"도당로6길 14","성원아파트","도봉구","방학동",127.035694,37.66130448
"도림로 107","럭키","구로구","구로동",126.894603,37.49164502
"도림로 12","801-9","구로구","구로동",126.8869922,37.4854779
"도림로 16","현암B동","구로구","구로동",126.8872359,37.48583666
"도림로 187","우성1","영등포구","대림동",126.9016787,37.49616489
"도림로 313","건영","영등포구","신길동",126.9019734,37.50543574
"도림로 365","동아","영등포구","도림동",126.898957,37.50953002
"도림로 44","경성B","구로구","구로동",126.8891312,37.48777244
"도림로 456","문래우정","영등포구","문래동3가",126.8928491,37.51547726
"도림로 462","국화맨션","영등포구","문래동3가",126.892229,37.51577771
"도림로 59","구로두산","구로구","구로동",126.8903012,37.48896979
"도림로10길 27","동화","구로구","구로동",126.8888704,37.48572281
"도림로12길 14","한신","구로구","구로동",126.8888498,37.48669952
"도림로143길 27","리버뷰신안인스빌2단지","영등포구","문래동4가",126.8902673,37.51362943
"도림로143길 30","문래동삼환","영등포구","문래동4가",126.8899767,37.5135322
"도림로145길 28","리버뷰신안인스빌1단지","영등포구","문래동4가",126.8890073,37.51426729
"도림로14길 11","태양","구로구","구로동",126.8892695,37.48735151
"도림로14길 11","대신빌라","구로구","구로동",126.8892695,37.48735151
"도림로14길 7","(779-13)","구로구","구로동",126.8889652,37.48747147
"도림로20길 30","성락","구로구","구로동",126.8930183,37.48873513
"도림로20길 50","우민늘푸른","구로구","구로동",126.893933,37.48826713
"도림로22길 8","이화우성","구로구","구로동",126.8934276,37.49010929
"도림로3길 15","구로아트빌라3동","구로구","구로동",126.8863105,37.48604908
"도림로3길 18","(803-29)","구로구","구로동",126.8866823,37.48603317
"도림로3길 3","(806-15)","구로구","구로동",126.8864051,37.48551744
"도림로3길 35","(747-34)","구로구","구로동",126.8869829,37.48680799
"도림로47길 1","우성2","영등포구","대림동",126.900311,37.49545186
"도림로54길 14","신대림 신동아파밀리에","영등포구","대림동",126.9030773,37.49536997
"도림로6길 30","(797-26)","구로구","구로동",126.8884824,37.48508553
"도림로6길 34","(797-5)","구로구","구로동",126.888702,37.48501688
"도림로6길 39","성산","구로구","구로동",126.8890549,37.48494242
"도림로6길 39","(796-51)","구로구","구로동",126.8890549,37.48494242
"도림로6길 39","한마음(796-72)","구로구","구로동",126.8890549,37.48494242
"도림로81길 9","슈와이","영등포구","신길동",126.9039119,37.50166919
"도림로8길 18","대영빌라","구로구","구로동",126.8881974,37.48557691
"도림천로 344","대림우성2","구로구","구로동",126.8940494,37.49418137
"도림천로 391","문영칸타빌레","영등포구","대림동",126.8966887,37.48993539
"도림천로 431","한솔솔파크","영등포구","대림동",126.8990102,37.48703059
"도림천로12길 6","대림아르빌","구로구","구로동",126.8953585,37.490251
"도림천로19길 12","(1101-1)","영등포구","대림동",126.900531,37.48682387
"도봉로 157","두원프라자","강북구","미아동",127.0272435,37.62291686
"도봉로 261","수유삼호","강북구","수유동",127.0237602,37.63170287
"도봉로 352","효성인텔리안","강북구","번동",127.0268745,37.63881147
"도봉로 601","시그마팰리스","도봉구","쌍문동",127.040244,37.65846012
"도봉로 642","대동","도봉구","창동",127.0424775,37.66166064
"도봉로110나길 79","하우니티","도봉구","창동",127.0359861,37.64958714
"도봉로110나길 99","리치","도봉구","창동",127.0366444,37.6502875
"도봉로110다길 5","창동한신휴플러스(621-69)","도봉구","창동",127.0342287,37.64588575
"도봉로110다길 51","태영데시앙","도봉구","창동",127.033182,37.64398727
"도봉로114길 22","창동현대타운","도봉구","창동",127.0355993,37.64739533
"도봉로127길 43","기용","도봉구","쌍문동",127.0353348,37.65427957
"도봉로129길 45","경남","도봉구","쌍문동",127.0358282,37.6553962
"도봉로133길 8","성원하이츠(C동)","도봉구","쌍문동",127.0392136,37.65741343
"도봉로136가길 68","금호어울림","도봉구","창동",127.0422598,37.65629769
"도봉로136가길 73","북한산한신휴플러스","도봉구","창동",127.042278,37.65579435
"도봉로136길 111","창동2차현대","도봉구","창동",127.0467339,37.66051512
"도봉로136길 28","북한산아이파크5차","도봉구","창동",127.0427411,37.65906054
"도봉로136나길 40","창동신도브래뉴1차","도봉구","창동",127.0446147,37.65669119
"도봉로137길 31","에덴","도봉구","쌍문동",127.0397959,37.66036921
"도봉로145길 65","동부센트레빌아파트","도봉구","방학동",127.0388474,37.66456914
"도봉로146길 48","우암쎈스뷰아파트","도봉구","방학동",127.0455384,37.6641188
"도봉로150가길 27","퍼스티안","도봉구","방학동",127.0440079,37.66729595
"도봉로150길 31","방학E.S.A3아파트","도봉구","방학동",127.045001,37.66615419
"도봉로150길 42","방학동삼성래미안2","도봉구","방학동",127.0455586,37.66589711
"도봉로150길 43","방학E.S.A2아파트","도봉구","방학동",127.045638,37.66614498
"도봉로169길 31","럭키","도봉구","도봉동",127.0439471,37.67991038
"도봉로169라길 77","극동","도봉구","도봉동",127.0308504,37.6790094
"도봉로170길 40","래미안도봉","도봉구","도봉동",127.0476075,37.67983233
"도봉로171길 30","신도봉","도봉구","도봉동",127.0421329,37.67934539
"도봉로180가길 32","중흥에스-클래스","도봉구","도봉동",127.0466077,37.68485791
"도봉로180길 50","유원도봉","도봉구","도봉동",127.0486419,37.68248026
"도봉로180길 6","동아에코빌","도봉구","도봉동",127.0465224,37.68325417
"도봉로180길 6","삼환도봉","도봉구","도봉동",127.0465224,37.68325417
"도봉로180나길 20","양우내안애","도봉구","도봉동",127.049103,37.68339058
"도봉로33길 18","성북프라자","강북구","미아동",127.0268574,37.62153234
"도봉로34길 48","현대캐슬","강북구","미아동",127.0307702,37.62234765
"도봉로41길 42","월드","강북구","미아동",127.0249355,37.62291931
"도봉로41길 42","월드빌라(311-10)","강북구","미아동",127.0249355,37.62291931
"도봉로49길 48","현대쉐르빌","강북구","미아동",127.0238717,37.62469724
"도봉로68길 26","현대(190-2)","강북구","미아동",127.0259274,37.63124707
"도봉로71가길 11","대림(수유)","강북구","수유동",127.0223209,37.63180007
"도봉로71가길 16","수유역하이씨티","강북구","수유동",127.0224325,37.63204142
"도봉로71가길 30","태솔타운","강북구","수유동",127.0222068,37.6325704
"도봉로76가길 15","이너스내안에","강북구","미아동",127.0263605,37.63261644
"도봉로76길 52","요진","강북구","미아동",127.0265006,37.63357768
"도봉로98길 33","삼성","강북구","번동",126.978884,37.611107
"도봉산길 35","서울가든","도봉구","도봉동",127.0416876,37.68710403
"도산대로 232","청학아파트 에이동,비동,씨동","강남구","논현동",127.0325883,37.5208149
"도산대로 454","휴먼스타빌","강남구","청담동",127.0460411,37.52370896
"도산대로100길 30","대우로얄카운티5","강남구","청담동",127.0524119,37.52266776
"도산대로101길 15","상지리츠빌(127-16)","강남구","청담동",127.0525585,37.52613884
"도산대로101길 29","청담현대3차아파트","강남구","청담동",127.0534959,37.52680429
"도산대로101길 34","구산","강남구","청담동",127.0538028,37.52680553
"도산대로101길 38","상지카일룸","강남구","청담동",127.0540613,37.52691531
"도산대로25길 15","신사파크빌라B동","강남구","신사동",127.0270473,37.52078819
"도산대로30길 56","프라임","강남구","논현동",127.0306794,37.51632121
"도산대로46길 21","한진로즈힐","강남구","논현동",127.0367818,37.52064813
"도산대로50길 43","쌍용","강남구","논현동",127.0378447,37.51952742
"도산대로70길 25","청담2차e-편한세상","강남구","청담동",127.0453205,37.52202842
"도산대로81길 26","대우로얄카운티2","강남구","청담동",127.0474176,37.52610182
"도산대로83길 23","대우로얄카운티3","강남구","청담동",127.0483262,37.52596305
"도산대로83길 35","대우리츠카운티","강남구","청담동",127.0486465,37.52677045
"도산대로83길 49","삼호빌라B","강남구","청담동",127.0489696,37.52769049
"도산대로85길 30","청담 신원아침도시마인","강남구","청담동",127.0495836,37.52645649
"도산대로89길 36","상지리츠빌5A","강남구","청담동",127.0521331,37.52653374
"도산대로89길 49","청강(건영)","강남구","청담동",127.0528485,37.52732347
"도산대로92길 10","대우유로카운티","강남구","청담동",127.0501894,37.52385363
"도산대로96길 39","삼성청담공원아파트","강남구","청담동",127.0502332,37.52224379
"도산대로98길 31","연세빌라(59-16)","강남구","청담동",127.0519378,37.52259962
"도신로 100","우성5","영등포구","신길동",126.9032836,37.50727892
"도신로 31","현대3","영등포구","대림동",126.8966386,37.50476765
"도신로 68","우성1","영등포구","신길동",126.9001255,37.50600748
"도신로15라길 3","정호샤인빌","영등포구","도림동",126.8979953,37.50728874
"도신로29길 28","영등포푸르지오","영등포구","영등포동",126.9041232,37.51082184
"도신로4길 14","현대1","영등포구","대림동",126.8958204,37.50234012
"도신로4길 2","현대2","영등포구","대림동",126.8953705,37.50327327
"도영로 2","코오롱","영등포구","대림동",126.8943302,37.5069645
"도영로 66","영등포아트자이","영등포구","도림동",126.8993874,37.51115696
"도영로7길 7","도림청구","영등포구","도림동",126.8958315,37.5091442
"도화2안길 11","현대아트빌라","마포구","도화동",126.9490112,37.539441
"도화4길 41","마포동원베네스트","마포구","도화동",126.9517947,37.54018185
"도화길 28","삼성","마포구","도화동",126.978884,37.611107
"독립문공원길 17","독립문극동(200-0)","서대문구","현저동",126.9582714,37.57216633
"독립문로 10","독립문삼호","서대문구","영천동",126.9594457,37.57062973
"독립문로14길 33","돈의문센트레빌","서대문구","냉천동",126.9622946,37.56652743
"독립문로14길 74","동부센트레빌","서대문구","냉천동",126.9603388,37.56636722
"독립문로8길 33","산경","서대문구","천연동",126.9597816,37.5682719
"독립문로8길 54","천연뜨란채","서대문구","천연동",126.9588006,37.56814922
"독막로 145","서강예가","마포구","창전동",126.9301609,37.54825219
"독막로 209","세양청마루","마포구","신수동",126.9370503,37.54748287
"독막로 266","마포태영","마포구","대흥동",126.942826,37.54585226
"독막로 288","대흥동세양","마포구","대흥동",126.9449775,37.54469538
"독막로 289","중앙하이츠","마포구","염리동",126.9452422,37.54489825
"독막로18길 5","두산위브","마포구","상수동",126.9241238,37.54740513
"독막로20나길 21","래미안밤섬리베뉴 Ⅱ","마포구","상수동",126.9267264,37.54642555
"독막로20나길 22","래미안밤섬리베뉴 Ⅰ","마포구","상수동",126.9260635,37.54634774
"독막로28길 10","밤섬경남아너스빌","마포구","신수동",126.9369386,37.54678093
"독막로28길 7","신수동성원","마포구","신수동",126.9371567,37.54690004
"독막로42길 2","마포자이","마포구","염리동",126.9462441,37.54380608
"독막로42길 5","세양청마루(101동)","마포구","염리동",126.9463058,37.54319938
"독산로 299","대광아파트","금천구","독산동",126.9031668,37.47354367
"독산로 78","경남아파트","금천구","시흥동",126.9062479,37.45429279
"독산로10길 96","남서울건영2","금천구","시흥동",126.9111812,37.44993767
"독산로22길 86","신화아파트(200-4)","금천구","시흥동",126.9109306,37.45279296
"독산로24나길 13","시흥(817-29)","금천구","시흥동",126.9074288,37.45567842
"독산로36길 36","시흥동 월드메르디앙","금천구","시흥동",126.9068914,37.45968396
"독산로50길 89","삼익","금천구","시흥동",126.9092236,37.46257771
"독산로70길 103","해찬아파트","금천구","독산동",126.9070151,37.46843373
"독산로78다길 22","아셈그린힐","금천구","독산동",126.9052019,37.46947316
"독산로78다길 52","독산동아아파트","금천구","독산동",126.9066041,37.47029854
"독산로80가길 29","세심아파트","금천구","독산동",126.9064909,37.47090621
"독산로92길 16","리치힐103동(992-0)","금천구","독산동",126.9042903,37.47380094
"독서당로 111","한남더힐","용산구","한남동",127.0113816,37.53645547
"독서당로 156","한남하이츠","성동구","옥수동",127.0118681,37.53996261
"독서당로 175","극동그린","성동구","옥수동",127.0109678,37.54176543
"독서당로 191","극동","성동구","옥수동",127.0122915,37.54291835
"독서당로 218","삼성","성동구","옥수동",126.978884,37.611107
"독서당로 22","한남동동원베네스트","용산구","한남동",127.007583,37.53022566
"독서당로 242","동인샤인빌","성동구","옥수동",127.0172926,37.54510888
"독서당로 272","대우","성동구","금호동4가",127.0200489,37.54653224
"독서당로 343","금호삼성래미안","성동구","금호동1가",127.0271013,37.5482644
"독서당로 375","신동아","성동구","응봉동",127.0299163,37.54992327
"독서당로 377","금호현대","성동구","응봉동",127.0303982,37.55000154
"독서당로 431","대림(2차)","성동구","응봉동",127.0334424,37.55390542
"독서당로 434","대림(1차)","성동구","응봉동",127.0338909,37.55377453
"독서당로 441","신동아","성동구","행당동",127.0339329,37.55466007
"독서당로 70","리버티하우스","용산구","한남동",127.0086461,37.53367066
"독서당로 73","성아1","용산구","한남동",127.0086812,37.53406002
"독서당로 73","한성1","용산구","한남동",127.0086812,37.53406002
"독서당로34길 22","시범","용산구","한남동",127.0122911,37.53897094
"독서당로40길 25","현대","성동구","옥수동",127.0172475,37.5428763
"독서당로40길 37","옥수 어울림","성동구","옥수동",127.0175768,37.54190241
"독서당로62길 43","대림(1차)","성동구","응봉동",127.0339887,37.55216146
"돈화문로11가길 59","현대뜨레비앙","종로구","익선동",126.9902368,37.57521091
"동광로 126","월드빌라트(798-5)","서초구","방배동",126.9961214,37.49397649
"동광로 157","비엥에뜨르","서초구","반포동",126.99945,37.49495226
"동광로 62","이연아마빌레","서초구","방배동",126.9894237,37.49229374
"동광로19길 51","래미안방배에버뉴","서초구","방배동",126.9881949,37.49460864
"동광로1길 112","롯데캐슬헤론","서초구","방배동",126.9839661,37.49668378
"동광로1길 84","푸른마을","서초구","방배동",126.9838924,37.49563318
"동광로22길 32","방배대우멤버스카운티201","서초구","방배동",126.992503,37.49195654
"동광로28길 19","방배대우멤버스카운티502","서초구","방배동",126.995774,37.49310186
"동광로3길 18","방배아이파크","서초구","방배동",126.984421,37.49175527
"동광로43길 14","APELBAUM","서초구","반포동",127.0007095,37.49534795
"동교로 290","일진아이윌","서대문구","연희동",126.9274477,37.56477153
"동교로 291","임광","서대문구","연희동",126.9273899,37.5651134
"동교로17길 45","에덴지우","마포구","서교동",126.9148931,37.5568223
"동교로1길 22","한강그린1차아파트","마포구","망원동",126.9019856,37.55220288
"동교로39길 11","대명","마포구","연남동",126.9238426,37.56185068
"동교로3길 115","한강2차대주피오레","마포구","망원동",126.8985884,37.5551325
"동교로3길 125","현진에버빌2","마포구","망원동",126.897922,37.55532429
"동교로3길 67","한강1차대주피오레","마포구","망원동",126.9004891,37.55362364
"동교로3길 79","강변타운","마포구","망원동",126.9000927,37.55405574
"동남로 160","현대1","송파구","문정동",127.1281807,37.49231914
"동남로 193","가락(1차)쌍용아파트","송파구","가락동",127.1301302,37.49483536
"동남로 225","래미안파크팰리스","송파구","가락동",127.1323769,37.49723374
"동남로11길 4","가락미륭아파트","송파구","가락동",127.128474,37.49326248
"동남로13길 32","가락그랑밸리","송파구","가락동",127.1264818,37.49451506
"동남로13길 33","신한빌라트-신한미지엔","송파구","가락동",127.12627,37.49427166
"동남로14길 23","에스디펠리체","송파구","가락동",127.1317124,37.4920238
"동남로17길 15","골드팰리스아파트","송파구","가락동",127.1307689,37.49639983
"동남로18길 44","프라자","송파구","가락동",127.1336195,37.4919492
"동남로18길 9","극동","송파구","가락동",127.1318783,37.49515561
"동남로20길 3","대련","송파구","가락동",127.1330018,37.49687888
"동남로23가길 34","대영공원(102동)","송파구","오금동",127.1318397,37.50178522
"동남로24길 6","우창","송파구","오금동",127.1367636,37.49976478
"동남로49길 57","현대1차아파트","강동구","둔촌동",127.1459242,37.53203078
"동남로49길 60","초원동아","강동구","둔촌동",127.1466046,37.53269093
"동남로71길 19","한양","강동구","명일동",127.1550414,37.55161165
"동남로71길 41","현대(고덕)","강동구","명일동",127.153749,37.55173966
"동남로73길 26","명일진로","강동구","명일동",127.1547778,37.55319697
"동남로79길 26","고덕 아이파크","강동구","고덕동",127.155064,37.55779888
"동남로82길 94","삼익그린12","강동구","고덕동",127.162111,37.56039152
"동망산길 19","창신쌍용1","종로구","창신동",127.0148912,37.58067597
"동망산길 47","종로센트레빌","종로구","숭인동",127.0160074,37.579793
"동소문로 248","돈암2-1삼부","성북구","길음동",127.0241019,37.60330689
"동소문로 284","길음 서희스타힐스","성북구","하월곡동",127.0271402,37.60549364
"동소문로13길 39","송산아파트","성북구","동소문동4가",127.0117256,37.59337946
"동소문로13길 47","한신플러스A","성북구","동소문동4가",127.0114029,37.59347889
"동소문로15길 99","한신플러스C","성북구","동소문동7가",127.014273,37.59566451
"동소문로20나길 47","코아루센타시아","성북구","동선동1가",127.0190955,37.59284409
"동소문로26마길 46","태극에버빌","성북구","동선동3가",127.0214846,37.59580905
"동소문로27길 37","한양수자인","성북구","동선동4가",127.0202426,37.59585482
"동소문로31길 6","대성유니드(641-0)","성북구","돈암동",127.0208125,37.59696325
"동소문로34길 24","돈암동삼성","성북구","돈암동",127.0224474,37.59896847
"동소문로34길 73","길음역금호어울림센터힐","성북구","돈암동",127.0237581,37.60085873
"동소문로3길 101","송산아파트","성북구","동소문동4가",127.0099231,37.59201013
"동소문로44길 17","성북힐스테이트(102동)","성북구","하월곡동",127.0288712,37.6064575
"동소문로44길 43","성북힐스테이트(101동)","성북구","하월곡동",127.0304181,37.60649241
"동소문로46길 18","삼전솔하임3차","성북구","하월곡동",127.029884,37.60692268
"동숭4라길 27","동성아파트(2동)","종로구","동숭동",127.0061072,37.58348682
"동일로 1280","중계무지개","노원구","중계동",127.0651281,37.64335569
"동일로 1355","상계주공2(고층)","노원구","상계동",127.0615531,37.64966494
"동일로 1356","상계주공4(고층)","노원구","상계동",127.0620763,37.64981837
"동일로 1362","상계주공4(고층)","노원구","상계동",127.061967,37.65032419
"동일로 1383","상계주공3(고층)","노원구","상계동",127.0608609,37.65216997
"동일로 1384","상계주공6(고층)","노원구","상계동",127.0614122,37.65224262
"동일로 1390","상계주공6(고층)","노원구","상계동",127.0613076,37.65272491
"동일로 143","대우1","성동구","성수동2가",127.0654904,37.54530297
"동일로 1456","상계주공7(고층)","노원구","상계동",127.0597657,37.65855523
"동일로 237","서울숲아이파크","성동구","송정동",127.0698539,37.55296587
"동일로 263","건영","성동구","송정동",127.0708739,37.55532382
"동일로 459","성원","광진구","중곡동",127.0796658,37.57124121
"동일로 476","늘푸른동아","중랑구","면목동",127.0803455,37.5728251
